english_text,korean_text,romanization
What are you doing?,뭐 해?,mwo hae?
Where are you going?,어디 가?,eodi ga?
Let's eat,밥 먹자,bap meokja
I'm so bored,너무 심심해,neomu simsimhae
That's so funny,완전 웃기다,wanjeon utgida
Are you serious?,진심이야?,jinsimiya?
No way,말도 안 돼,maldo an dwae
I'm so tired,나 진짜 피곤해,na jinjja pigonhae
Let's hang out,놀자,nolja
Come here,이리 와,iri wa
I missed you,보고 싶었어,bogo sipeosseo
Don't lie,거짓말하지 마,geojitmalhaji ma
You're so annoying,너 진짜 짜증나,neo jinjja jjajeungna
Whatever,알아서 해,araseo hae
Stop it,그만해,geumanhae
You're so funny,너 완전 웃겨,neo wanjeon utgyeo
Really?,진짜?,jinjja?
I told you so,내가 뭐랬어,naega mworaesseo
It doesn't matter,상관없어,sanggwaneopseo
I'm hungry,배고파,baegopa
Let's go together,같이 가자,gachi gaja
Wait for me,나 기다려,na gidaryeo
Don't worry,걱정하지 마,geokjeonghaji ma
That's amazing,대박이다,daebagida
So what?,그래서 뭐?,geuraeseo mwo?
I don't care,나 관심 없어,na gwansim eopseo
Don't be like that,그러지 마,geureoji ma
You did well,잘했어,jalhaesseo
I'll pay,내가 살게,naega salge
You pay this time,이번에 네가 쏴,ibeone nega sswa
I'm going home,나 집에 간다,na jibe ganda
Text me,문자해,munjahae
Call me later,나중에 전화해,najunge jeonhwahae
I overslept,늦잠 잤어,neutjam jasseo
I'm on my way,가고 있어,gago isseo
That's unfair,불공평해,bulgongpyeonghae
You're the best,네가 최고야,nega choegoya
Don't be mad,화내지 마,hwanaeji ma
I'm sorry my bad,미안 내 잘못이야,mian nae jalmosiya
Let's take a selfie,셀카 찍자,selka jjikja
I'm craving chicken,치킨 먹고 싶다,chikin meokgo sipda
Let's do it tomorrow,내일 하자,naeil haja
Did you see that?,그거 봤어?,geugeo bwasseo?
That's lame,재미없다,jaemieoptda
You're so cute,너 귀엽다,neo gwiyeopda
Mind your own business,신경 끄세요,singyeong kkeuseyo
I fell asleep,잠들어 버렸어,jamdeureo beoryeosseo
It's my treat,내가 쏠게,naega ssolge
I'm broke,나 돈 없어,na don eopseo
Let's split the bill,나눠서 내자,nanwoseo naeja
Don't tell anyone,아무한테도 말하지 마,amuhantedo malhaji ma
Guess what happened,무슨 일이 있었는지 알아?,museun iri isseonneunji ara?
You scared me,깜짝이야,kkamjjagiya
That's so cool,완전 멋있다,wanjeon meositda
I can't believe it,믿을 수 없어,mideul su eopseo
What should we eat?,뭐 먹을까?,mwo meogeulkka?
I'm full,배불러,baebulleo
Get home safe,잘 들어가,jal deureoga
See you tomorrow,내일 보자,naeil boja
Good night friend,잘 자,jal ja
