english_text,korean_text,romanization
Side hustle,부업,bueop
Side job,투잡,tujap
Extra income,추가 수입,chuga suip
Passive income,수동 소득,sudong sodeuk
Part-time work,아르바이트,areubaiteu
Gig economy,긱 경제,gik gyeongje
Online selling,온라인 판매,onlain panmae
Reselling,리셀,risel
Handmade goods,핸드메이드,haendeumeideu
Craft selling,공예품 판매,gongyepum panmae
Food delivery,배달,baedal
Delivery driver,배달 기사,baedal gisa
Ride sharing,카풀,kapul
Tutoring,과외,gwaoe
Online tutoring,온라인 과외,onlain gwaoe
Content creation,콘텐츠 제작,kontencheu jejak
YouTube,유튜브,yutyubeu
Blogging,블로그,beullogeu
Affiliate marketing,제휴 마케팅,jehyu maketing
Dropshipping,드롭쉬핑,deurobswiping
Print on demand,주문 인쇄,jumun insway
Stock photography,스톡 사진,seutok sajin
Freelance writing,프리랜스 글쓰기,peurilaenseu geulssugi
Translation,번역,beonyeok
Voice acting,성우,seongwu
Pet sitting,펫 시팅,pet siting
House sitting,집 봐주기,jip bwajugi
Dog walking,강아지 산책,gangaji sanchaek
Moving help,이사 도우미,isa doumi
Cleaning service,청소 서비스,cheongso seobiseu
Errand running,심부름,simbureum
Survey taking,설문 조사,seolmun josa
Mystery shopping,미스터리 쇼퍼,miseuteori syopeo
App testing,앱 테스트,aep teseuteu
Data entry,데이터 입력,deiteo imnyeok
Graphic design,그래픽 디자인,geuraepik dijain
Web development,웹 개발,wep gaebal
Social media management,SNS 관리,eseuenseu gwalli
Virtual assistant,가상 비서,gasang biseo
E-commerce,전자 상거래,jeonja sanggeolae
Smart store,스마트 스토어,seumateu seutoo
Etsy shop,엣시 판매,etsi panmae
Market research,시장 조사,sijang josa
Business plan,사업 계획,saeop gyehoek
Startup idea,창업 아이디어,changeop aidio
Investment,투자,tuja
Profit,수익,suik
Loss,손실,sonsil
Revenue,매출,maechul
I started a side hustle,부업을 시작했어요,bueobeul sijakhaesseoyo
How much do you make,얼마나 벌어요,eolmana beoreoyo
It's good extra money,좋은 추가 수입이에요,joeun chuga suibieyo
I do it on weekends,주말에 해요,jumare haeyo
It's tiring but worth it,힘들지만 보람 있어요,himdeulljiman boram isseoyo
I want to start a business,사업을 시작하고 싶어요,saeobeul sijakago sipeoyo
What side hustle do you recommend,부업 추천해 주세요,bueop chucheonhae juseyo
I need more income,수입이 더 필요해요,suibi deo piryohaeyo
It takes time to grow,시간이 걸려요,sigani geollyeoyo
Don't give up,포기하지 마세요,pogihaji maseyo
Side hustle tips,부업 팁,bueop tip
