english_text,korean_text,romanization
Weekend,주말,jumal
Saturday,토요일,toyoil
Sunday,일요일,iryoil
Weekend plans,주말 계획,jumal gyehoek
Day off,쉬는 날,swineun nal
Sleep in,늦잠,neutjam
Brunch,브런치,beureongchi
Cafe,카페,kape
Shopping,쇼핑,syoping
Window shopping,아이 쇼핑,ai syoping
Mall,쇼핑몰,syopingmol
Department store,백화점,baekhwajeom
Outdoor market,시장,sijang
Movie,영화,yeonghwa
Movie theater,영화관,yeonghwagwan
Concert,콘서트,konseoteu
Museum,박물관,bangmulgwan
Art gallery,미술관,misulgwan
Exhibition,전시회,jeonsihoe
Park,공원,gongwon
Picnic,소풍,sopung
Hiking,등산,deungsan
Biking,자전거 타기,jajeongeo tagi
Beach,해변,haebyeon
Lake,호수,hosu
Camping,캠핑,kaemping
Fishing,낚시,naksi
Sports,운동,undong
Gym,헬스장,helsseujang
Swimming,수영,suyeong
Tennis,테니스,teniseu
Badminton,배드민턴,baedeumin teon
Bowling,볼링,bolling
Cooking at home,집에서 요리하기,jibeseo yorihagi
Baking,베이킹,beiking
Board game,보드게임,bodeu geim
Video game,비디오 게임,bidio geim
Reading,독서,dokseo
Netflix,넷플릭스,netpeullikseu
Drama binge,드라마 몰아보기,deurama morabogi
Clean the house,집 청소,jip cheongso
Organize,정리,jeongni
Gardening,정원 가꾸기,jeongwon gakkugi
Visit family,가족 방문,gajok bangmun
Meet friends,친구 만남,chingu mannam
Date,데이트,deiteu
Staycation,집콕,jipkok
Day trip,당일치기 여행,dangilchigi yeohaeng
Road trip,드라이브,deuraibeu
What are you doing this weekend,이번 주말에 뭐 해요,ibeon jumare mwo haeyo
I have no plans,계획이 없어요,gyehoegi eopseoyo
Let's do something fun,재밌는 거 하자,jaeminneun geo haja
I want to relax,쉬고 싶어요,swigo sipeoyo
Let's go out,밖에 나가자,bakke nagaja
I'm staying home,집에 있을 거예요,jibe isseul geoyeyo
The weather is nice,날씨가 좋아요,nalssiga joayo
Let's make plans,계획을 세우자,gyehoigeul seuja
I had a great weekend,주말 잘 보냈어요,jumal jal bonaesseoyo
Weekends are too short,주말이 너무 짧아요,jumari neomu jjalbayo
I love weekends,주말을 좋아해요,jumareul joahahaeyo
