english_text,korean_text,romanization
I'm so angry,너무 화나,neomu hwana
This makes me furious,정말 화가 나요,jeongmal hwaga nayo
I can't take it anymore,더 이상 못 참겠어,deo isang mot chamgesseo
That's so annoying,너무 짜증나,neomu jjajeungna
Stop bothering me,그만 귀찮게 해,geuman gwichanke hae
Leave me alone,혼자 있게 해줘,honja itge haejwo
I'm losing my patience,인내심이 바닥나요,innaesimi badangnayo
This is unacceptable,이건 용납할 수 없어요,igeon yongnabhal su eopseoyo
How could you do that?,어떻게 그럴 수 있어?,eotteoke geureol su isseo
I'm fed up,진짜 지겨워,jinjja jigyeowo
Don't make me angry,화나게 하지 마,hwanage haji ma
I'm really upset,정말 기분 나빠,jeongmal gibun nappa
That's ridiculous,말도 안 돼,maldo an dwae
You're driving me crazy,미치겠어,michigesseo
I'm so frustrated,너무 답답해,neomu dapdaphae
Don't test my patience,참을성을 시험하지 마,chameulseongeul siheomhaji ma
I've had enough,이제 됐어,ije dwaesseo
This is so stressful,너무 스트레스야,neomu seuteureseuya
I'm about to explode,폭발할 것 같아,pokbalhal geot gata
Why are you like this?,왜 이래?,wae irae
Knock it off,그만해,geumanhae
You went too far,너무 심했어,neomu simhaesseo
I'm disappointed in you,실망이야,silmangiya
Don't raise your voice,소리 지르지 마,sori jireuji ma
I'm furious,분노가 치밀어,bunnoga chimireo
This is not fair,이건 불공평해,igeon bulgongpyeonghae
I feel like screaming,소리 지르고 싶어,sori jireugo sipeo
You always do this,맨날 이래,maennal irae
I can't forgive this easily,쉽게 용서 못 해,swipge yongseo mot hae
Don't ignore me,무시하지 마,musihaji ma
You make me so mad,진짜 열받아,jinjja yeolbada
I'm at my limit,한계야,hangyeya
Stop talking nonsense,헛소리 그만해,heossori geumanhae
This makes no sense,말이 안 돼,mari an dwae
I'm not in the mood,기분 안 좋아,gibun an joa
Don't touch me,만지지 마,manjiji ma
Get out of my face,눈앞에서 사라져,nunapeeseo sarajyeo
I'm sick and tired of this,정말 신물이 나,jeongmal sinmuri na
Who do you think you are?,네가 뭔데?,nega mwonde
Mind your own business,신경 끄세요,singyeong kkeuseyo
I didn't ask for your opinion,의견 안 물었어,uigyeon an mureosseo
That really hurt me,진짜 상처받았어,jinjja sangcheobadasseo
I'm not okay with this,이건 받아들일 수 없어,igeon badadeuril su eopseo
You owe me an apology,사과해야 돼,sagwahaeya dwae
I need some space,좀 혼자 있고 싶어,jom honja itgo sipeo
Don't talk to me right now,지금 말 걸지 마,jigeum mal geolji ma
Calm down first,일단 진정해,ildan jineonghae
Let's not fight,싸우지 말자,ssauji malja
I need to cool off,좀 식혀야겠어,jom sikyeoyagesseo
I'm upset but I'll be fine,화나지만 괜찮을 거야,hwanajiman gwaenchaneul geoya
Let's talk later,나중에 얘기하자,najunge yaegihaja
I need time to think,생각할 시간이 필요해,saenggakhal sigani piryohae
Control your temper,화를 참아,hwareul chama
Take a deep breath,심호흡해,simhoheupae
Let's resolve this calmly,차분하게 해결하자,chabunhage haegyeolhaja
I'm trying to stay calm,진정하려고 노력 중이야,jinjeongryeogo noryeok jungiya
I forgive you but I'm still hurt,용서하지만 아직 아파,yongseohajiman ajik apa
Let's find a solution,해결책을 찾자,haegyeolchaekeul chatja
I understand your frustration,답답한 마음 이해해,dapdaphan maeum ihaehae
Let's talk it out,대화로 풀자,daehwaro pulja
