english_text,korean_text,romanization
Play ball!,플레이볼!,peulreibol
The pitcher threw a fastball,투수가 직구를 던졌어요,tusuga jikgureul deonjyeosseoyo
Strike one!,스트라이크 원!,seuteuraik won
Ball four take your base,포볼이에요,poborieyo
The batter hit a home run,타자가 홈런을 쳤어요,tajaga homreoneul chyeosseoyo
The ball went over the fence,공이 담장을 넘었어요,gongi damjangeul neomeosseoyo
He struck out,삼진 아웃이에요,samjin ausieyo
Safe at first base,1루 세이프,illu seipeu
He's out at second,2루에서 아웃,illuaeseo aut
The runner stole a base,주자가 도루했어요,jujaga doruhaesseoyo
Double play ended the inning,더블플레이로 이닝이 끝났어요,deobeurpeulleiro iningi kkeunnasseoyo
The catcher caught the foul ball,포수가 파울 볼을 잡았어요,posuga paul boreul jabasseoyo
The outfielder made a diving catch,외야수가 다이빙 캐치를 했어요,oeyasuga daibing kaechireul haesseoyo
It's the top of the ninth,9회 초예요,guhoechoyeyo
Bottom of the seventh,7회 말이에요,chilhoe marieyo
The score is tied,동점이에요,dongjeomieyo
Walk-off home run,끝내기 홈런,kkeunnaegi homreon
The relief pitcher came in,구원투수가 들어왔어요,guwontusuga deureowasseoyo
The closer saved the game,마무리 투수가 경기를 구했어요,mamuri tusuga gyeonggireul guhaesseoyo
The starting pitcher was dominant,선발투수가 압도적이었어요,seonbaltusuga apdojeogiosseoyo
A grand slam!,그랜드슬램이에요!,geurandeuseulaemieyo
The infield fly rule applies,인필드 플라이 룰이에요,inpildeu peullai rurieyo
Sacrifice bunt advanced the runner,희생번트로 주자를 진루시켰어요,huisaengbeonteuro jujareul jinrusikyeosseoyo
The hit-and-run play worked,히트앤런이 통했어요,hiteuaen reoni tonghaesseoyo
The designated hitter batted,지명타자가 타석에 섰어요,jimyeongtajaga taseoge seosseoyo
He hit a line drive,라인 드라이브를 쳤어요,rain deuraibeureul chyeosseoyo
Ground ball to shortstop,유격수 앞 땅볼이에요,yugyeoksu ap ttangborieyo
Fly ball to center field,중견수 앞 플라이볼,junggyeonsu ap peullaibol
The umpire called it a strike,심판이 스트라이크를 선언했어요,simpani seuteuraik seoneeonhaesseoyo
He threw a curve ball,커브볼을 던졌어요,keobeu boreul deonjyeosseoyo
The slider was nasty,슬라이더가 끝내줬어요,seullaidaega kkeunnaejoesseoyo
Change-up fooled the batter,체인지업에 타자가 속았어요,cheinji eobe tajaga sogasseoyo
The knuckleball danced,너클볼이 춤을 췄어요,neokeur bori chumeul chwosseoyo
Full count three and two,풀카운트 3볼 2스트라이크,pulkaunteu sambol iseuteuraik
The lineup is stacked,타순이 강력해요,tasuni gangnyeokhaeyo
Batting practice before the game,경기 전 타격 연습,gyeonggi jeon tagyeok yeonseub
Spring training started,스프링캠프가 시작됐어요,seupeuringkaempeuga sijakdwaesseoyo
The KBO season is exciting,KBO 시즌이 신나요,keibio sijeuni sinnayo
The cheerleaders are amazing,치어리더가 대단해요,chieoridaega daedanhaeyo
Fried chicken and beer at the game,야구장에서 치맥,yagujang-eseo chimaek
The stadium is beautiful at night,야간 경기장이 아름다워요,yagan gyeonggijangi areumdaweoyo
The wave goes around the stadium,파도타기가 돌아요,padotagiga dorayo
I bought a team jersey,유니폼을 샀어요,yunipomeul sasseoyo
The bullpen is warming up,불펜이 워밍업 중이에요,bulpeni womingheob jungieyo
The first pitch ceremony,시구식이에요,sigusigieyo
The mascot is cute,마스코트가 귀여워요,maseukhoteuga gwiyeoweoyo
The pennant race is tight,페넌트 레이스가 치열해요,penonteu reiseu-ga chiyeolhaeyo
The Korean Series is next,한국시리즈가 다음이에요,hanguksirijeuga daeumieyo
He's the batting champion,그 선수가 타격왕이에요,geu seonsuga tagyeokwangieyo
He leads in home runs,홈런왕이에요,homreonwangieyo
The ERA is under 3,방어율이 3점대 이하예요,bangeoyuri samjeomdae ihayeyo
RBI leader of the league,타점왕이에요,tajeomwangieyo
Seven game winning streak,7연승 중이에요,chillyeonseung jungieyo
The team chemistry is great,팀 분위기가 좋아요,tim bunwigiga joayo
Baseball is Korea's favorite sport,야구는 한국의 인기 스포츠예요,yaguneun hangugui ingi seupocheuyeyo
Let's go to the ballpark,야구장에 가자,yagujange gaja
The crack of the bat,배트 소리가 짜릿해요,baeteu soriga jjarithaeyo
Rooting for my team,우리 팀을 응원해요,uri timeul eungweonhaeyo
Baseball memories last forever,야구 추억은 영원해요,yagu chueogeun yeongwonhaeyo
The season never gets old,시즌은 항상 설레요,sijeun-eun hangsang seolleyeyoBaseball is more than a game
