english_text,korean_text,romanization
I promise,약속할게,yaksokalge
Do you promise me?,나한테 약속하는 거지?,nahante yaksokaneun geoji?
I will keep my promise,약속 지킬게,yaksok jikilge
Let us make a promise,약속하자,yaksokaja
Pinky promise,손가락 걸자,songarak geolja
I cross my heart,맹세할게,maengsehalge
I swear on my life,내 목숨 걸고 맹세해,nae moksum geolgo maengsehae
I never break promises,난 약속을 안 어겨,nan yaksogeul an eogyeo
You have my word,내 말을 믿어,nae mareul mideo
I am a person of my word,나는 약속을 지키는 사람이야,naneun yaksogeul jikineun saramiya
Let us promise to meet again,다시 만나자고 약속하자,dasi mannajago yaksokaja
I promised I would come,올게라고 약속했어,olgerago yaksokaesseo
I will definitely be there,꼭 갈게,kkok galge
You can rely on me,나를 믿고 맡겨,nareul mitgo matgyeo
I will not let you down,실망시키지 않을게,silmangsikiji aneulge
Do not forget our promise,우리 약속 잊지 마,uri yaksok itji ma
A promise is a promise,약속은 약속이야,yaksoguen yaksogia
I committed to it,그렇게 하기로 했어,geureoke hagiro haesseo
I agreed to do it,하겠다고 했어,hagetdago haesseo
Let us shake on it,악수하자,aksuja
I guarantee it,보장할게,bojanhalge
You have to promise first,먼저 약속해야 해,meonjeo yaksokaeya hae
I made a vow,맹세했어,maengsehaesseo
I will fulfill my duty,내 의무를 다할게,nae uimureul dahalge
I am committed to this,이건 꼭 할 거야,igeon kkok hal geoya
Let us set a date,날짜 잡자,nallja japja
What time should we meet?,몇 시에 만날까?,myeot sie mannalkka?
Where should we meet?,어디서 만날까?,eodiseo mannalkka?
Let us meet at the entrance,입구에서 만나자,ipgueseo mannaja
I will be there at three,세 시에 갈게,se sie galge
Can you make it?,올 수 있어?,ol su isseo?
Something came up,갑자기 일이 생겼어,gapjagi iri saenggyeosseo
Can we reschedule?,약속 미룰 수 있을까?,yaksok mirul su isseulkka?
I have to cancel,약속을 취소해야 해,yaksogeul chwisohaeya hae
I am sorry I cannot make it,미안 나 못 가,mian na mot ga
Let us do it another time,다음에 하자,daeume haja
I am running late,나 좀 늦을 것 같아,na jom neujeul geot gata
I will be there in ten minutes,십 분 안에 도착할게,sip bun ane dochakhalge
Are you on your way?,오고 있어?,ogo isseo?
I am waiting for you,기다리고 있어,gidarigo isseo
Do not be late,늦지 마,neutji ma
I will text you when I arrive,도착하면 문자할게,dochakamyeon munjahalge
Let me check my schedule,일정 확인해 볼게,iljeong hwaginhae bolge
I am free that day,그 날 시간 돼,geu nal sigan dwae
That day does not work for me,그 날은 안 돼,geu nareun an dwae
How about next week?,다음 주는 어때?,daeum juneun eottae?
Let us firm up the plans,계획을 확정하자,gyehoekeul hwakjeonghaja
I will mark it on my calendar,달력에 표시해 둘게,dallyeoge pyosihae dulge
Do not stand me up,바람 맞히지 마,baram mathiji ma
I got stood up,바람 맞았어,baram majasseo
They broke their promise,걔가 약속을 어겼어,gyaega yaksogeul eogyeosseo
I feel let down,실망했어,silmanghaesseo
Please do not cancel last minute,막판에 취소하지 마,makpane chwisohaji ma
Same time same place?,같은 시간 같은 장소?,gateun sigan gateun jangso?
I always keep my appointments,약속은 꼭 지켜,yaksogeun kkok jikyeo
We had an agreement,우리 합의했잖아,uri hapuihaetjanha
I will hold you to that,그 말 꼭 지켜야 해,geu mal kkok jikyeoya hae
Let us plan something fun,재미있는 거 계획하자,jaemiinneun geo gyehoekaja
I will make it up to you,다음에 보상할게,daeume bosanghalge
It is a date then,그러면 그때 보자,geureomyeon geuttae boja
