english_text,korean_text,romanization
I got a part-time job,알바를 구했어,albareul guhaesseo
I work at a convenience store,편의점에서 알바해,pyeonuijjeomeseo albahae
I work at a cafe,카페에서 일해,kapeseo ilhae
My shift starts at six,근무가 여섯 시에 시작해,geunmuga yeoseot sie sijakae
My shift ends at ten,열 시에 끝나,yeol sie kkeunna
I work the morning shift,오전 근무야,ojeon geunmuya
I work the night shift,야간 근무야,yagan geunmuya
The hourly wage is ten thousand won,시급이 만 원이야,sigeubi man woniya
Minimum wage went up,최저임금이 올랐어,choejeoilmgeumi ollasseo
I get paid weekly,주급으로 받아,jugeubeullo bada
I get paid monthly,월급으로 받아,wolgeubeullo bada
Can I take a day off?,하루 쉬어도 돼요?,haru swieodo dwaeyo?
I need to ask for time off,휴가를 요청해야 해,hyugareul yocheong haeya hae
I am covering someone's shift,대타를 서고 있어,daetareul seogo isseo
Can you cover my shift?,내 대타 좀 서줄 수 있어?,nae daeta jom seojul su isseo?
I am tired from working,일해서 피곤해,ilhaeseo pigonhae
I have to balance work and studies,알바와 공부를 병행해야 해,albawa gongbureul byeonghaeya hae
The work is physically demanding,일이 체력적으로 힘들어,iri cheryeokjeogeuro himdeulo
The customers are difficult,손님이 어려워,sonnimi eoryeowo
A customer complained,손님이 불평했어,sonnimi bulpyeonghaesseo
I deal with many customers,손님을 많이 상대해,sonnimeul mani sangdaehae
I learned a lot from this job,이 알바에서 많이 배웠어,i albaeseo mani baewosseo
My coworkers are nice,동료들이 좋아,dongryodeuri joa
The boss is strict,사장님이 엄격해,sajangnimi eomgyeokhae
The boss is kind,사장님이 친절해,sajangnimi chinjeolhae
I am a cashier,계산대에서 일해,gyesandaeseo ilhae
I serve food,음식을 서빙해,eumsigeul seobinghae
I make coffee,커피를 만들어,keopireul mandeureo
I stock shelves,진열을 해,jinyeoreul hae
I clean the store,가게를 청소해,gagereul cheongsohae
I deliver food,배달을 해,baedareul hae
I work as a tutor,과외를 해,gwaoe reul hae
I tutor math,수학 과외를 해,suhak gwaoereul hae
I work at a restaurant,식당에서 일해,sikdangeseo ilhae
Peak hours are stressful,피크 시간이 스트레스야,pikeu sigani seuteureuseuya
Weekends are the busiest,주말이 제일 바빠,jumari jeil bappa
I earn money for tuition,등록금을 위해 돈을 벌어,deungrokgeumeul wihae doneul beoreo
I save money from my part-time job,알바비를 저축해,albabireul jeochukae
I spend my earnings on food,번 돈을 식비로 써,beon doneul sikbiro sseo
I got my first paycheck,첫 월급을 받았어,cheot wolgeubeuol badasseo
Getting paid feels great,돈 받으면 기분 좋아,don badeumyeon gibun joa
I work three days a week,주 3일 일해,ju samil ilhae
I want to quit this job,이 알바를 그만두고 싶어,i albareul geumandugu sipeo
I submitted my resignation,사직서를 냈어,sajikseoreul naesseo
I need two weeks notice,2주 전에 말해야 해,iju jeone malhaeya hae
Finding a part-time job is hard,알바 구하기 어려워,alba guhagi eoryeowo
I found this job online,인터넷에서 알바를 찾았어,inteoneneseo albareul chajasseo
I applied through an app,앱으로 지원했어,aebeuro jiwonhaesseo
The interview was easy,면접이 쉬웠어,myeonjeopi swiwosseo
I need work experience,경력이 필요해,gyeongnyeogi piryohae
Part-time jobs build character,알바가 성격을 길러줘,albaga seonggyeogeul gilleojwo
I learned time management,시간 관리를 배웠어,sigan gwallireul baewosseo
I learned customer service skills,서비스 능력을 배웠어,seobiseu neungnyeogeul baewosseo
Working part-time teaches responsibility,알바가 책임감을 가르쳐 줘,albaga chaegimgameul gareuchyeo jwo
I am grateful for the experience,경험에 감사해,gyeongheome gamsahae
I met good people through work,알바하면서 좋은 사람을 만났어,albahamyeonseo joeun sarameul mannasseo
I recommend working at a cafe,카페 알바를 추천해,kape albareul chucheonhae
Part-time work is a valuable experience,알바는 귀중한 경험이야,albaneun gwijunghan gyeongheomiya
Do not overwork yourself,무리하지 마,murihaji ma
Balance rest and work,휴식과 일의 균형을 맞춰,hyusikgwa irui gyunhyeongeul majchwo
