english_text,korean_text,romanization
I am going to the library,도서관에 가,doseogwane ga
The library is quiet,도서관이 조용해,doseogwani joyonghae
Where is the study room?,열람실이 어디예요?,yeollamsiri eodiyeyo?
I need to find a book,책을 찾아야 해,chaegeul chajaya hae
Can I borrow this book?,이 책 빌릴 수 있어요?,i chaek billil su isseoyo?
When is the return date?,반납일이 언제예요?,bannabiri eonyeyo?
I need to return this book,이 책을 반납해야 해,i chaegeul bannapaeya hae
The book is overdue,연체됐어,yeoncheidwaesseo
There is a late fee,연체료가 있어,yeoncherryoga isseo
I reserved a book,책을 예약했어,chaegeul yeyakaesseo
Which section has novels?,소설은 어느 코너에 있어요?,soseoreun eoneu koneoe isseoyo?
The reference section is upstairs,참고 자료실은 위층이야,chamgo jaryosireun wicheungiya
I like studying at the library,도서관에서 공부하는 게 좋아,doseogwaneseo gongbuhaneun ge joa
All the seats are taken,자리가 다 찼어,jariga da chasseo
Can I sit here?,여기 앉아도 돼요?,yeogi anjado dwaeyo?
Please be quiet in the library,도서관에서 조용히 해 주세요,doseogwaneseo joyonghi hae juseyo
I need to study for the exam,시험 공부를 해야 해,siheom gongbureul haeya hae
I study here every day,매일 여기서 공부해,maeil yeogiseo gongbuhae
The Wi-Fi password please,와이파이 비밀번호 알려 주세요,waipai bimilbeonho allyeo juseyo
I need to use the computer,컴퓨터를 써야 해,keompyuteoreul sseoya hae
Can I print something?,인쇄할 수 있어요?,inswaehhal su isseoyo?
The printer is not working,프린터가 고장 났어,peurinteoga gojang nasseo
I need to make copies,복사를 해야 해,boksareul haeya hae
I am looking for academic papers,논문을 찾고 있어,nonmuneul chatgo isseo
The library closes at ten,도서관은 열 시에 닫아,doseogwaneun yeol sie dada
What time does the library open?,도서관 몇 시에 열어요?,doseogwan myeot sie yeoreoyo?
I lost my library card,도서관 카드를 잃어버렸어,doseogwan kadeureul ireobeoryeosseo
How do I get a library card?,도서관 카드를 어떻게 만들어요?,doseogwan kadeureul eotteoke mandeureoyo?
I spent all day studying,하루 종일 공부했어,haru jongil gongbuhaesseo
I need a study group,스터디 그룹이 필요해,seoteodi geurupi piryohae
Let us study together,같이 공부하자,gachi gongbuhaja
I cannot concentrate,집중이 안 돼,jipjungi an dwae
I am too distracted,산만해져서 안 돼,sanmanaejyeoseo an dwae
I study better alone,혼자 공부하는 게 더 나아,honja gongbuhaneun ge deo naa
I study better with others,같이 공부하는 게 더 나아,gachi gongbuhaneun ge deo naa
My study method is not working,공부 방법이 안 맞아,gongbu bangbeobi an maja
I need to change my study habits,공부 습관을 바꿔야 해,gongbu seupgwaneul bakkwoya hae
I highlight important parts,중요한 부분에 형광펜을 쳐,jungyohan bubune hyeonggwangpeneul chyeo
I take notes while reading,읽으면서 메모해,ilgeumyeonseo memohae
I review my notes every night,매일 밤 노트를 복습해,maeil bam noteureul bokseupae
Flashcards help me memorize,플래시카드가 암기에 도움 돼,peullaesikadeuga amgie doum dwae
I use an app to study vocabulary,단어 앱으로 공부해,daneo aebeuro gongbuhae
Study breaks are important,공부 쉬는 시간도 중요해,gongbu swineun sigando jungyohae
I study in blocks of two hours,두 시간씩 나눠서 공부해,du sigansssik nanwoseo gongbuhae
I need more reference materials,참고 자료가 더 필요해,chamgo jaryoga deo piryohae
The textbook is in the reserve section,교과서는 비치 도서 코너에 있어,gyogwaseoneun bichi doseo koneoe isseo
I requested an interlibrary loan,상호대차를 신청했어,sanghwodaechareul sincheonghaesseo
The book I need is checked out,필요한 책이 대출 중이야,piryohan chaegi daechul jungiya
I am writing a research paper,연구 논문을 쓰고 있어,yeongu nonmuneul sseugo isseo
I need to cite my sources,출처를 밝혀야 해,chulcheoreul balkhyeoya hae
The librarian helped me,사서가 도와줬어,saseoga dowajwosseo
This book is really helpful,이 책이 정말 도움이 돼,i chaegi jeongmal doumi dwae
I organized my study schedule,공부 스케줄을 정리했어,gongbu seukejureul jeongrihaesseo
Effective studying requires planning,효과적인 공부에는 계획이 필요해,hyogwajeoggin gongbueneun gyehoegi piryohae
I finished studying early today,오늘은 일찍 공부를 끝냈어,oneureun iljjik gongbureul kkeutnaesseo
The library is my second home,도서관이 내 제2의 집이야,doseogwani nae jeiui jibiya
Studying consistently is the key,꾸준한 공부가 핵심이야,kkujunhan gongbuga haeksimiya
I achieved my study goals today,오늘 공부 목표를 달성했어,oneul gongbu mokpyoreul dalseonghaesseo
I feel productive after studying,공부하고 나면 뿌듯해,gongbuhago namyeon ppudeutae
Time to head home from the library,도서관에서 집에 갈 시간이야,doseogwaneseo jibe gal siganiya
