english_text,korean_text,romanization
Indie music,인디 음악,indi eumak
Indie band,인디 밴드,indi baendeu
Singer-songwriter,싱어송라이터,singeosongaiteo
Acoustic,어쿠스틱,eokuseutik
Folk music,포크 음악,pokeu eumak
Alternative,얼터너티브,eolteonotibeu
Lo-fi,로파이,ropai
Chill music,잔잔한 음악,janjanhan eumak
Mellow,부드러운,budureoun
Dreamy,몽환적인,monghwanjeogin
Atmospheric,분위기 있는,bunwigi inneun
Underground,언더그라운드,andeogeuraundeu
Hongdae scene,홍대 씬,hongdae ssin
Live house,라이브 하우스,raibeu hauseu
Small venue,소규모 공연장,sogyumo gongyeonjang
Open mic,오픈 마이크,opeun maikeu
Street performance,거리 공연,geori gongnyeon
Busking,버스킹,beoseuking
Music festival,음악 축제,eumak chukje
Vinyl,바이닐,bainil
Cassette tape,카세트 테이프,kaseteu teipeu
Limited edition,한정판,hanjungpan
Album art,앨범 아트,aelbeom ateu
DIY music,자주 제작 음악,jaju jejak eumak
Self-produced,자체 제작,jache jejak
Home recording,홈 레코딩,hom rekoding
Music studio,음악 스튜디오,eumak seutyudio
Mixing,믹싱,miksing
Mastering,마스터링,maseuteoring
Sound engineer,사운드 엔지니어,saundeu enjinieo
Guitar,기타,gita
Bass guitar,베이스 기타,beiseu gita
Drums,드럼,deureum
Keyboard,키보드,kibodeu
Synthesizer,신디사이저,sindisaijeo
Ukulele,우쿨렐레,ukukellele
Harmonica,하모니카,hamonika
Violin,바이올린,baiollin
Cello,첼로,chello
Piano,피아노,piano
Gentle melody,잔잔한 멜로디,janjanhan mellodi
Soothing,편안한,pyeonanhan
Healing music,힐링 음악,hilling eumak
Café music,카페 음악,kape eumak
Study music,공부 음악,gongbu eumak
Playlist,플레이리스트,peulleiriseuteu
Recommendation,추천,chucheon
Hidden gem,숨은 명곡,sumeun myeonggok
Underrated,저평가된,jopyeonggadoen
Sleeper hit,서서히 뜨는 곡,seoseohi tteuneun gok
I love indie music,인디 음악을 좋아해요,indi eumageul joahahaeyo
Recommend an indie song,인디 노래 추천해 줘요,indi norae chucheonhae jwoyo
This song is relaxing,이 노래 편안해요,i norae pyeonanhaeyo
Great for studying,공부할 때 좋아요,gongbuhal ttae joayo
I found a great song,좋은 노래 찾았어요,joeun norae chajasseoyo
This band is amazing,이 밴드 대단해요,i baendeu daedanhaeyo
Let's go to a concert,공연 보러 가요,gongnyeon boreo gayo
Support indie artists,인디 아티스트를 응원해요,indi atiseuteureul eungwonhaeyo
Music heals the soul,음악이 마음을 치유해요,eumagi maeumeul chiyuhaeyo
What are you listening to,뭐 듣고 있어요,mwo deutgo isseoyo
