english_text,korean_text,romanization
Baby,아기,agi
Mama,엄마,eomma
Dada,아빠,appa
Milk,맘마,mamma
Water please,물 주세요,mul juseyo
I'm hungry,배고파,baegopa
I'm sleepy,졸려,jollyeo
Peek-a-boo,까꿍,kkakkung
It hurts,아야,aya
No no,안 돼,an dwae
Give me a hug,안아줘,anajwo
I want to play,놀고 싶어,nolgo sipeo
Yummy,맛있어,masisseo
More please,더 줘,deo jwo
I don't want it,싫어,sireo
It's mine,내 거야,nae geoya
I fell down,넘어졌어,neomeojyeosseo
Pacifier,쪽쪽이,jjokjjogi
Blankie,이불,ibul
Teddy bear,곰돌이,gomdori
Bottle,젖병,jeotbyeong
Diaper,기저귀,gijeogwi
Stroller,유모차,yumocha
Cradle,요람,yoram
Lullaby,자장가,jajangga
Go to sleep,자자,jaja
Cry baby,울보,ulbo
Drool,침,chim
Babble,옹알이,ongari
First steps,첫걸음,cheotgeoreum
Teething,이가 나요,iga nayo
Baby food,이유식,iyusik
Breastfeeding,모유 수유,moyu suyu
Formula,분유,bunyu
Burping,트림,teurim
Crawling,기어 다니기,gieo danigi
Baby teeth,유치,yuchi
Growth,성장,seongjang
Vaccination,예방접종,yebangjeopjong
Checkup,건강검진,geongangggeomjin
Baby shower,베이비 샤워,beibi syawo
Due date,출산 예정일,chulsan yejeongil
Newborn,신생아,sinsenga
Twins,쌍둥이,ssangdungi
Baby clothes,아기 옷,agi ot
Bib,턱받이,teokbaji
Baby wipes,물티슈,multisyu
High chair,아기 의자,agi uija
Playpen,아기 울타리,agi ultari
Mobile toy,모빌,mobil
Rattle,딸랑이,ttallangi
Swaddle,포대기,podaegi
Nursery,아기 방,agi bang
Baby monitor,아기 모니터,agi moniteo
Toddler,유아,yua
Potty training,배변 훈련,babyeon hullyeon
First word,첫 마디,cheot madi
Baby talk,아기 말,agi mal
Rocking chair,흔들의자,heundeul uija
Nap time,낮잠 시간,natjam sigan
