english_text,korean_text,romanization
Pun,말장난,maljannan
Wordplay,언어유희,eoneoyuhui
Play on words,말 가지고 놀기,mal gajigo nolgi
Homophone,동음이의어,dongeumiiuieo
Double meaning,이중 의미,ijung uimi
Sounds like,발음이 비슷한,bareumi biseuthan
Word twist,단어 비틀기,daneo biteulgi
Rhyme,운,un
Similar sound,비슷한 소리,biseuthan sori
Funny name,웃긴 이름,utgin ireum
Misheard word,잘못 들은 말,jalmot deureun mal
Misunderstanding,오해,ohae
Lost in translation,번역 실수,beonyeok silsu
Pronunciation joke,발음 농담,bareum nongdam
Spelling joke,맞춤법 농담,matchumbeop nongdam
Accent joke,사투리 농담,saturi nongdam
Seoul dialect,서울 말,seoul mal
Busan dialect,부산 사투리,busan saturi
Jeju dialect,제주 사투리,jeju saturi
Gyeongsang dialect,경상도 사투리,gyeongsangdo saturi
Jeolla dialect,전라도 사투리,jeollado saturi
Chungcheong dialect,충청도 사투리,chungcheongdo saturi
Gangwon dialect,강원도 사투리,gangwondo saturi
Dialect joke,사투리 유머,saturi yumeo
Name pun,이름 말장난,ireum maljannan
Food pun,음식 말장난,eumsik maljannan
Animal pun,동물 말장난,dongmul maljannan
Color pun,색깔 말장난,saekkal maljannan
Number pun,숫자 말장난,sutja maljannan
Body pun,신체 말장난,sinche maljannan
Clever wordplay,기발한 말장난,gibalhan maljannan
Silly wordplay,유치한 말장난,yuchihan maljannan
Kids love puns,아이들이 좋아하는 말장난,aideuri joahaneun maljannan
Groan-worthy,신음 나오는,sineum naoneun
Eye-rolling,눈 굴리는,nun gullineun
Cringe,오글거리는,ogeulgeorineun
Cheesy,치즈 같은,chijeu gateun
Corny joke,유치한 농담,yuchihan nongdam
Did you get it,이해했어,ihaehaeesseo
Get it,알겠어,algesseo
I don't get it,모르겠어,moreugesseo
Think about it,생각해 봐,saenggakhae bwa
Wait for it,잠깐만,jamkkanman
Here it comes,여기서 포인트,yeogiseo pointeu
The punchline is,포인트는,pointeuneun
It's a play on words,말장난이야,maljannaniya
Do you know this pun,이 말장난 알아,i maljannan ara
That's so bad it's good,너무 유치해서 오히려 웃겨,neomu yuchihaeseo ohiryeo utgyeo
Stop with the puns,말장난 그만해,maljannan geumanhae
One more pun,말장난 하나 더,maljannan hana deo
I love puns,말장난 좋아해,maljannan joahahae
Puns are the best,말장난이 최고야,maljannangi choegoya
That was actually funny,그건 진짜 웃겼어,geugeon jinjja utgyeosseo
You're the pun master,너 말장난 달인이다,neo maljannan darinda
My brain hurts,머리가 아파,meoriga apa
That's a stretch,그건 좀 억지야,geugeon jom eokjiya
Nice try,잘했다,jalhaetda
You tried,노력했네,noryeokhaenne
Better luck next time,다음에 더 잘해봐,daeume deo jalhaebwa
That was genius,천재적이야,cheonjaejeoigya
