english_text,korean_text,romanization
What are your hobbies?,취미가 뭐예요?,chwimiga mwoyeyo
I like watching movies,영화 보는 거 좋아해요,yeonghwa boneun geo joahahaeyo
I enjoy reading,독서를 즐겨요,dokseoreul jeulgyeoyo
I play games,게임해요,geimhaeyo
I like to exercise,운동을 좋아해요,undongeul joahahaeyo
I go to the gym,헬스장에 다녀요,helseujange danyeoyo
I like hiking,등산을 좋아해요,deungsaneul joahahaeyo
I play soccer,축구를 해요,chukgureul haeyo
I play basketball,농구를 해요,nonggureul haeyo
I swim,수영해요,suyeonghaeyo
I like running,달리기를 좋아해요,dalligireul joahahaeyo
I do yoga,요가를 해요,yogareul haeyo
I like cooking,요리하는 거 좋아해요,yorihaneun geo joahahaeyo
I like baking,베이킹 좋아해요,beiking joahahaeyo
I play the guitar,기타를 쳐요,gitareul chyeoyo
I play the piano,피아노를 쳐요,pianoreul chyeoyo
I like singing,노래하는 거 좋아해요,noraehaneun geo joahahaeyo
I enjoy drawing,그림 그리는 거 좋아해요,geurim geurineun geo joahahaeyo
I like photography,사진 찍는 거 좋아해요,sajin jjingneun geo joahahaeyo
I watch K-dramas,한국 드라마를 봐요,hanguk deuramareul bwayo
I listen to K-pop,케이팝을 들어요,keipapeul deureoyo
I like dancing,춤추는 거 좋아해요,chumchuneun geo joahahaeyo
I collect things,수집하는 게 취미예요,sujipaneun ge chwimiyeyo
I like traveling,여행을 좋아해요,yeohaengeul joahahaeyo
I enjoy camping,캠핑을 즐겨요,kaempingeul jeulgyeoyo
I like fishing,낚시를 좋아해요,nakksireul joahahaeyo
I like gardening,정원 가꾸기를 좋아해요,jeongwon gakkugireul joahahaeyo
I do crafts,공예를 해요,gongyereul haeyo
I like writing,글 쓰는 거 좋아해요,geul sseuneun geo joahahaeyo
I'm learning Korean,한국어를 배우고 있어요,hangugeo-reul baeugo isseoyo
I play badminton,배드민턴을 쳐요,baedeuminteoneul chyeoyo
I like cycling,자전거 타는 거 좋아해요,jajeongeo taneun geo joahahaeyo
I skateboard,스케이트보드를 타요,seukeiteubo-dereul tayo
I like bowling,볼링을 좋아해요,bollingeul joahahaeyo
I enjoy puzzles,퍼즐을 좋아해요,peojeureul joahahaeyo
I like board games,보드게임을 좋아해요,bodeugaimeul joahahaeyo
I make videos,영상을 만들어요,yeongsangeul mandeureoyo
I blog,블로그를 해요,beullogeureul haeyo
I like watching sports,스포츠 관람을 좋아해요,seupocheu gwallameul joahahaeyo
I do calligraphy,캘리그라피를 해요,kaelligeurapireul haeyo
What do you do for fun?,재미로 뭐 해요?,jaemiro mwo haeyo
I'm really into it,완전 빠져 있어요,wanjeon ppajyeo isseoyo
I just started this hobby,이 취미를 막 시작했어요,i chwimireul mak sijakhaesseoyo
I've been doing this for years,몇 년째 하고 있어요,myeot nyeonjjae hago isseoyo
This is my new hobby,이게 새로운 취미예요,ige saeroun chwimiyeyo
I want to learn something new,새로운 거 배우고 싶어요,saeroun geo baeugo sipeoyo
I have no time for hobbies,취미 할 시간이 없어요,chwimi hal sigani eopseoyo
I spend my free time at home,여가 시간에 집에 있어요,yeoga sigane jibe isseoyo
What do you recommend?,뭐 추천해요?,mwo chucheonhaeyo
Let's try something new,새로운 거 해보자,saeroun geo haeboja
I like spending time outdoors,야외 활동을 좋아해요,yaoe hwaldongeul joahahaeyo
I prefer indoor activities,실내 활동을 선호해요,sillae hwaldongeul seonhohaeyo
I'm learning to cook,요리 배우고 있어요,yori baeugo isseoyo
I paint in my free time,여가 시간에 그림을 그려요,yeoga sigane geurimeul geuryeoyo
I enjoy karaoke,노래방을 즐겨요,noraebangeul jeulgyeoyo
I watch YouTube a lot,유튜브를 많이 봐요,yutyubeureul mani bwayo
It's relaxing,힐링이 돼요,hillingi dwaeyo
This is so much fun,이거 너무 재밌어요,igeo neomu jaemisseoyo
I want to try that too,나도 해보고 싶어요,nado haebogo sipeoyo
Hobbies make life enjoyable,취미가 삶을 즐겁게 해요,chwimiga salmeul jeulgeopge haeyo
