english_text,korean_text,romanization
Will you be my girlfriend?,내 여자친구가 돼 줄래요?,nae yeojachinguga dwae jullaeyo?
Will you be my boyfriend?,내 남자친구가 돼 줄래요?,nae namjachinguga dwae jullaeyo?
We've been dating for a month,사귄 지 한 달 됐어요,sagwin ji han dal dwaesseoyo
Happy 100th day anniversary,100일 축하해요,baegil chukahaeyo
I love you,사랑해요,saranghaeyo
I love you so much,너무 사랑해요,neomu saranghaeyo
I love you more,나 더 사랑해,na deo saranghae
You mean everything to me,당신은 제 전부예요,dangsineun je jeonbuyeyo
I want to be with you forever,영원히 함께하고 싶어요,yeongwonhi hamkkehago sipeoyo
You complete me,당신이 있어 완벽해요,dangsini isseo wanbyeokhaeyo
I trust you completely,완전히 믿어요,wanjeonhi mideoyo
I'm so lucky to have you,당신이 있어서 행운이에요,dangsini isseoseo haengunieyo
You're the best thing that happened to me,당신은 내 인생 최고의 선물이에요,dangsineun nae insaeng choegoe seonmurieyo
I can't imagine life without you,당신 없는 삶은 상상도 안 돼요,dangsin eomneun salmeun sangsangdo an dwaeyo
Let's travel together,같이 여행 가자,gachi yeohaeng gaja
What should we do for our anniversary?,기념일에 뭐 할까요?,ginyeomire mwo halkka-yo?
I made you a surprise,깜짝 이벤트를 준비했어요,kkamjjak ibenteureul junbihaesseoyo
I wrote you a letter,편지를 썼어요,pyeonjireul sseosseoyo
This is our song,이게 우리 노래야,ige uri noraeya
Let's dance together,같이 춤추자,gachi chumchuja
You look cute when you're angry,화날 때 귀여워,hwanal ttae gwiyeowo
Don't be mad at me,화내지 마요,hwanaeji mayo
I'm sorry I was wrong,미안해 내가 잘못했어,mianhae naega jalmothaesseo
Let's not fight,싸우지 말자,ssauji malja
I understand how you feel,네 마음 이해해,ne maeum ihaehae
Let's talk about it,이야기해 보자,iyagihae boja
I'll try harder,더 노력할게,deo noryeokhalge
You're my priority,당신이 1순위예요,dangsini ilsunwiyeyo
I always think about you,항상 생각해요,hangsang saenggakhaeyo
You make my heart race,심장이 빨리 뛰어요,simjangi ppalli ttwieyo
I get jealous sometimes,가끔 질투가 나요,gakkeum jiltuga nayo
Do you trust me?,나 믿어요?,na mideoyo?
Let's promise each other,우리 약속하자,uri yaksokaja
I'll always be by your side,항상 곁에 있을게요,hangsang gyeote isseulgeyo
You're my soulmate,당신은 내 소울메이트예요,dangsineun nae sourmeiteu-yeyo
We're perfect together,우리 완벽한 커플이야,uri wanbyeokhan keopriya
I feel safe with you,같이 있으면 안심이 돼요,gachi isseumyeon ansimi dwaeyo
Let's grow old together,같이 늙어가자,gachi neulgeogaja
I support your dreams,당신의 꿈을 응원해요,dangsinui kkumeul eungwonhaeyo
I'm proud of you,당신이 자랑스러워요,dangsini jarangseureoweoyo
Let's have a couple's photo taken,커플 사진 찍자,keoeul sajin jjikja
Let's wear matching outfits,커플룩 입자,keopeulluk ipja
I'll wait for you,기다릴게요,gidarilgeyo
Take your time,천천히 해도 돼요,cheoncheonhi haedo dwaeyo
I made dinner for you,저녁을 준비했어요,jeonyeogeul junbihaesseoyo
I packed a lunch for you,도시락을 싸왔어요,dosirageul ssawasseoyo
Let's move in together,같이 살자,gachi salja
I want to introduce you to my parents,부모님한테 소개하고 싶어요,bumonimhante sogaehago sipeoyo
My parents want to meet you,부모님이 만나고 싶어하세요,bumonimi mannago sipoehaseyo
Do your parents know about us?,부모님이 우리 사이 아세요?,bumonimi uri sai aseyo?
What's our future plan?,우리 앞으로 어떻게 할까?,uri apeuro eotteoke halkka?
I see my future with you,당신과 미래를 그려요,dangsingwa miraereul geuryeoyo
Let's adopt a pet together,같이 반려동물 키우자,gachi banryeodongmul kiuja
You know me better than anyone,당신이 날 제일 잘 알아요,dangsini nal jeil jal arayo
I cherish every moment with you,같이 보내는 모든 순간이 소중해요,gachi bonaeneun modeun sungani sojunghaeyo
Thank you for being in my life,내 삶에 있어 줘서 고마워요,nae salme isseo jwoseo gomawoyo
I'm grateful for you every day,매일 당신이 감사해요,maeil dangsini gamsahaeyo
Let's create more happy memories,행복한 추억 더 많이 만들자,haengbokhan chueok deo mani mandeul-ja
You make every day special,당신 덕분에 매일이 특별해요,dangsin deokbune maeiri teukbyeolhaeyo
Being with you is my happiness,같이 있는 게 제 행복이에요,gachi inneun ge je haengbogieyo
