english_text,korean_text,romanization
Humor,유머,yumeo
Joke,농담,nongdam
Funny,웃긴,utgin
Hilarious,배꼽 빠지게 웃긴,baekop ppajige utgin
Laughing,웃음,useum
Burst out laughing,빵 터지다,ppang teojida
LOL,ㅋㅋㅋ,keukeukeu
So funny,너무 웃겨,neomu utgyeo
Comedy,코미디,komidi
Comedian,개그맨,gaegeumaen
Gag,개그,gaegeu
Variety show,예능,yenung
Running gag,반복 개그,banbok gaegeu
Slapstick,몸 개그,mom gaegeu
Wordplay,말장난,maljanngnan
Reaction,리액션,riaeksyeon
Overreaction,오버,obeo
Don't overdo it,오버하지 마,obeohaji ma
Straight face,무표정,mupyojeong
Poker face,포커페이스,pokeopiseu
Deadpan,무반응,mubaneng
Timing,타이밍,taiming
Perfect timing,타이밍 좋다,taiming jota
Punchline,반전,banjeon
Plot twist,반전이다,banjeonida
That's so random,뜬금없다,tteungeumeopda
Are you serious,진심이야,jinsimiya
No way,말도 안 돼,maldo an dwae
Stop it,그만해,geumanhae
I can't stop laughing,웃음이 안 멈춰,useumi an meomchwo
My stomach hurts from laughing,배 아프게 웃었어,bae apeuge useosseo
That's the funniest thing,그게 제일 웃겨,geuge jeil utgyeo
Dad joke,아재 개그,ajae gaegeu
Cold joke,냉 개그,naeng gaegeu
Not funny,안 웃겨,an utgyeo
So corny,촌스러워,chonseureoeo
Awkward silence,어색한 침묵,eosaekan chimmuk
Laughing alone,혼자 웃기,honja utgi
Inside joke,우리끼리 농담,urikkiri nongdam
Running joke,계속 하는 농담,gyesok haneun nongdam
Meme,밈,mim
Viral meme,유행 밈,yuhaeng mim
Internet humor,인터넷 유머,inteonet yumeo
Comment section,댓글,daetgeul
Funny comment,웃긴 댓글,utgin daetgeul
Reaction video,리액션 영상,riaeksyeon yeongsang
Funny video,웃긴 영상,utgin yeongsang
Blooper,NG,engi
Behind the scenes,비하인드,bihindeu
Prank,장난,jangnan
Hidden camera,몰래 카메라,mollae kamera
I'm joking,농담이야,nongdamiya
Just kidding,장난이야,jangnanyia
Tell me a joke,농담 해줘,nongdam haejwo
You're so funny,너 진짜 웃겨,neo jinjja utgyeo
I almost died laughing,웃겨 죽는 줄 알았어,utgyeo jungneun jul arasseo
That was a good one,그거 좋았어,geugeo joasseo
Tell me another one,하나 더 해줘,hana deo haejwo
I don't get it,이해가 안 돼,ihaega an dwae
Explain the joke,설명해 줘,seolmyeonghae jwo
It's funnier in Korean,한국어로 하면 더 웃겨,hangugeoro hamyeon deo utgyeo
