english_text,korean_text,romanization
I go running every morning,매일 아침 달리기를 해요,maeil achim dalligireul haeyo
Let's go for a run,달리러 가요,dallireo gayo
I run five kilometers a day,하루에 5킬로미터를 달려요,harue okilromiteoreul dallyeoyo
What's your running pace,달리기 페이스가 어떻게 돼요,dalligi peiseuga eotteoke dwaeyo
I run a six-minute kilometer,1킬로에 6분 걸려요,ilkilloe yukbun geollyeoyo
I'm training for a marathon,마라톤을 준비하고 있어요,maratoneul junbihago isseoyo
I ran a full marathon,풀 마라톤을 완주했어요,pul maratoneul wanjuhaesseoyo
I ran a half marathon,하프 마라톤을 완주했어요,hapeu maratoneul wanjuhaesseoyo
What was your finish time,완주 시간이 얼마였어요,wanju sigani eolmayeosseoyo
I finished in four hours,4시간에 완주했어요,nesigane wanjuhaesseoyo
My personal best is three hours,개인 최고 기록이 3시간이에요,gaein choego girog-i sesigan-ieyo
I need new running shoes,새 런닝화가 필요해요,sae reonninghwaga piryohaeyo
Good running shoes are important,좋은 런닝화가 중요해요,joeun reonninghwaga jungyohaeyo
Warm up before running,달리기 전에 준비 운동을 하세요,dalligi jeone junbi undongeul haseyo
Cool down after running,달리기 후에 정리 운동을 하세요,dalligi hue jeongni undongeul haseyo
Stretch after your run,달리기 후에 스트레칭을 하세요,dalligi hue seuteurechingereul haseyo
I have a running watch,러닝 워치가 있어요,reoning wochiga isseoyo
I track my distance,거리를 추적해요,georireul chujeokaeyo
I track my heart rate,심박수를 측정해요,simbaksureul cheukjeonghaeyo
I run on the treadmill,러닝머신에서 달려요,reoningmeosineseo dallyeoyo
I prefer running outdoors,밖에서 달리는 게 좋아요,bakkeseo dallineun ge joayo
The Han River trail is great,한강 달리기 코스가 좋아요,hangang dalligi kosuga joayo
I run along the river,강변을 따라 달려요,gangbyeoneul ttara dallyeoyo
Running in the park is relaxing,공원에서 달리는 게 편해요,gongwoneseo dallineun ge pyeonhaeyo
I run with a group,러닝 크루와 함께 달려요,reoning keurugwa hamkke dallyeoyo
Join our running club,러닝 클럽에 참여하세요,reoning keulleobe chamyeohaseyo
I registered for a 10K race,10킬로 대회에 등록했어요,sipkillo daehoee deungnokhaesseoyo
The Seoul Marathon is in March,서울 마라톤은 3월에 있어요,seoul maratoneun samwore isseoyo
I got a runner's high,러너스 하이를 경험했어요,reonroseu haireul gyeongheomhaesseoyo
My knee hurts from running,달리기 때문에 무릎이 아파요,dalligi ttaemune mureupi apayo
I have shin splints,정강이가 아파요,jeonggangi-ga apayo
I'm recovering from an injury,부상에서 회복 중이에요,busangeseo hoebok jungieyo
Rest days are important,휴식일이 중요해요,hyusigiri jungyohaeyo
I alternate running and rest days,달리기와 휴식을 번갈아 해요,dalligirwa hyusireul beongara haeyo
Hydrate during your run,달리는 동안 수분을 보충하세요,dallineun dongan subureul bochunghaseyo
I carry a water bottle when running,달릴 때 물병을 가져가요,dallil ttae mulbyeong-eul gajyeogayo
Eat a banana before running,달리기 전에 바나나를 먹어요,dalligi jeone bananareul meogeoyo
I eat energy gels during marathons,마라톤 중에 에너지 젤을 먹어요,maraton junge eneoji jereul meogeoyo
Set a running goal,달리기 목표를 세우세요,dalligi mokpyoreul seuseyo
I want to improve my time,기록을 단축하고 싶어요,girogeul danchukago sipeoyo
Intervals improve speed,인터벌이 속도를 높여요,inteobori sokdoreul nopyeoyo
Hill training builds strength,언덕 훈련이 힘을 키워요,eondeok hullyeoni himeul kiwoyo
Running builds endurance,달리기가 지구력을 키워요,dalligiga jiguryeogeul kiwoyo
I lost weight from running,달리기로 살을 뺐어요,dalligiro sareul ppaesseoyo
Running clears my mind,달리기가 머리를 맑게 해요,dalligiga meorireul malkge haeyo
I love the feeling after a run,달리기 후의 기분이 좋아요,dalligi huui gibuni joayo
Sign up early for races,대회에 미리 등록하세요,daehoee miri deungnokhaseyo
Bib number pick up is tomorrow,배번 수령이 내일이에요,baebeon suryeongi naeirieyo
I got a medal for finishing,완주 메달을 받았어요,wanju medareul badasseoyo
Running is my passion,달리기는 제 열정이에요,dalligineun je yeoljeongieyo
Every step counts,한 걸음 한 걸음이 중요해요,han georeum han georeumi jungyohaeyo
Keep running and never give up,계속 달리고 포기하지 마세요,gyesok dalligo pogihaji maseyo
Running changed my life,달리기가 제 삶을 바꿨어요,dalligiga je salmeul bakkwosseoyo
Start slow and build up,천천히 시작해서 늘려가세요,cheoncheonhi sijakhaeseo neullyeogaseyo
Listen to your body while running,달릴 때 몸의 신호를 들으세요,dallil ttae momui sinhoreul deureuseyo
Running together is more fun,같이 달리면 더 재미있어요,gachi dallimyeon deo jaemiisseoyo
See you at the finish line,결승선에서 만나요,gyeolseungseoneseo mannayo
Today I ran my best time,오늘 최고 기록을 달성했어요,oneul choego girogeul dalseonghaesseoyo
I'm proud of my progress,제 발전이 자랑스러워요,je baljeoni jarangseureowoyo
Running is freedom,달리기는 자유예요,dalligineun jayuyeyoThe finish line is just the beginning,결승선은 시작일 뿐이에요,gyeolseungseon-eun sijakil ppunieyo
