english_text,korean_text,romanization
Polite statement ending,습니다/ㅂ니다,seumnida/mnida
Polite question ending,습니까/ㅂ니까,seumnikka/mnikka
Informal polite ending,아요/어요,ayo/eoyo
Casual statement ending,아/어,a/eo
Suggesting (let's),자,ja
Commanding politely,세요/으세요,seyo/euseyo
Expressing desire,고 싶다,go sipda
Past tense marker,았/었,at/eot
Future intention,ㄹ 거예요,l geoyeyo
Progressive (doing now),고 있다,go itda
Reason or cause,니까/으니까,nikka/eunikka
Although or despite,지만,jiman
Connecting actions in sequence,고,go
Conditional (if),면/으면,myeon/eumyeon
Before doing,기 전에,gi jeone
After doing,ㄴ 후에,n hue
While doing,면서/으면서,myeonseo/eumyeonseo
Ability (can do),ㄹ 수 있다,l su itda
Inability (cannot do),ㄹ 수 없다,l su eopda
Expressing surprise,네/는군,ne/neungun
Expressing agreement,지요/죠,jiyo/jyo
Confirming information,잖아요,janayo
Speculation or guess,ㄹ 것 같다,l geot gatda
Reported speech (says that),다고 하다,dago hada
Obligation (must do),아야/어야 하다,aya/eoya hada
Prohibition (must not),면 안 되다,myeon an doeda
Permission (may do),도 되다,do doeda
Expressing experience,ㄴ 적이 있다,n jeogi itda
No experience of,ㄴ 적이 없다,n jeogi eopda
Expressing intention,ㄹ게요,lgeyo
Asking for agreement,지 않아요?,ji anayo
Exclamatory ending,구나/는구나,guna/neunguna
Regret ending,ㄹ 걸,l geol
Expressing worry,ㄹ까 봐,lkka bwa
Expressing hope,면 좋겠다,myeon jokgetda
Purpose (in order to),려고/으려고,ryeogo/euryeogo
Try doing,아/어 보다,a/eo boda
Becoming (change of state),아/어지다,a/eojida
Making someone do,게 하다,ge hada
Passive voice marker,이/히/리/기,i/hi/ri/gi
Honorific speech ending,시/으시,si/eusi
Humble expression,드리다,deurida
Requesting politely,주세요,juseyo
Promising,ㄹ게요,lgeyo
Quoting thoughts,다고 생각하다,dago saenggakhada
Simultaneous actions,며/으며,myeo/eumyeo
Expressing completion,아/어 버리다,a/eo beorida
Continuing action,아/어 가다,a/eo gada
Approaching action,아/어 오다,a/eo oda
Giving (for someone),아/어 주다,a/eo juda
Emphasis ending,거든요,geodeunyo
Expressing decision,기로 하다,giro hada
Background information,는데/은데,neunde/eunde
Expressing discovery,더라고요,deoragoyo
Expressing method,로/으로,ro/euro
Expressing certainty,틀림없다,teullimeopsda
Expressing determination,겠다,getda
Expressing hearsay,대요/래요,daeyo/raeyo
Expressing nostalgia,더라,deora
Expressing wonder,ㄹ까,lkka
