english_text,korean_text,romanization
Boil the water,물을 끓이세요,mureul kkeuriseyo
Stir-fry the vegetables,야채를 볶으세요,yachaereul bokkeuseyo
Deep fry the chicken,치킨을 튀기세요,chikineul twigiseyo
Pan fry the egg,달걀을 부치세요,dalgyareul buchiseyo
Steam the dumplings,만두를 찌세요,mandureul jjiseyo
Grill the meat,고기를 구우세요,gogireul guuseyo
Roast it in the oven,오븐에 구우세요,obeune guuseyo
Bake at 180 degrees,180도에서 구우세요,baepalsipdoeseo guuseyo
Simmer on low heat,약한 불에 끓이세요,yakhan bure kkeuriseyo
Braise the beef,소고기를 조리세요,sogogireul joriseyo
Blanch the vegetables,야채를 데치세요,yachaereul dechiseyo
Marinate for two hours,2시간 동안 재워두세요,dusigan dongan jaewodouseyo
Season with salt and pepper,소금과 후추로 간을 하세요,sogeum-gwa huchuro ganeul haseyo
Add soy sauce,간장을 넣으세요,ganjangeul neoeuseyo
Mince the garlic,마늘을 다지세요,maneureul dajiseyo
Slice the onion thinly,양파를 얇게 썰으세요,yangpareul yalpge sseoreuseyo
Dice the potatoes,감자를 깍둑썰기하세요,gamjareul kkakduksseolgihaseyo
Chop the green onions,파를 송송 썰으세요,pareul songsong sseoreuseyo
Peel the garlic,마늘 껍질을 벗기세요,maneul kkeopjireul beotgiseyo
Wash the rice,쌀을 씻으세요,ssareul ssiseuseyo
Soak the beans overnight,콩을 하룻밤 불리세요,kongeul harutbam bulliseyo
Drain the water,물을 빼세요,mureul ppaeseyo
Strain the noodles,면을 체에 건지세요,myeoneul chee geonjiseyo
Mix the ingredients,재료를 섞으세요,jaeryoreul seokkeuseyo
Knead the dough,반죽을 치대세요,banjugeul chidaeseyo
Let the dough rise,반죽을 발효시키세요,banjugeul balhyosikiseyo
Roll out the dough,반죽을 밀어 펴세요,banjugeul mireo pyeoseyo
Melt the butter,버터를 녹이세요,beoteoreul nogiseyo
Whisk the eggs,달걀을 풀어주세요,dalgyareul pureo-juseyo
Beat until fluffy,거품이 날 때까지 저으세요,geopumi nal ttaekkaji jeoeuseyo
Heat the oil,기름을 달구세요,gireumeul dalguseyo
The oil is hot enough,기름이 충분히 달궈졌어요,gireum-i chungbunhi dalgwojyeosseoyo
Don't burn the garlic,마늘을 태우지 마세요,maneureul taeuji maseyo
Reduce the sauce,소스를 졸이세요,soseureul joriseyo
Thicken the soup,국을 걸쭉하게 만드세요,gugeul geoljjukhage mandeuseyo
Add water if it's too thick,너무 걸쭉하면 물을 넣으세요,neomu geoljjuhamyeon muneul neoeuseyo
Taste and adjust seasoning,맛을 보고 간을 맞추세요,maseul bogo ganeul matchuseyo
It needs more salt,소금이 더 필요해요,sogeum-i deo piryohaeyo
It's too salty,너무 짜요,neomu jjayo
It's too spicy,너무 매워요,neomu maewoyo
Let it cool down,식히세요,sikhiseyo
Serve it hot,뜨거울 때 드세요,tteugoeul ttae deuseyo
Garnish with sesame seeds,참깨를 뿌리세요,chamkkaereul ppuriseyo
Drizzle with sesame oil,참기름을 뿌리세요,chamgireumeul ppuriseyo
Ferment for three days,3일간 발효시키세요,samilgan balhyosikiseyo
Pickle the vegetables,야채를 절이세요,yachaereul jeorise-yo
Smoke the fish,생선을 훈제하세요,saengseon-eul hunjehaseyo
Cure with salt,소금에 절이세요,soseume jeoriseyo
Toast the bread,빵을 토스트하세요,ppangeul toseuteuhaseyo
Caramelize the onions,양파를 캐러멜화하세요,yangpareul kaeromelhwahaseyo
Poach the eggs,달걀을 수란으로 만드세요,dalgyareul suraneuro mandeuseyo
Flip it over,뒤집으세요,dwijibeuseyo
Cover and cook for ten minutes,뚜껑을 덮고 10분간 조리하세요,ttukkeong-eul deopgo sipbungan jorihaseyo
Use medium heat,중간 불을 쓰세요,junggan bureul sseuseyo
Turn off the heat,불을 끄세요,bureul kkeuseyo
Let it rest before cutting,자르기 전에 놔두세요,jareugi jeone nwadouseyo
The dish is ready,요리가 완성됐어요,yoriga wanseon-dwaesseoyo
It turned out delicious,맛있게 됐어요,masitge dwaesseoyo
Cooking is fun,요리는 재미있어요,yorineun jaemiisseoyo
Practice makes perfect in cooking,요리도 연습하면 늘어요,yorido yeonseuphamyeon neureoyoCooking with love makes food better,사랑으로 요리하면 더 맛있어요,sarangeuro yorihamyeon deo masisseoyo
