english_text,korean_text,romanization
Mental health is important,정신 건강이 중요해요,jeongsin geongangi jungyohaeyo
I'm feeling stressed,스트레스를 받고 있어요,seuteureseureul batgo isseoyo
I feel anxious,불안해요,buranhaeyo
I'm feeling depressed,우울해요,uulhaeyo
I can't sleep well,잠을 잘 못 자요,jameul jal mot jayo
I have insomnia,불면증이 있어요,bulmyeonjeungi isseoyo
I'm burned out,번아웃이에요,beonausieyo
I need to rest,쉬어야 해요,swiieoya haeyo
I want to see a counselor,상담사를 만나고 싶어요,sangdamsareul mannago sipeoyo
I'm seeing a therapist,치료사를 만나고 있어요,chiryosareul mannago isseoyo
Therapy is helpful,치료가 도움이 돼요,chiryoga doumi dwaeyo
I take medication for anxiety,불안 약을 먹고 있어요,buran yageul meokgo isseoyo
I'm on antidepressants,항우울제를 복용하고 있어요,hang-uuljereul bogyonghago isseoyo
It's okay to ask for help,도움을 구하는 것은 괜찮아요,doumeul guhaneun geoseun gwaenchanayo
You're not alone,혼자가 아니에요,honjaga anieyo
Take it one day at a time,하루하루 해나가요,haruharu haenagayo
I need a mental health day,정신 건강을 위한 휴식이 필요해요,jeongsin geongangeul wihan hyusigi piryohaeyo
Self-care is not selfish,자기 관리는 이기적인 게 아니에요,jagi gwanrineun igigjeogin ge anieyo
I feel overwhelmed,감당이 안 돼요,gamdangi an dwaeyo
I feel lonely,외로워요,oerowoyo
I have panic attacks,공황장애가 있어요,gonghwangjangaega isseoyo
I feel numb,아무 감정도 안 느껴져요,amu gamjeongdo an neukkyeojyeoyo
I lost my appetite,식욕이 없어요,sigyogi eopseoyo
I can't concentrate,집중이 안 돼요,jipjungi an dwaeyo
I cry easily these days,요즘 쉽게 울어요,yojeum swipge ureoyo
I feel hopeless,희망이 안 보여요,huimangi an boyeoyo
Things will get better,나아질 거예요,naajil geoyeyo
You're doing well,잘하고 있어요,jalhago isseoyo
Be kind to yourself,자신에게 친절하세요,jasinege chinjeolhaseyo
It's okay to not be okay,괜찮지 않아도 괜찮아요,gwaenchanchiji anado gwaenchanayo
I practice meditation,명상을 해요,myeongsangeul haeyo
Deep breathing helps,심호흡이 도움이 돼요,simhoheubi doumi dwaeyo
Exercise improves mood,운동이 기분을 좋게 해요,undongi gibuneul joke haeyo
I journal my feelings,감정 일기를 써요,gamjeong ilgireul sseoyo
Talk to someone you trust,믿을 수 있는 사람에게 이야기하세요,mideul su inneun saramege iyagihaseyo
Setting boundaries is healthy,경계를 설정하는 것은 건강해요,gyeonggyereul seoljeonghaneun geoseun geonganghaeyo
I need to set limits,한계를 정해야 해요,hangyereul jeonghaeya haeyo
Don't compare yourself to others,다른 사람과 비교하지 마세요,dareun saramgwa bigyohaji maseyo
Social media affects mental health,SNS가 정신 건강에 영향을 줘요,SNS-ga jeongsin geongang-e yeonghyangeul jwoyo
Take a break from your phone,핸드폰을 잠시 내려놓으세요,haendeuponeul jamsi naeryeoneuseyo
Nature is good for the mind,자연이 정신에 좋아요,jayeoni jeongsine joayo
Going for a walk helps,산책이 도움이 돼요,sanchaegi doumi dwaeyo
Sunlight improves mood,햇빛이 기분을 좋게 해요,haetbichi gibuneul joke haeyo
Get enough sleep,충분히 자세요,chungbunhi jaseyo
Eat well for mental health,정신 건강을 위해 잘 먹으세요,jeongsin geongangeul wihae jal meogeuseyo
Stay connected with friends,친구와 연락을 유지하세요,chingugwa yeollageul yujihaseyo
Having hobbies is important,취미를 갖는 것이 중요해요,chwimireul ganneun geosi jungyohaeyo
Laugh more often,자주 웃으세요,jaju useuseyo
Gratitude improves wellbeing,감사하는 마음이 행복을 줘요,gamsahaneun maeumi haengbogeul jwoyo
Forgive yourself,자신을 용서하세요,jasineul yongseohaseyo
Progress not perfection,완벽보다 발전이에요,wanbyeokboda baljeonieyo
Mental health stigma is decreasing,정신 건강에 대한 편견이 줄고 있어요,jeongsin geongang-e daehan pyeongyeoni julgo isseoyo
It's brave to seek help,도움을 구하는 것은 용감한 거예요,doumeul guhaneun geoseun yonggamhan geoyeyo
Your feelings are valid,당신의 감정은 타당해요,dangsinui gamjeongeun tadanghaeyo
Take things slowly,천천히 해요,cheoncheonhi haeyo
You are stronger than you think,생각보다 강해요,saenggakboda ganghaeyo
Tomorrow is a new day,내일은 새로운 날이에요,naeireun saeroun narieyo
Hope is always there,희망은 항상 있어요,huimangeun hangsang isseoyo
You matter,당신은 소중한 사람이에요,dangsineun sojunghan saramieyo
Love yourself first,자신을 먼저 사랑하세요,jasineul meonjeo saranghaseyoMind and body health are equally important,마음 건강이 몸 건강만큼 중요해요,maeum geongangi mom geongangmankeum jungyohaeyo
