english_text,korean_text,romanization
Fighting means cheering (not combat),파이팅은 응원의 뜻이에요,paiting-eun eungwonui tteusieyo
Skinship means physical affection,스킨십은 신체 접촉이에요,seukinsyibeun sinche jeopchogieyo
Handphone means mobile phone,핸드폰은 휴대폰이에요,haendeuponeun hyudaeponie-yo
Morning call means wake-up call,모닝콜은 기상 전화예요,moningkoreun gisang jeonhwayeyo
Eye shopping means window shopping,아이쇼핑은 구경하기예요,aisyoping-eun gugyeonghagiyeyo
Notebook means laptop,노트북은 노트북 컴퓨터예요,noteubugeun noteubuk keompyuteoyeyo
One room means studio apartment,원룸은 스튜디오 아파트예요,wonrumeun seutyudio apateuyeyo
Sharp means mechanical pencil,샤프는 기계 연필이에요,syapeuneun gigye yeonpirieyo
Consent means electrical outlet,콘센트는 전기 콘센트예요,konsteneuneun jeongi konsenteuyeyo
Cunning means cheating on a test,커닝은 시험 부정행위예요,keoning-eun siheom bujeonghaengwiyeyo
Handle means steering wheel,핸들은 운전대예요,haendereun unjeondaeyeyo
Back mirror means rearview mirror,백미러는 룸미러예요,baengmireoneun rummireoyeyo
Service means free of charge,서비스는 무료라는 뜻이에요,seobiseuneun muryoraneun tteusieyo
Talent means TV celebrity,탤런트는 TV 연기자예요,taelleonteuneun tibi yeongijayeyo
Gagman means comedian,개그맨은 코미디언이에요,gaegeumaeneun komidieonieyo
Sign means autograph,사인은 자필 서명이에요,saineun japil seomyeongieyo
Mansion means luxury apartment,맨션은 고급 아파트예요,maensyeoneun gogeup apateuyeyo
Officetel means office-apartment combo,오피스텔은 사무실 겸 거주지예요,opiseutereun samusil gyeom geojujiyeyo
Y-shirt means dress shirt,와이셔츠는 정장 셔츠예요,waisyeotseuneun jeongjang syeotseueyeyo
MT means membership training retreat,엠티는 단체 워크숍이에요,emtineun danche wokeusuobi-eyo
CC means campus couple,씨씨는 대학 커플이에요,ssissi-neun daehak keopeurieyo
Arbeit means part-time job,아르바이트는 시간제 일이에요,areubaiteuneun siganji irieyo
Panty means underwear,팬티는 속옷이에요,paentineun sogosieyo
Muffler means scarf,머플러는 목도리예요,meopeureo-neun mokdoriyeyo
Running machine means treadmill,런닝머신은 트레드밀이에요,reonningmeosineun teuredeumiryeyo
Health means gym,헬스는 체육관이에요,helseuneun cheyukgwanieyo
Apart means apartment complex,아파트는 공동 주택이에요,apateuneun gongdong jutaegieyo
Villa means low-rise apartment,빌라는 저층 주택이에요,billaneun jeocheung jutaegieyo
Pension means vacation rental,펜션은 휴가용 숙소예요,pensyeoneun hyugayong suksoyeyo
Cider means lemon-lime soda,사이다는 레몬라임 음료예요,saidaneun remonraim eumnyoyeyo
Meeting means blind group date,미팅은 소개팅이에요,miting-eun sogaeting-ieyo
Camping car means RV,캠핑카는 레저용 차량이에요,kaempingkaneun rejeyong charyangieyo
Open car means convertible,오픈카는 컨버터블이에요,opeonkaneun keonbeoteoburieyo
High teen means teenager fashion,하이틴은 10대 패션이에요,haitineun sipdae paesyeonieyo
Glamour means having curves,글래머는 풍만한 체형이에요,geullaemeo-neun pungmanhan chehyeongieyo
Panty stocking means tights,팬티스타킹은 타이즈예요,paentiseutaking-eun taijeuteyeyo
All-in means going all out,올인은 전부 거는 거예요,orin-eun jeonbu geoneun geoyeyo
Booking means reserving a table,부킹은 예약이에요,buking-eun yeyagieyo
Manicure means nail art,매니큐어는 네일아트예요,maenikyueo-neun neirateu yeyo
Burberry means plaid pattern,버버리는 체크무늬예요,beobeorinun chekhemunuiyeyo
Auto means automatic,오토는 자동이에요,otoneun jadongieyo
Vinyl means plastic bag,비닐은 플라스틱 봉지예요,binireun peullaseutik bongjiyeyo
Ballpoint means ballpoint pen,볼펜은 볼포인트펜이에요,bolpeneun bolpointeupenieyo
Magic means marker pen,매직은 마커펜이에요,maejig-eun makeopen-ieyo
Remicon means cement mixer truck,레미콘은 시멘트 믹서차예요,remikoneun simenteu mikseochayeyo
Brand means luxury brand,브랜드는 명품 브랜드예요,beuraendeuneun myeongpum beuraendeuyeyo
Mixer means blender,믹서는 블렌더예요,mikseo-neun beullendeo yeyo
Range means gas stove,레인지는 가스렌지예요,reinjineun gaseurenjiyeyo
Dutch pay means splitting the bill,더치페이는 각자 내기예요,deochipei-neun gakja naegiyeyo
Selfie is used the same in Korean,셀피는 셀카와 같아요,selpineun selkawa gatayo
Ment means narration or script,멘트는 대사나 나레이션이에요,menteueun daesana nareisyeonieyo
Hotdog in Korean can be corn dog,핫도그는 한국에서 콘도그예요,hatdogeuneun hangukeseo kondogeuyeyo
Gagman is used instead of comedian,개그맨을 코미디언 대신 써요,gaegeumaeneul komidieon daesin sseoyo
Pot is pronounced as fan,팬은 냄비예요,paeneun naembiyeyo
Overeat means binge eating,오바이트는 과식이에요,obaiteuneun gwasigieyo
Remodeling means renovation,리모델링은 개조예요,rimodelling-eun gaejoyeyo
Konglish is Korean-style English,콩글리시는 한국식 영어예요,kongeullisineun hanguksik yeongeoyeyo
Understanding Konglish helps you communicate,콩글리시를 알면 소통에 도움돼요,kongeullisireul almyeon sotong-e doeumdwaeyo
Konglish is part of Korean culture,콩글리시도 한국 문화의 일부예요,kongeullisido hanguk munhwaui ilbuyeyo
Eye contact means making eye contact,아이컨택은 눈맞춤이에요,aikontaegeun nunmatchumieyo
Skincare routine is important,스킨케어 루틴이 중요해요,seukinkeo rutini jungyohaeyo
