english_text,korean_text,romanization
Legend,전설,jeonseol
Myth,신화,sinhwa
Folk tale,민담,mindam
Hero,영웅,yeongung
Heroine,여성 영웅,yeoseong yeongung
Dragon,용,yong
Goblin,도깨비,dokkaebi
Ghost,귀신,gwisin
Spirit,정령,jeongnyeong
Demon,악마,angma
Guardian deity,수호신,suhosin
Mountain spirit,산신령,sansallyeong
Sea dragon,용왕,yongwang
Dokkaebi club,도깨비 방망이,dokkaebi bangmangi
Gumiho (nine-tailed fox),구미호,gumiho
Haetae (fire-eating beast),해태,haetae
Bulgasari,불가사리,bulgasari
Imoogi (serpent dragon),이무기,imugi
Phoenix,봉황,bonghwang
Unicorn (Kirin),기린,girin
Heavenly king,천왕,cheonwang
Jade Emperor,옥황상제,okhwangsangje
Underworld,저승,jeoseung
Heaven,천상,cheonsang
Reincarnation,환생,hwansaeng
Eternal life,불로장생,bullojangseang
Elixir of life,불로초,bullocho
Sacred mountain,영산,yeongsan
Sacred tree,신목,sinmok
Founding myth,건국 신화,geonguk sinhwa
Dangun,단군,dangun
Jumong,주몽,jumong
Hwanin,환인,hwanin
Hwanung,환웅,hwanung
Bear woman,웅녀,ungnyeo
Garlic and mugwort,마늘과 쑥,maneulgwa ssuk
100 days of trial,백일의 시련,baegirui siryeon
Kingdom of Goguryeo,고구려,goguryeo
Kingdom of Baekje,백제,baekje
Kingdom of Silla,신라,silla
Three Kingdoms,삼국,samguk
Ancient Korea,고조선,gojoseon
Legend of Arang,아랑 전설,arang jeonseol
Legend of the Red Bean,팥죽 할머니 전설,patjuk halmeoni jeonseol
Prophecy,예언,yeeeon
Fate,운명,unmyeong
Destiny,숙명,sungmyeong
Curse,저주,jeoju
Blessing,축복,chukbok
Sacrifice,희생,huisaeng
Transformation,변신,byeonsin
Immortal,불멸의,bulmeolui
Supernatural power,초능력,choneungnyeok
Ancient artifact,고대 유물,godae yumul
Sacred relic,신성한 유물,sinseonghan yumul
Prophecy came true,예언이 이루어졌어요,yeeoni irueojyeosseoyo
The legend says,전설에 의하면,jeonseore uihamyeon
It's just a myth,그건 신화일 뿐이에요,geugeon sinhwail ppunieyo
Do you know this legend,이 전설 알아요,i jeonseol arayo
Tell me about Korean legends,한국 전설에 대해 알려주세요,hanguk jeonseare daehae allyeojuseyo
It became a legend,전설이 되었어요,jeonseori doeosseoyo
