english_text,korean_text,romanization
Please open your textbooks,교과서를 펴세요,gyogwaseoreul pyeoseyo
Turn to page fifty,오십 페이지를 펴세요,osip peijireul pyeoseyo
Please pay attention,집중해 주세요,jipjunghae juseyo
Do you have any questions?,질문 있어요?,jilmun isseoyo?
I have a question,질문이 있어요,jilmuni isseoyo
Please raise your hand,손을 들어 주세요,soneul deureo juseyo
The teacher is coming,선생님이 오신다,seonsaengnimi osinda
Stand up and bow,일어나서 인사해,ireonaseo insahae
Class is starting,수업 시작해요,sueop sijakaeyo
Class is over,수업 끝났어요,sueop kkeunnasseoyo
Please submit your homework,숙제를 제출해 주세요,sukjereul jechulhae juseyo
I forgot my homework,숙제를 깜빡했어요,sukjereul kkamppakaesseoyo
When is the assignment due?,과제 마감이 언제예요?,gwaje magami eonjeeyeyo?
Please be quiet,조용히 해 주세요,joyonghi hae juseyo
Stop talking in class,수업 시간에 떠들지 마세요,sueop sigane tteodeuji maseyo
I do not understand this,이해가 안 돼요,ihaega an dwaeyo
Can you explain it again?,다시 설명해 주실래요?,dasi seolmyeonghae jusilraeyo?
Please speak louder,크게 말해 주세요,keuge malhae juseyo
I need to use the restroom,화장실에 가도 될까요?,hwajangsire gado doelkkayo?
May I come in?,들어가도 될까요?,deureogado doelkkayo?
I am sorry I am late,늦어서 죄송합니다,neujeoseo joesonghamnida
Please take your seats,자리에 앉아 주세요,jarie anja juseyo
Who wants to answer this?,누가 대답할래요?,nuga daedapallaeyo?
Write this down in your notebooks,노트에 적어 주세요,noteue jeogeo juseyo
Let us review what we learned,배운 내용을 복습합시다,baeun naeyongeul bokseuphapsida
This will be on the test,이건 시험에 나와요,igeon siheome nawayo
Please erase the board,칠판을 지워 주세요,chilpaneul jiwo juseyo
Who is on cleaning duty today?,오늘 청소 당번이 누구야?,oneul cheongso dangbeoni nuguya?
The bell already rang,종이 벌써 울렸어,jongi beolsseo ullyeosseo
Please read the next paragraph,다음 문단을 읽어 주세요,daeum mundaneul ilgeo juseyo
Read aloud please,소리 내서 읽어 주세요,sori naeseo ilgeo juseyo
Who is absent today?,오늘 결석이 누구야?,oneul gyeolseogi nuguya?
I will take attendance,출석을 부를게요,chulseoogeul buleugeyo
Here (when attendance is called),네 (출석 부를 때),ne (chulseok bureul ttae)
I am present,저 왔어요,jeo wasseoyo
Please work in pairs,짝과 함께 해 주세요,jjakkwa hamkke hae juseyo
Form groups of four,네 명씩 모둠을 만드세요,ne myeongssik modumeul mandeuseyo
Let us start the group activity,모둠 활동을 시작합시다,modum hwaldngeul sijakapsida
Please share your answers,답을 발표해 주세요,dabeul balpyohae juseyo
Come up to the front,앞으로 나와 주세요,apeuro nawa juseyo
Write your answer on the board,칠판에 답을 쓰세요,chilpane dabeul sseuseyo
Excellent work,잘했어요,jalhaesseoyo
Try harder next time,다음에 더 노력해 봐요,daeume deo noryeokhae bwayo
I will give you a hint,힌트를 줄게요,hinteureul julgeyo
Think about it carefully,잘 생각해 보세요,jal saenggakhae boseyo
Do not copy your friend's work,친구 걸 베끼지 마세요,chingu geol bekkiji maseyo
Study time is over,자습 시간이 끝났어요,jaseup sigani kkeunnasseoyo
Please hand in your papers,시험지를 내 주세요,siheomjireul nae juseyo
Pencils down,펜을 놓으세요,peneul noeusseyo
Please come to the teachers office,교무실로 오세요,gyomusilro oseyo
Your parents need to sign this,부모님 서명이 필요해요,bumonim seomyeongi piryohaeyo
The school festival is next week,학교 축제가 다음 주야,hakgyo chukjega daeum juya
Field trip is on Friday,금요일에 현장학습이야,geumyoire hyeonjang hakseubiya
Report cards come out tomorrow,내일 성적표가 나와,naeil seongjeokpyoga nawa
Parent-teacher meeting is today,오늘 학부모 상담이야,oneul hakbumo sangdamiya
Please prepare for next class,다음 수업을 준비해 주세요,daeum sueobeul junbihae juseyo
Let us end class here,오늘 수업은 여기까지입니다,oneul sueobeun yeogikkajiimnida
Do not forget to review today's lesson,오늘 배운 거 복습하는 거 잊지 마세요,oneul baeun geo bokseuphaneun geo itji maseyo
See you next class,다음 수업 때 봐요,daeum sueop ttae bwayo
Have a good afternoon everyone,모두 좋은 오후 보내세요,modu joeun ohu bonaeseyo
