english_text,korean_text,romanization
I'm happy,행복해요,haengbokhaeyo
I'm sad,슬퍼요,seulpeoyo
I'm angry,화가 나요,hwaga nayo
I'm scared,무서워요,museowoyo
I'm tired,피곤해요,pigonhaeyo
I'm excited,신나요,sinnayo
I'm bored,지루해요,jiruhaeyo
I'm lonely,외로워요,oerowoyo
I'm embarrassed,부끄러워요,bukkeureowoyo
I'm worried,걱정돼요,geokjeongdwaeyo
I'm disappointed,실망했어요,silmanghaesseoyo
I'm relieved,안심이에요,ansimieyo
I'm nervous,긴장돼요,ginjangdwaeyo
I'm proud,자랑스러워요,jarangseureowoyo
I'm jealous,질투나요,jiltunayo
I'm grateful,감사해요,gamsahaeyo
I'm confused,혼란스러워요,hollanseureowoyo
I'm frustrated,답답해요,dapdaphaeyo
I feel good,기분이 좋아요,gibuni joayo
I feel bad,기분이 나빠요,gibuni nappayo
I'm in a good mood,기분이 좋아요,gibuni joayo
I'm in a bad mood,기분이 안 좋아요,gibuni an joayo
I'm stressed,스트레스 받아요,seuteureseu badayo
I'm overwhelmed,벅차요,beokchayo
I feel anxious,불안해요,buranhaeyo
I'm touched,감동했어요,gamdonghaesseoyo
I'm shocked,충격받았어요,chunggyeokbadasseoyo
I feel refreshed,상쾌해요,sangkwaehaeyo
I'm comfortable,편안해요,pyeonanhaeyo
I'm uncomfortable,불편해요,bulpyeonhaeyo
I feel hurt,마음이 아파요,maeumi apayo
I'm depressed,우울해요,uulhaeyo
I feel empty,허전해요,heojeonhaeyo
I'm annoyed,짜증나요,jjajeungnayo
I feel regret,후회해요,huhoehaeyo
I'm satisfied,만족해요,manjokhaeyo
I feel helpless,무력해요,muryeokhaeyo
I feel nostalgic,그리워요,geuriwoyo
I'm curious,궁금해요,gunggeumhaeyo
I feel guilty,죄책감이 들어요,joechaekgami deureoyo
I feel peaceful,평화로워요,pyeonghwarowoyo
I'm hopeful,희망적이에요,huimangjeogieyo
I feel desperate,절박해요,jeolbakhaeyo
I'm homesick,향수병이 나요,hyangsbyeongi nayo
I feel alive,살아있는 느낌이에요,sarainneun neukkimieyo
I'm delighted,기뻐요,gippeoyo
I feel confident,자신감이 있어요,jasingami isseoyo
I feel insecure,불안정해요,buranjeongghaeyo
I'm amazed,놀라워요,nollawoyo
I feel appreciated,인정받는 기분이에요,injeongbanneun gibumieyo
I feel left out,소외감이 들어요,sohoegami deureoyo
I'm content,만족스러워요,manjokseureowoyo
I feel betrayed,배신당한 기분이에요,baesindanghan gibumieyo
I feel warm inside,마음이 따뜻해요,maeumi ttatteutaeyo
I feel cold inside,마음이 차가워요,maeumi chagawoyo
Are you okay?,괜찮아요?,gwaenchanayo
How do you feel?,기분이 어때요?,gibuni eottaeyo
I feel so-so,그저 그래요,geujeo geuraeyo
I feel like crying,울고 싶어요,ulgo sipeoyo
I can't express how I feel,기분을 말로 표현 못하겠어요,gibuneul mallo pyohyeon motagesseoy
