english_text,korean_text,romanization
I practice yoga,요가를 해요,yogareul haeyo
I meditate every morning,매일 아침 명상을 해요,maeil achim myeongsangeul haeyo
Let's do some yoga,요가를 하자,yogareul haja
Where is the yoga studio,요가 스튜디오가 어디에 있어요,yoga seutyudioga eodie isseoyo
I take yoga classes,요가 수업을 들어요,yoga sueobeul deureoyo
Yoga helps flexibility,요가가 유연성을 키워요,yogaga yuyeonseong-eul kiwoyo
Breathe in deeply,깊이 숨을 들이쉬세요,gipi sumeul deuriswiseyo
Breathe out slowly,천천히 숨을 내쉬세요,cheoncheonhi sumeul naeswiseyo
Focus on your breathing,호흡에 집중하세요,hoheube jipjunghaseyo
Relax your shoulders,어깨를 풀어주세요,eokkaereul pureojuseyo
Stretch your arms up,팔을 위로 올리세요,pareul wiro olliseyo
Touch your toes,발가락을 만지세요,balgarageul manjiseyo
Hold this pose for thirty seconds,이 자세를 30초 동안 유지하세요,i jasereul samsipcho dongan yujihaseyo
Downward facing dog,아래를 향한 개 자세,araereul hyanghan gae jase
Warrior pose,전사 자세,jeonsa jase
Tree pose,나무 자세,namu jase
Child's pose,아이 자세,ai jase
Cobra pose,코브라 자세,kobeura jase
Mountain pose,산 자세,san jase
Lotus position,연꽃 자세,yeonkkot jase
Plank pose,플랭크 자세,peullaengkeu jase
Bridge pose,다리 자세,dari jase
Cat-cow pose,고양이 소 자세,goyang-i so jase
Corpse pose,시체 자세,siche jase
Sun salutation,태양 경배,taeyang gyeongbae
Close your eyes,눈을 감으세요,nuneul gameuseyo
Clear your mind,마음을 비우세요,maeumeul biuseyo
Focus on the present moment,현재에 집중하세요,hyeonjaee jipjunghaseyo
Let go of your thoughts,생각을 내려놓으세요,saenggageul naeryeoneuseyo
Feel the peace within,내면의 평화를 느끼세요,naemyeonui pyeonghwareul neukkiseyo
Meditation reduces stress,명상이 스트레스를 줄여요,myeongsangi seuteureseureul juryeoyo
I use a meditation app,명상 앱을 사용해요,myeongsang aebeul sayonghaeyo
Guided meditation is helpful,가이드 명상이 도움이 돼요,gaideu myeongsangi doumi dwaeyo
I meditate for ten minutes a day,하루에 10분씩 명상해요,harue sipbunssik myeongsanghaeyo
Yoga mat,요가 매트,yoga maeteu
I need a yoga block,요가 블록이 필요해요,yoga beurlogi piryohaeyo
Use a yoga strap,요가 스트랩을 사용하세요,yoga seuteuraebeul sayonghaseyo
Morning yoga energizes me,아침 요가가 에너지를 줘요,achim yogaga eneojireul jwoyo
Evening yoga helps me sleep,저녁 요가가 수면에 도움이 돼요,jeonyeok yogaga sumyeone doumi dwaeyo
Yoga improves posture,요가가 자세를 교정해요,yogaga jasereul gyojeong-haeyo
I feel calm after meditation,명상 후에 마음이 편해져요,myeongsang hue maeumi pyeonhaejyeoyo
Mindfulness is a practice,마음챙김은 연습이에요,maeumchaengim-eun yeonseubieyo
Be mindful of your body,몸에 주의를 기울이세요,mome juuireul giuriseyo
Listen to your body,몸의 신호를 들으세요,momui sinhoreul deureuseyo
Don't push yourself too hard,너무 무리하지 마세요,neomu murihaji maseyo
Yoga is for everyone,요가는 모든 사람을 위한 거예요,yoganeun modeun sarameul wihan geoyeyo
Start where you are,지금 상태에서 시작하세요,jigeum sangtaeseo sijakaseyo
There's no perfect pose,완벽한 자세는 없어요,wanbyeokan jaseneun eopseoyo
Progress takes time,발전에는 시간이 걸려요,baljeoneneun sigani geollyeoyo
I feel more flexible now,유연해졌어요,yuyeonhaejyeosseoyo
Yoga helps back pain,요가가 허리 통증에 도움이 돼요,yogaga heori tongjeunge doumi dwaeyo
I do hot yoga,핫요가를 해요,hatyogareul haeyo
Aerial yoga is fun,에어리얼 요가가 재미있어요,eerieal yogaga jaemiisseoyo
Yoga and meditation complement each other,요가와 명상은 서로 보완해요,yogawa myeongsangeun seoro bowanaeyo
Inner peace comes from practice,내면의 평화는 연습에서 와요,naemyeonui pyeonghwaneun yeonseupeseo wayo
Namaste,나마스테,namasete
Balance your mind and body,몸과 마음의 균형을 맞추세요,momgwa maeumui gyunhyeongeul matchuseyo
Yoga changed my life,요가가 제 삶을 바꿨어요,yogaga je salmeul bakkwosseoyo
Start your day with gratitude,감사한 마음으로 하루를 시작하세요,gamsahan maeumeuro harureul sijakaseyo
Be present in this moment,지금 이 순간에 집중하세요,jigeum i sungane jipjunghaseyoYoga and meditation bring inner peace,요가와 명상이 내면의 평화를 줘요,yogawa myeongsangi naemyeonui pyeonghwareul jwoyo
