english_text,korean_text,romanization
I am so embarrassed,너무 창피해,neomu changpihae
I want to hide,숨고 싶어,sumgo sipeo
My face turned red,얼굴이 빨개졌어,eolguri ppalgaejyeosseo
I could not look anyone in the eye,아무도 못 쳐다봤어,amudo mot cheodabwasseo
I want to dig a hole and hide,땅 파고 숨고 싶어,ttang pago sumgo sipeo
That was so humiliating,정말 굴욕적이었어,jeongmal guryokjjeogiesseo
I cannot believe I did that in public,사람들 앞에서 그랬다니,saramdeul apeseo geuraetdani
Everyone was staring at me,다들 나만 쳐다봤어,dadeul naman cheodabwasseo
I tripped in front of everyone,사람들 앞에서 넘어졌어,saramdeul apeseo neomeojyeosseo
I called the teacher mom,선생님한테 엄마라고 불렀어,seonsaengnimhante eommarago bulleosseo
I accidentally sent the wrong message,문자를 잘못 보냈어,munjareul jalmot bonaesseo
I waved at the wrong person,모르는 사람한테 손 흔들었어,moreuneun saramhante son heundeureosseo
My zipper was open all day,지퍼가 하루 종일 열려 있었어,jipeoga haru jongil yeollyeo isseosseo
I had food on my face,얼굴에 음식이 묻어 있었어,eolgure eumsigi mudeo isseosseo
I said something stupid,바보 같은 말을 했어,babo gateun mareul haesseo
I cannot forget that moment,그 순간을 잊을 수가 없어,geu sunganeul ijeul suga eopseo
I laughed at the wrong time,타이밍 잘못 맞춰서 웃었어,taiming jalmot majchwoseo useosseo
I walked into the wrong room,방을 잘못 들어갔어,bangeul jalmot deureogasseo
I slipped on the stairs,계단에서 미끄러졌어,gyedaneseo mikkureojyeosseo
That memory still haunts me,그 기억이 아직도 괴로워,geu gieoqi ajikdo goerowo
I spilled coffee on myself,커피를 나한테 쏟았어,keopireul nahante ssodasseo
I forgot someone's name mid-conversation,대화 중에 이름을 까먹었어,daehwa junge ireumeul kkameogeosseo
My phone rang during a presentation,발표 중에 핸드폰이 울렸어,balpyo junge haendeuponi ullyeosseo
I said hi twice to the same person,같은 사람한테 두 번 인사했어,gateun saramhante du beon insahaesseo
I pronounced it completely wrong,발음을 완전 틀렸어,bareumeul wanjeon teullyeosseo
I thought today was a holiday,오늘이 공휴일인 줄 알았어,oneuri gonghyuurin jul arasseo
I walked into a glass door,유리문에 부딪혔어,yurimune budikhyeosseo
My stomach made loud noises,배에서 큰 소리가 났어,baeeseo keun soriga nasseo
I accidentally liked an old photo,실수로 옛날 사진에 좋아요 눌렀어,silsuro yennal sajine joayo nulleosseo
I forgot the words to the song,노래 가사를 까먹었어,norae gasareul kkameogeosseo
I overdressed for the occasion,옷을 너무 과하게 입었어,oseul neomu gwahage ibeosseo
I showed up on the wrong day,날짜를 잘못 알고 갔어,nalljareul jalmot algo gasseo
I had toilet paper on my shoe,신발에 화장지가 붙어 있었어,sinbare hwajangiga buteo isseosseo
I burped in a quiet room,조용한 데서 트림이 나왔어,joyonghan deseo teurimi nawasseo
I choked on water in front of everyone,사람들 앞에서 물에 사레들렸어,saramdeul apeseo mure saradeullyeosseo
I fell asleep and snored in class,수업 시간에 코 골면서 잤어,sueop sigane ko golmyeonseo jasseo
I accidentally called my boss by a nickname,상사한테 별명으로 불렀어,sangsahante byeolmyeongeuro bulleosseo
My card got declined,카드가 거절됐어,kadeuga geojeoldwaesseo
I responded to a question meant for someone else,다른 사람 질문에 내가 대답했어,dareun saram jilmune naega daedaphaesseo
I sang out loud thinking I was alone,혼자인 줄 알고 크게 노래했어,honjain jul algo keuge noraehaesseo
I stuttered during my speech,발표할 때 말을 더듬었어,balpyohal ttae mareul deodeumeosseo
I mixed up two people's names,두 사람 이름을 바꿔 불렀어,du saram ireumeul bakkwo bulleosseo
My voice cracked while speaking,말하다가 목소리가 갈라졌어,malhadaga moksoriga gallajyeosseo
I was talking about someone and they heard,뒷담하다가 본인이 들었어,dwitdamhadaga bonini deureosseo
I made a typo in a formal email,공식 이메일에 오타를 냈어,gongsik imeire otareul naesseo
I wore mismatched socks,양말을 짝짝이로 신었어,yangmareul jjakjjagiro sineosseo
I forgot my lines on stage,무대에서 대사를 까먹었어,mudaeseo daesareul kkameogeosseo
I sneezed and it was really loud,엄청 큰 재채기를 했어,eomcheong keun jaechaegireul haesseo
I tried to be cool but failed,멋있는 척하다가 실패했어,meosinneun cheokadaga silpaehaesseo
I got caught taking a selfie,셀카 찍다가 들켰어,selka jjikdaga deulkyeosseo
I accidentally sent a voice message,음성 메시지를 실수로 보냈어,eumseong mesijireul silsuro bonaesseo
I waved goodbye too early,너무 일찍 인사했어,neomu iljjik insahaesseo
I was the only one in costume,나만 코스튬을 입었어,naman koseutyumeul ibeosseo
That still makes me cringe,그거 생각하면 아직도 소름 돋아,geugeo saenggakamyeon ajikdo soreum doda
I cannot show my face there again,거기 다시는 못 가,geogi dasineun mot ga
I am never doing that again,다시는 안 할 거야,dasineun an hal geoya
I thought I would die of embarrassment,창피해서 죽는 줄 알았어,changpihaeseo jungneun jul arasseo
Everyone laughed at me,다들 나 보고 웃었어,dadeul na bogo useosseo
I hope they forgot about it,걔네가 잊어줬으면 좋겠다,gyaenea ijeojwosseumyeon jokgetda
Let us never speak of this again,이 얘기는 다시는 하지 말자,i yaegineun dasineun haji malja
