english_text,korean_text,romanization
I'm putting on makeup,화장을 하고 있어요,hwajang-eul hago isseoyo
I need to do my makeup,화장을 해야 해요,hwajang-eul haeya haeyo
Let me apply primer first,먼저 프라이머를 바를게요,meonjeo peuraimeo-reul bareulgeyo
Foundation evens out skin tone,파운데이션이 피부 톤을 맞춰요,paundei-syeoni pibu toneul matchwoyo
I use cushion foundation,쿠션 파운데이션을 써요,kusyeon paundei-syeoneul sseoyo
BB cream is lighter than foundation,비비크림이 파운데이션보다 가벼워요,bibikeurimi paundei-syeon-boda gabyeowoyo
Apply concealer under the eyes,컨실러를 눈 밑에 발라요,keonsilleo-reul nun mite ballayo
Set your makeup with powder,파우더로 화장을 고정해요,paudeoro hwajang-eul gojeong-haeyo
I use setting spray,세팅 스프레이를 써요,seting seupeu-reireul sseoyo
Blush makes you look healthy,블러셔가 건강해 보이게 해요,beulleosyeoga geonganghae boige haeyo
Apply blush on the apples of your cheeks,볼 위에 블러셔를 발라요,bol wie beulleosyeo-reul ballayo
Contour defines your face shape,컨투어링이 얼굴 윤곽을 잡아줘요,kontueo-ring-i eolgul yungwageul jabajwoyo
Highlight makes you glow,하이라이터가 광채를 줘요,hairaiteo-ga gwangchaereul jwoyo
I love this lip color,이 립 색상이 좋아요,i lip saeksangi joayo
Apply lipstick evenly,립스틱을 고르게 발라요,lipseutigeul goreuge ballayo
Lip tint lasts longer,립틴트가 더 오래가요,lipteinteu-ga deo oraegayo
Lip gloss adds shine,립글로스가 광택을 줘요,lipgeulloseu-ga gwangtaegeul jwoyo
Use lip liner first,립라이너를 먼저 그려요,lipraineo-reul meonjeo geuryeoyo
I'm doing my eye makeup,아이 메이크업을 하고 있어요,ai meikeueobeul hago isseoyo
Apply eyeshadow primer first,아이섀도우 프라이머를 먼저 발라요,aisyaedou peuraimeo-reul meonjeo ballayo
This eyeshadow palette is beautiful,이 아이섀도우 팔레트가 예뻐요,i aisyaedou palleteuga yeppeoyo
Blend the eyeshadow well,아이섀도우를 잘 블렌딩하세요,aisyaedou-reul jal beullendinghaseyo
Draw eyeliner thinly,아이라이너를 얇게 그려요,airaideo-reul yalpge geuryeoyo
Winged eyeliner looks sharp,날개 라인이 날카로워 보여요,nalgae raini nalkarawo boyeoyo
I use waterproof eyeliner,워터프루프 아이라이너를 써요,woteopeurupeu ainaineoreul sseoyo
Curl your eyelashes,속눈썹을 컬링해요,sonunsseob-eul keollinghaeyo
Apply mascara to top and bottom lashes,위아래 속눈썹에 마스카라를 발라요,wiarae sonunsseobe maseukarareul ballayo
Waterproof mascara doesn't smudge,워터프루프 마스카라는 번지지 않아요,woteopeurupeu maseukaraneun beojiji anayo
I got eyelash extensions,속눈썹 연장을 했어요,sonunsseob yeonjangeul haesseoyo
Fill in your eyebrows,눈썹을 그려요,nunsseob-eul geuryeoyo
I use an eyebrow pencil,아이브로우 펜슬을 써요,aibeuro-u penseur-eul sseoyo
Natural brows are trending,자연스러운 눈썹이 유행이에요,jayeonseureoun nunsseob-i yuhaengieyo
I'm removing my makeup,화장을 지우고 있어요,hwajang-eul jiugo isseoyo
Use makeup remover wipes,화장 리무버 티슈를 쓰세요,hwajang rimubeo tisyureul sseuseyo
Cleansing oil removes waterproof makeup,클렌징 오일이 워터프루프 화장을 지워요,keullenjing oiri woteopeurupeu hwajang-eul jiwoyo
I prefer natural makeup,내추럴 화장이 좋아요,naechureol hwajang-i joayo
Full glam makeup for special occasions,특별한 날에는 풀 메이크업을 해요,teukbyeolhan nareneun pul meikeueob-eul haeyo
Dewy skin is popular in Korea,촉촉한 피부가 한국에서 인기예요,chokchokhan pibuga hangukeseo ingiyeyo
Glass skin is the trend,유리 피부가 트렌드예요,yuri pibuga teurendeu-yeyo
What foundation shade are you,파운데이션 몇 호를 쓰세요,paundei-syeon myeot horeul sseuseyo
I'm shade twenty-one,21호를 써요,isibilhoreul sseoyo
This makeup brand is popular,이 화장품 브랜드가 인기예요,i hwajangpum beurandeuga ingiyeyo
Korean cosmetics are high quality,한국 화장품은 품질이 좋아요,hanguk hwajangpumeun pumjiri joayo
I bought this at the beauty store,뷰티 매장에서 샀어요,byuti maejangeseo sasseoyo
Can I try this sample,샘플을 써볼 수 있어요,saempeureul seobol su isseoyo
The makeup artist is skilled,메이크업 아티스트가 실력이 있어요,meikeueop atiseuteuga sillyeogi isseoyo
I learned from a makeup tutorial,메이크업 튜토리얼을 보고 배웠어요,meikeueop tyutorieo-reul bogo baewosseoyo
My makeup lasted all day,화장이 하루 종일 유지됐어요,hwajang-i haru jongil yujidwaesseoyo
Touch up your makeup,화장을 고쳐요,hwajang-eul gochyeoyo
I carry a compact mirror,손거울을 가지고 다녀요,songeo-ureul gajigo danyeoyo
Makeup makes me feel confident,화장하면 자신감이 생겨요,hwajanghamyeon jasingami saenggyeoyo
Less is more with makeup,화장은 적을수록 좋아요,hwajang-eun jeogeulsurok joayo
Skincare before makeup is important,화장 전 스킨케어가 중요해요,hwajang jeon seukinkeo-ga jungyohaeyo
Always remove makeup before sleeping,자기 전에 꼭 화장을 지우세요,jagi jeone kkok hwajang-eul jiuseyo
Makeup is a form of self-expression,화장은 자기 표현의 방법이에요,hwajang-eun jagi pyohyeonui bangbeo-bieyo
Find what works for your skin,자기 피부에 맞는 것을 찾으세요,jagi pibue manneun geoseul chajeuseyo
Korean makeup trends change quickly,한국 메이크업 트렌드는 빨리 바뀌어요,hanguk meikeueop teurendeun-eun ppalli bakkwieoyo
I love experimenting with makeup,다양한 메이크업을 시도해 보는 게 좋아요,dayanghan meikeueob-eul sidohae boneun ge joayoMakeup should enhance natural beauty,메이크업은 자연스러운 아름다움을 강조해야 해요,meikeu-eobeun jayeonseureoun areumdaumeul gangjohaeya haeyo
Remove all makeup before bed,잠자기 전에 화장을 완전히 지우세요,jamjagi jeone hwajang-eul wanjeonhi jiuseyo
Invest in good brushes,좋은 브러시에 투자하세요,joeun beureosie tujahaseyo
