english_text,korean_text,romanization
Marketing,마케팅,maketing
Advertisement,광고,gwanggo
Brand,브랜드,beuraendeu
Branding,브랜딩,beuraending
Target audience,타겟 고객,taget gogaek
Consumer,소비자,sobija
Customer,고객,gogaek
Market research,시장 조사,sijang josa
Strategy,전략,jeollyak
Campaign,캠페인,kaempein
Promotion,프로모션,peurомосyon
Discount,할인,harin
Coupon,쿠폰,kupon
Event,이벤트,ibenteu
Giveaway,증정 행사,jeungjeong haengsa
Social media marketing,소셜 미디어 마케팅,sosyeol midieo maketing
Influencer,인플루언서,inpeulluonseo
Content marketing,콘텐츠 마케팅,kontencheu maketing
Email marketing,이메일 마케팅,imeil maketing
Search engine optimization,검색 엔진 최적화,geomsaek enjin choejeokwa
Pay per click,클릭당 비용,keullikdang biyong
Conversion rate,전환율,jeonhwanyul
Click through rate,클릭률,keullingnyul
Engagement,참여율,chamyeoyul
Reach,도달 범위,dodal beomwi
Impression,노출수,nochulsu
Analytics,분석,bunseok
Data analysis,데이터 분석,deiteo bunseok
ROI (Return on Investment),투자 수익률,tuja suingnyul
Sales,매출,maechul
Revenue,수익,suik
Market share,시장 점유율,sijang jeomyuyul
Competitor,경쟁사,gyeongjaengsa
Competitive analysis,경쟁 분석,gyeongjaeng bunseok
SWOT analysis,스왓 분석,seuwat bunseok
Positioning,포지셔닝,pojisyeoning
Differentiation,차별화,chabyeolhwa
Unique selling point,차별점,chabyeoljeom
Price strategy,가격 전략,gagyeok jeollyak
Distribution channel,유통 채널,yutong chaenel
Online sales,온라인 판매,onrain panmae
Offline sales,오프라인 판매,opeurain panmae
Product launch,신제품 출시,sinjepum chulsi
Press release,보도 자료,bodo jaryo
Public relations,홍보,hongbo
Word of mouth,입소문,ipsoumun
Viral marketing,바이럴 마케팅,baireol maketing
Brand awareness,브랜드 인지도,beuraendeu injido
Customer loyalty,고객 충성도,gogaek chungseongdo
Customer satisfaction,고객 만족도,gogaek manjokdo
Feedback,피드백,pideubaek
Survey,설문 조사,seolmun josa
Focus group,포커스 그룹,pokeoseu geurup
Launch the campaign,캠페인을 시작하다,kaempeineul sijakada
The ad went viral,광고가 대박 났어요,gwanggoga daebak nasseoyo
Our sales increased,매출이 늘었어요,maechuri neureosseoyo
We need a new strategy,새로운 전략이 필요해요,saeroun jeollyagi piryohaeyo
Analyze the data,데이터를 분석하세요,deiteoreul bunseokhaseyo
Build the brand,브랜드를 구축하세요,beuraendeureul guchukhaseyo
Know your customer,고객을 파악하세요,gogaegeul paakaseyo
Marketing is everything,마케팅이 전부예요,maketingi jeonbuyeyo
