english_text,korean_text,romanization
I will find you no matter what,반드시 찾아갈게,bandeusi chajagalge
Do you know how long I've waited?,내가 얼마나 기다렸는지 알아?,naega eolmana gidalyeonneun ji ara
Forget me if it hurts too much,너무 아프면 나를 잊어,neomu apeumyeon nareul ijeo
I want to turn back time,시간을 되돌리고 싶어,siganeul doedolligo sipeo
It hurts so much I could die,죽을 만큼 아파,jugeul mankeum apa
Living without you isn't living,너 없는 삶은 삶이 아니야,neo eomneun salmeun salmi aniya
My heart won't listen to me,내 마음이 내 맘대로 안 돼,nae maeumi nae mamdaero an dwae
From the beginning it was always you,처음부터 끝까지 너였어,cheoeumbuteo kkeutkkaji neoyeosseo
If you cry I cry too,네가 울면 나도 울어,nega ulmyeon nado ureo
I'll erase myself from your memory,네 기억에서 나를 지울게,ne gieokeseo nareul jiulge
Even if the world turns against me,세상이 등을 돌려도,sesangi deungeul dollyeodo
One step closer to you,너에게 한 발짝 더,neoege han baljjak deo
The truth always comes out,진실은 언젠가 밝혀져,jinsireun eonjenga balkhyeojyeo
I was never good enough for you,나는 널 가질 자격이 없었어,naneun neol gajil jagyeogi eobseosseo
People don't change easily,사람은 쉽게 변하지 않아,sarameun swipge byeonhaji ana
Don't trust anyone completely,누구도 완전히 믿지 마,nugudo wanjeonhi mitji ma
Revenge is meaningless,복수는 의미가 없어,boksuneun uimiga eopseo
Money isn't everything,돈이 전부가 아니야,doni jeonbuga aniya
This is my last chance,이게 마지막 기회야,ige majimak gihoey a
I chose this path myself,내가 선택한 길이야,naega seontaekan giriya
Some things can't be undone,돌이킬 수 없는 일도 있어,dorikil su eomneun ildo isseo
I'll take responsibility,내가 책임질게,naega chaegimjilge
A promise is a promise,약속은 약속이야,yaksogeun yaksogiya
Don't look down on me,나를 무시하지 마,nareul musihaji ma
I have nothing to lose,잃을 게 없어,ireul ge eopseo
Wake up to reality,현실을 직시해,hyeonsireul jiksihae
Everyone has a secret,누구나 비밀이 있어,nuguna bimiri isseo
Tears don't solve anything,눈물로는 아무것도 해결 안 돼,nunmulloneun amugeotdo haegyeol an dwae
I did it all for you,다 너를 위해서 한 거야,da neoreul wihaeseo han geoya
The end is just a new beginning,끝은 새로운 시작이야,kkeuteun saeroun sijagiya
Power isn't given it's taken,권력은 주어지는 게 아니야,gwollyeogeun jueojineun ge aniya
I'll protect my family at all costs,가족은 무슨 수를 써서라도 지켜,gajogeun museun sureul sseoseorado jikyeo
You're stronger than you think,네가 생각하는 것보다 강해,nega saenggakhaneun geotboda ganghae
Life doesn't always go as planned,인생이 뜻대로 되는 건 아니야,insaengi tteutdaero doeneun geon aniya
True love never dies,진정한 사랑은 죽지 않아,jinjeonghan sarangeun jukji ana
I'll come back I promise,반드시 돌아올게,bandeusi doraolge
The night is always darkest before dawn,새벽 전이 가장 어두워,saebyeok jeoni gajang eoduwo
Loyalty is everything,의리가 전부야,uiriga jeonbuya
I regret nothing,후회 없어,huhoe eopseo
Time heals all wounds,시간이 모든 걸 치유해,sigani modeun geol chiyuhae
I'll show you what I'm made of,내가 어떤 사람인지 보여줄게,naega eotteon saraminji boyeojulge
Never underestimate me,나를 만만하게 보지 마,nareul manmanhage boji ma
Dreams don't come free,꿈은 거저 이뤄지지 않아,kkumeun geojeo irwojiji ana
I knew this day would come,이 날이 올 줄 알았어,i nari ol jul arasseo
If it's meant to be it will be,인연이면 다시 만나,inyeonimyeon dasi manna
I've been watching over you,계속 지켜보고 있었어,gyesok jikyeobogo isseosseo
The scar remains,상처는 남아,sangcheoneun nama
I'll fight till the end,끝까지 싸울 거야,kkeutkkaji ssaul geoya
Blood is thicker than water,피는 물보다 진해,pineun mulboda jinhae
What goes around comes around,뿌린 대로 거둔다,ppurin daero geodunda
Behind every smile is a story,웃음 뒤에 사연이 있어,useum dwie sayeoni isseo
I carry this burden alone,이 짐은 혼자 져야 해,i jimeun honja jyeoya hae
Nothing lasts forever,영원한 건 없어,yeongwonhan geon eopseo
This is our fate,이게 우리 운명이야,ige uri unmyeongiya
I won't let you suffer alone,혼자 고생하게 안 둘 거야,honja gosaenghage an dul geoya
Love conquers all,사랑이 이기는 거야,sarangi igineun geoya
Until the very last moment,마지막 순간까지,majimak sungankkaji
My story isn't over yet,내 이야기는 아직 끝나지 않았어,nae iyagineun ajik kkeunnaji anasseo
Justice will prevail,정의는 반드시 승리한다,jeonguineun bandeusi seungni handa
I'm doing this for all of us,이건 우리 모두를 위한 거야,igeon uri modureul wihan geoya
