english_text,korean_text,romanization
I'm a queen like that,나는 그런 여왕이야,naneun geureon yeowangiya
Whistle when you see me,날 보면 휘파람 불어,nal bomyeon hwiparam bureo
As if it's your last day,마지막처럼,majimakcheoreom
Don't be afraid to shine,빛나는 걸 두려워하지 마,binnaneun geol duryeowohaji ma
I'm on fire tonight,오늘 밤 불타올라,oneul bam bultaolla
Kill this love before it kills you,이 사랑이 널 죽이기 전에,i sarangi neol jugigi jeone
Look at me now,지금 나를 봐,jigeum nareul bwa
Born to be a star,별이 되기 위해 태어났어,byeori doegi wihae taeeonnasseo
I'll never look back,절대 뒤돌아보지 않을 거야,jeoldae dwidoraboji aneul geoya
This girl is on fire,이 소녀는 불타고 있어,i sonyeoneun bultago isseo
Pink is the new black,핑크가 새로운 블랙이야,pingkeuga saeroun beullaegiya
Hit me with your rhythm,리듬으로 날 깨워,rideumeuro nal kkaeweo
Don't stop the music,음악을 멈추지 마,eumageul meomchuji ma
I am who I am,나는 나야,naneun naya
The world is my stage,세상이 나의 무대야,sesangi naui mudaeya
Love is a game,사랑은 게임이야,sarangeun geimiya
I'm that girl you've been dreaming of,네가 꿈꿔왔던 그 여자야,nega kkumkkwowatdeon geu yeojaya
Shut it down tonight,오늘 밤 다 끝내,oneul bam da kkeutnae
Crown on my head,내 머리 위 왕관,nae meori wi wanggwan
Nobody can stop me,아무도 날 못 막아,amudo nal mot maga
I bring the pain like pow,고통을 가져와,gotong-eul gajyeowa
You better run,빨리 도망쳐,ppalli domangchyeo
Catch me if you can,잡을 수 있으면 잡아봐,jabeul su isseumyeon jababwa
I'm toxic but you love it,독이지만 좋잖아,dogijiman jotjana
We go together like diamonds,다이아몬드처럼 함께 빛나,daiamondeu cheoreom hamkke binna
Don't be shy show yourself,부끄러워하지 말고 보여줘,bukkeureowohaji malgo boyeojwo
Light up the sky,하늘을 밝혀,haneureul balkhyeo
I'm a savage beauty,난 거친 아름다움,nan geochin areumdaum
Shake the world up,세상을 뒤흔들어,sesangeul dwiheundeureo
Love sick girls unite,사랑에 미친 소녀들,sarange michin sonyeodeul
Playing with fire is fun,불장난은 재미있어,buljannaneun jaemiisseo
I'm the baddest female,나는 최고의 여전사,naneun choegoui yeojeonsa
Every day is a new fight,매일이 새로운 싸움,maeiri saeroun ssaum
Don't hold back,참지 마,chamji ma
Your love is like a drug,네 사랑은 마약 같아,ne sarangeun mayak gata
I'm ready for war,전쟁 준비 됐어,jeonjaeng junbi dwaesseo
Dancing in the moonlight,달빛 아래 춤춰,dalbich arae chumchwo
How you like that now,어때 이제,eottae ije
Ice cream melting in the sun,햇살에 녹는 아이스크림,haetsare nokneun aiseukeurim
We're gonna go far,멀리 갈 거야,meolli gal geoya
Born pink born proud,핑크로 태어나 자랑스러워,pinkeuro taeeona jarangseurweo
Don't need your love,네 사랑 필요 없어,ne sarang piryo eopseo
Straight to the top,정상까지 직진,jeongsangkkaji jikjin
Boom like thunder,천둥처럼 터져,cheondungcheoreom teojyeo
I walk alone but I'm not lonely,혼자 걷지만 외롭지 않아,honja geotjiman oereopji ana
The queen has arrived,여왕이 도착했다,yeowangi dochakhaetda
Fearless and fierce,두렵지 않고 거세,duryeopji anko geose
Forever young forever free,영원히 젊고 영원히 자유롭게,yeongwonhi jeolmgo yeongwonhi jayuropge
Shut down everything,모든 걸 종료해,modeun geol jongnyohae
Power in every step,모든 발걸음에 힘이 있어,modeun balgeoreume himi isseo
Break the rules,규칙을 깨,gyuchigeul kkae
We run the world,세상은 우리가 움직여,sesangeun uriga umjigyeo
Pink venom running through,핑크 독이 흐르고 있어,pingkeu dogi heureugo isseo
I'll take the crown,왕관은 내가 가져갈게,wanggwaneun naega gajyeogalge
Not your average girl,보통 여자가 아니야,botong yeojaga aniya
Born to be wild,야생으로 태어났어,yasaengeuro taeeonnasseo
We're the revolution,우리가 혁명이야,uriga hyeongmyeongiya
Dance the night away,밤새 춤춰,bamsae chumchwo
Unstoppable force,멈출 수 없는 힘,meomchul su eomneun him
Queens never quit,여왕은 포기하지 않아,yeowangeun pogihaji ana
This is our moment,이 순간은 우리 거야,i sunganeun uri geoya
