english_text,korean_text,romanization
Why are you not replying?,왜 답장 안 해?,wae dapjang an hae?
I am so mad right now,나 지금 진짜 화나,na jigeum jinjja hwana
Do not talk to me,말 걸지 마,mal geolji ma
Are you ignoring me?,무시하는 거야?,musihaneun geoya?
I am done with you,나 너한테 진짜 실망이야,na neohante jinjja silmangiya
You always do this,너 맨날 이래,neo maennal irae
I cannot believe you,너 진짜 믿을 수 없어,neo jinjja mideul su eopseo
You promised me,약속했잖아,yaksokaetjanha
This is ridiculous,진짜 어이없다,jinjja eoieoptda
I am so frustrated,답답해 죽겠다,dapdapae jukgetda
Stop making excuses,변명 그만해,byeonmyeong geumanhae
You are being selfish,너 이기적이야,neo igijeogia
Why did you lie to me?,왜 거짓말했어?,wae geojitmalhaesseo?
I am sick of this,지긋지긋해,jigeutjigeutae
I told you not to do that,하지 말라고 했잖아,haji mallago haetjanha
You never listen to me,넌 내 말을 안 들어,neon nae mareul an deureo
I need some space,나 혼자 좀 있고 싶어,na honja jom itgo sipeo
Do not contact me,연락하지 마,yeollakaji ma
I am disappointed in you,너한테 실망했어,neohante silmanghaesseo
That was so rude,진짜 무례하다,jinjja muryehada
How could you say that?,어떻게 그런 말을 해?,eotteoke geureon mareul hae?
I knew this would happen,이럴 줄 알았어,ireol jul arasseo
Do not even start,말 꺼내지도 마,mal kkeonaejido ma
I am not joking,나 농담 아니야,na nongdam aniya
You crossed the line,선 넘었어,seon neomeosseo
Think about what you did,네가 한 거 생각해 봐,nega han geo saenggakhae bwa
I am so annoyed,짜증나 죽겠다,jjajeungna jukgetda
You are being unreasonable,말이 안 되는 소리야,mari an doeneun soriya
I have nothing to say,할 말 없어,hal mal eopseo
You went too far,너 너무 심했어,neo neomu simhaesseo
Why are you like this?,왜 이러는 거야?,wae ireoneun geoya?
I cannot forgive you,용서 못 해,yongseo mot hae
You ruined everything,다 망쳤잖아,da mangchyeotjanha
That is not what you said before,전에는 그렇게 안 말했잖아,jeone neun geureoke an malhaetjanha
Do not twist my words,내 말 왜곡하지 마,nae mal waegokaji ma
I regret trusting you,널 믿은 게 후회돼,neol mideun ge huhwedwae
This is the last time,이번이 마지막이야,ibeoni majimakiya
You are so insensitive,너 진짜 무신경해,neo jinjja musingyeonghae
I do not want to hear it,듣기 싫어,deutgi sireo
You always blame me,맨날 나한테만 그래,maennal nahanteman geurae
Stop bothering me,그만 좀 귀찮게 해,geuman jom gwichannke hae
I am tired of arguing,싸우는 거 지쳤어,ssauneun geo jichyeosseo
You should be sorry,미안해야 하는 거 아니야?,mianhaeya haneun geo aniya?
That is not my problem,그건 내 문제 아니야,geugeon nae munje aniya
I expected better from you,너한테 더 기대했는데,neohante deo gidaehaenneunde
Do not pretend nothing happened,아무 일 없는 척하지 마,amu il eomneun cheokhaji ma
You are making me crazy,너 때문에 미치겠어,neo ttaemune michigetsseo
I have had enough,이제 참을 만큼 참았어,ije chameul mankeum chamassseo
I did everything I could,나는 최선을 다 했어,naneun choeseoneul da haesseo
You are being childish,유치하게 굴지 마,yuchihage gulji ma
You embarrassed me,너 때문에 창피했어,neo ttaemune changpihaesseo
I am not going to forgive easily,쉽게 용서 안 해,swipge yongseo an hae
Think before you speak,말하기 전에 생각 좀 해,malhagi jeone saenggak jom hae
I need an apology,사과해야 하는 거 아니야?,sagwahaeya haneun geo aniya?
I trusted you completely,널 완전히 믿었는데,neol wanjeonhi mideonnneunde
I am blocking you,차단한다,chadanhanda
Do not ever do that again,다시는 그러지 마,dasineun geureoji ma
I am leaving now,나 간다,na ganda
We need to talk seriously,진지하게 얘기 좀 하자,jinjihage yaegi jom haja
I will not forget this,이거 안 잊을 거야,igeo an ijeul geoya
You better apologize,사과하는 게 좋을 거야,sagwahaneun ge joeul geoya
