english_text,korean_text,romanization
Hello neighbor,안녕하세요 이웃님,annyeonghaseyo iutnim
We live next door,옆집에 살아요,yeopjibe sarayo
We just moved in,새로 이사 왔어요,saero isa wasseoyo
Nice to meet you,만나서 반갑습니다,mannaseo bangapseumnida
Please take care of us,잘 부탁드립니다,jal butakdeurimnida
I brought rice cakes,떡을 가져왔어요,tteogeul gajyeowasseoyo
The neighbors are friendly,이웃들이 친절해요,iutdeuri chinjeolhaeyo
We have good neighbors,좋은 이웃이 있어요,joeun iusi isseoyo
Do you know your neighbors,이웃을 알고 있어요,iuseul algo isseoyo
We should be considerate of neighbors,이웃을 배려해야 해요,iuseul baeryeohaeya haeyo
Please keep the noise down,소음을 줄여주세요,soeumul juryeojuseyo
Sorry for the noise,시끄러워서 죄송해요,sikkeureowoseo joesonghaeyo
The neighbors complained about noise,이웃이 소음에 대해 불만을 제기했어요,iusi soeume daehae bulmaneul jeghaesseoyo
Can you turn the music down,음악 소리를 줄여주세요,eumak sorireul juryeojuseyo
I'm sorry to bother you,방해해서 죄송해요,banghaeheaseo joesonghaeyo
Could you watch my package,택배 좀 받아주실 수 있어요,taekbae jom badajusil su isseoyo
I'll watch your apartment while you're away,외출 중에 집을 봐드릴게요,oechul junge jibeul bwadeurilgeyo
Do you want to come over for dinner,저녁에 집에 오실래요,jeonyeoge jibe osillaeyo
Let's have a neighborhood gathering,이웃 모임을 해요,iut moimeul haeyo
The neighborhood watch is active,동네 방범이 잘 되어 있어요,dongnae bangbeomi jal doeeo isseoyo
There's a community meeting tonight,오늘 밤 주민 회의가 있어요,oneul bam jumin hoeuiga isseoyo
Please attend the residents' meeting,입주민 회의에 참석해 주세요,ipjumin hoeuie chamseokae juseyo
Who lives upstairs,윗집에 누가 살아요,witjibe nuga sarayo
The people downstairs are quiet,아랫집 사람들이 조용해요,araetjip saramdeuri joyonghaeyo
I borrowed sugar from my neighbor,이웃에게 설탕을 빌렸어요,iusege seoltangeul billyeosseoyo
Can I borrow some eggs,달걀 좀 빌려도 될까요,dalgyal jom billyeodo doelkkayo
My neighbor helped me,이웃이 도와줬어요,iusi dowajwosseoyo
Let me help you carry that,들어드릴게요,deureodeurilgeyo
I see you every morning,매일 아침 뵙네요,maeil achim boepneyo
Good morning neighbor,안녕하세요 좋은 아침이에요,annyeonghaseyo joeun achimieyo
Have a nice day,좋은 하루 보내세요,joeun haru bonaeseyo
I walk my dog in the neighborhood,동네에서 강아지를 산책시켜요,dongnaeseo gangajireul sanchaeksikyeoyo
Please clean up after your dog,반려견 배변을 치워주세요,banryeogyeon baebyeoneul chiwojuseyo
The neighborhood is safe,동네가 안전해요,dongnnega anjeonhaeyo
There's a park nearby,근처에 공원이 있어요,geuncheoe gongwoni isseoyo
The neighborhood has good restaurants,동네에 맛집이 많아요,dongnaee matjibi manayo
Do you know a good restaurant around here,이 근처에 맛집 아세요,i geuncheoe matjip aseyo
The convenience store is around the corner,편의점이 모퉁이에 있어요,pyeonuijeomi motungrie isseoyo
There's a pharmacy on this street,이 길에 약국이 있어요,i gire yakgugi isseoyo
The laundromat is two blocks away,세탁소가 두 블록 떨어져 있어요,setaksoga du beullok tteoreojyeo isseoyo
I like this neighborhood,이 동네가 좋아요,i dongnnega joayo
This is a quiet neighborhood,조용한 동네예요,joyonghan dongneyeyo
The neighborhood has changed a lot,동네가 많이 변했어요,dongnnega mani byeonhaesseoyo
New buildings are being built,새 건물이 지어지고 있어요,sae geonmuri jieojigo isseoyo
The neighborhood is getting more popular,동네가 점점 인기가 많아져요,dongnnega jeomjeom ingiga manajyeoyo
I grew up in this neighborhood,이 동네에서 자랐어요,i dongnaeseo jarasseoyo
Everyone knows each other here,여기는 다들 서로 알아요,yeogineun dadeul seoro arayo
We share food with neighbors,이웃과 음식을 나눠 먹어요,iusgwa eumsigeul nanwo meogeoyo
My neighbor makes great kimchi,이웃이 김치를 잘 담가요,iusi gimchireul jal damgayo
Neighborhood relationships are important,이웃 관계가 중요해요,iut gwangyega jungyohaeyo
A good neighbor is a blessing,좋은 이웃은 축복이에요,joeun iuseun chukbogieyo
Let's be good neighbors,좋은 이웃이 되어요,joeun iusi doeeoyo
We look out for each other,서로 챙겨요,seoro chaenggyeoyo
Happy holidays neighbor,이웃님 명절 잘 보내세요,iutnim myeongjeol jal bonaeseyo
I brought some side dishes for you,반찬을 좀 가져왔어요,banchaneul jom gajyeowasseoyo
Please let me know if it's too noisy,너무 시끄러우면 말씀해 주세요,neomu sikkeureou-myeon malsseumhae juseyo
Thank you for being a great neighbor,좋은 이웃이 되어주셔서 감사해요,joeun iusi doeeo-jusyeoseo gamsahaeyo
We should help each other out,서로 도우며 살아요,seoro doumyeo sarayo
Being neighborly is a Korean value,이웃과 잘 지내는 것이 한국 문화예요,iusgwa jal jinaeneun geosi hanguk munhwayeyo
Good fences make good neighbors,좋은 이웃은 서로 존중해요,joeun iuseun seoro jonjunghaeyo
