english_text,korean_text,romanization
I brought you a gift,선물을 가져왔어요,seonmureul gajyeowasseoyo
This is for you,이건 당신을 위한 거예요,igeon dangsineul wihan geoyeyo
I hope you like it,마음에 들면 좋겠어요,maeume deulmyeon jokesseoyo
Thank you for the gift,선물 감사합니다,seonmul gamsahamnida
You didn't have to,안 그러셔도 되는데,an geureusyeodo doeneunde
I love it,정말 마음에 들어요,jeongmal maeume deureoyo
It's exactly what I wanted,제가 원하던 거예요,jega wonhadeon geoyeyo
Can I open it now,지금 열어봐도 돼요,jigeum yeoreobwado dwaeyo
What a thoughtful gift,정말 센스 있는 선물이네요,jeongmal senseu inneun seonmurine-yo
I'll treasure this,소중히 간직할게요,sojunghi ganjikalgeyo
Where did you buy this,이거 어디서 샀어요,igeo eodiseo sasseoyo
I wrapped it myself,제가 직접 포장했어요,jega jikjeop pojanghae-sseoyo
Would you like me to wrap it,포장해 드릴까요,pojanghae deurilkkayo
Please wrap it as a gift,선물 포장 해주세요,seonmul pojang haejuseyo
Can you put a ribbon on it,리본을 달아 주세요,riboneul dara juseyo
I'll write a card too,카드도 쓸게요,kadeudo sseulgeyo
Here's a small token of appreciation,작은 감사의 표시예요,jageun gamsaui pyosiyeyo
It's nothing much,별거 아니에요,byeolgeo anieyo
I picked this out especially for you,특별히 골라봤어요,teukbyeolhi gollabwasseoyo
Do you gift wrap here,여기서 선물 포장 되나요,yeogiseo seonmul pojang doenayo
I want to buy a birthday gift,생일 선물을 사고 싶어요,saengil seonmureul sago sipeoyo
What should I get for a housewarming,집들이 선물 뭐가 좋을까요,jipdeuri seonmul mwoga joeulkkayo
Cash gifts are common in Korea,한국에서는 현금 선물이 흔해요,hangukeseo-neun hyeongeum seonmuri heunhaeyo
I'll put money in an envelope,봉투에 돈을 넣을게요,bongtue doneul noeulgeyo
How much should I give,얼마를 넣어야 할까요,eolmareul noeoya halkkayo
Gift sets are popular,선물 세트가 인기예요,seonmul seteuga ingiyeyo
Fruit baskets make good gifts,과일 바구니가 좋은 선물이에요,gwail baguniga joeun seonmurieyo
Health supplements are popular gifts,건강 보조식품이 인기 선물이에요,geongang bojosikeumi ingi seonmurieyo
I want to exchange this gift,이 선물을 교환하고 싶어요,i seonmureul gyohwanhago sipeoyo
Do you have a gift receipt,선물 영수증 있어요,seonmul yeongsujeung isseoyo
I'll send you a gift online,온라인으로 선물을 보낼게요,onlaineuro seonmureul bonaelgeyo
I sent you a gift card,기프트카드를 보냈어요,gipeoteukadeureul bonaesseoyo
Let's do a Secret Santa,몰래 산타 놀이 해요,mollae santa nori haeyo
What's your wish list,위시리스트가 뭐예요,wisiriseuteuga mwoyeyo
I made this by hand,이건 제가 직접 만들었어요,igeon jega jikjeop mandeureo-sseoyo
Handmade gifts are special,손으로 만든 선물은 특별해요,soneuro mandeun seonmureun teukbyeolhaeyo
I'll give a gift voucher,상품권을 줄게요,sangpumgwoneul julgeyo
This brand is popular in Korea,이 브랜드는 한국에서 인기예요,i beurandeuneun hangukeseo ingiyeyo
I need to buy a wedding gift,결혼 선물을 사야 해요,gyeolhon seonmureul saya haeyo
Baby gifts are so cute,아기 선물은 너무 귀여워요,agi seonmureun neomu gwiyeowoyo
I got you flowers,꽃을 사왔어요,kkocheul sawasseoyo
A bouquet of roses please,장미 한 다발 주세요,jangmi han dabal juseyo
I'll send a fruit box,과일 상자를 보낼게요,gwail sangjareul bonaelgeyo
Please deliver this gift,이 선물을 배달해 주세요,i seonmureul baedalhae juseyo
When should I give the gift,선물을 언제 주면 좋을까요,seonmureul eonje jumyeon joeulkkayo
Open it when you get home,집에 가서 열어보세요,jibe gaseo yeoreoboseyo
I feel bad receiving this,이렇게 받으니 죄송해요,ireoke badeni joesonghaeyo
I'll repay your kindness,은혜를 갚을게요,eunhyereul gapeulgeyo
Koreans give gifts on holidays,한국인은 명절에 선물을 줘요,hangugin-eun myeongjeore seonmureul jwoyo
New Year gift sets are everywhere,설날 선물 세트가 많아요,seollal seonmul seteuga manayo
Chuseok gifts are important,추석 선물이 중요해요,chuseok seonmuri jungyohaeyo
Teachers' Day gifts are meaningful,스승의 날 선물은 의미가 깊어요,seuseungui nal seonmureun uimiga gipeoyo
Thank you from the bottom of my heart,진심으로 감사드립니다,jinsimeuro gamsadeurimnida
I didn't know what you'd like,뭘 좋아하실지 몰랐어요,mwol joahasiiji mollasseoyo
I hope this is useful,유용하면 좋겠어요,yuyonghamyeon jokesseoyo
It's the thought that counts,마음이 중요하죠,maeumi jungyohajyo
Your generosity means a lot,너그러운 마음 감사합니다,neogeureoun maeum gamsahamnida
I'll always remember this,항상 기억할게요,hangsang gieokhalgeyo
This is the best gift ever,최고의 선물이에요,choegoui seonmurieyo
Giving makes me happy too,주는 것도 행복해요,juneun geotdo haengbokhaeyo
