english_text,korean_text,romanization
Let's eat,먹겠습니다,meokgetsseumnida
I will eat well,잘 먹겠습니다,jal meokgetsseumnida
I ate well,잘 먹었습니다,jal meogeosseumnida
Thank you for the food,맛있는 음식 감사합니다,masinneun eumsik gamsahamnida
Don't make noise while eating,먹을 때 소리 내지 마세요,meogeul ttae sori naeji maseyo
Chew with your mouth closed,입을 다물고 씹으세요,ibeul damulgo ssibeuseyo
Don't slurp your soup,국을 후루룩 소리 내지 마세요,gugeul hururuk sori naeji maseyo
Wait for everyone to be served,다 차려진 후에 먹으세요,da charyeojin hue meogeuseyo
Don't pick at food,음식을 뒤적거리지 마세요,eumsigeul dwijeokgeoriji maseyo
Use your spoon for rice,밥은 숟가락으로 먹으세요,babeun sutgarageuro meogeuseyo
Use chopsticks for side dishes,반찬은 젓가락으로 먹으세요,banchaneun jeotgarageuro meogeuseyo
Don't stick chopsticks upright in rice,밥에 젓가락을 꽂지 마세요,babe jeotgarageul kkotji maseyo
Don't hold spoon and chopsticks together,숟가락과 젓가락을 같이 들지 마세요,sutgarakgwa jeotgarageul gachi deulji maseyo
Don't reach across the table,멀리 있는 반찬은 옮겨 달라고 하세요,meolli inneun banchaneun omgyeo dallago haseyo
Pace yourself with others,다른 사람과 속도를 맞추세요,dareun saramgwa sokdoreul matchuseyo
Don't leave the table before elders finish,어른보다 먼저 일어나지 마세요,eoreunboda meonjeo ireonaji maseyo
Finish all the rice in your bowl,밥을 남기지 마세요,babeul namgiji maseyo
Don't blow on hot food,뜨거운 음식을 후후 불지 마세요,tteugeoun eumsigeul huhu bulji maseyo
Pass dishes with both hands,두 손으로 접시를 전달하세요,du soneuro jepsireul jeondalhaseyo
Pour drinks for others first,다른 사람에게 먼저 따라 주세요,dareun saramege meonjeo ttara juseyo
Don't fill your plate too much,접시에 너무 많이 담지 마세요,jepsie neomu mani damji maseyo
Use serving utensils,집기를 사용하세요,jipgireul sayonghaseyo
Don't eat too fast,너무 빨리 먹지 마세요,neomu ppalli meokji maseyo
Don't eat too slowly either,너무 느리게 먹지도 마세요,neomu neurge meokjido maseyo
Wipe your mouth with a napkin,냅킨으로 입을 닦으세요,naepkineuro ibeul dakkeuseyo
Say when you're full,배부르면 말씀하세요,baeburumyeon malsseumhaseyo
Would you like more,더 드실래요,deo deusillaeyo
Please have some more,더 드세요,deo deuseyo
I'm full thank you,배불러요 감사합니다,baebulleoyo gamsahamnida
This is delicious,맛있어요,masisseoyo
Did you enjoy the meal,맛있게 드셨어요,masitge deusyeosseoyo
Please pass the water,물 좀 주세요,mul jom juseyo
Would you like some rice,밥 더 드릴까요,bap deo deurilkkayo
Can I try that dish,저것도 먹어봐도 될까요,jeogeotdo meogeobwado doelkkayo
Don't talk with food in your mouth,입에 음식이 있을 때 말하지 마세요,ibe eumsigi isseul ttae malhaji maseyo
Place your utensils down when done,다 먹으면 수저를 내려놓으세요,da meogeumyeon sujeoreul naeryeoneuseyo
Don't play with your food,음식을 가지고 장난하지 마세요,eumsigeul gajigo jangnanhaji maseyo
Don't make a mess on the table,식탁을 어지르지 마세요,siktageul eojireuji maseyo
Clear your dishes after eating,먹고 나서 그릇을 치우세요,meokgo naseo geureuseul chiuseyo
Thank the person who cooked,요리한 사람에게 감사하세요,yorihan saramege gamsahaseyo
Sit up straight while eating,바른 자세로 앉아서 먹으세요,bareun jasero anjaseo meogeuseyo
Don't lean on the table,식탁에 기대지 마세요,siktage gidaeji maseyo
Turn down the TV during meals,식사 중에는 TV를 끄세요,siksa jungeneum TV-reul kkeuseyo
Don't use your phone at the table,식사 중에 핸드폰을 보지 마세요,siksa junge haendeuponeul boji maseyo
Wait until everyone is seated,모두 앉은 후에 먹기 시작하세요,modu anjeun hue meokgi sijakaseyo
Eat quietly,조용히 먹으세요,joyonghi meogeuseyo
Don't rush through the meal,서둘러 먹지 마세요,seodulleo meokji maseyo
Enjoy the meal slowly,천천히 드세요,cheoncheonhi deuseyo
Don't waste food,음식을 남기지 마세요,eumsigeul namgiji maseyo
Take only what you can eat,먹을 만큼만 가져가세요,meogeul mankkeumman gajyeogaseyo
Share food with everyone,음식을 골고루 나눠 먹으세요,eumsigeul golgoru nanwo meogeuseyo
Cover your mouth when using a toothpick,이쑤시개를 쓸 때 입을 가리세요,issusigaereul sseul ttae ibeul gariseyo
Don't clink your utensils,수저를 부딪히지 마세요,sujeoreul budijhiji maseyo
Clean up any spills immediately,흘린 것은 바로 닦으세요,heullin geoseun baro dakkeuseyo
Offer to help with dishes,설거지를 도와주겠다고 하세요,seolgeojireul dowajugetdago haseyo
Don't season food before tasting,맛보기 전에 양념을 넣지 마세요,matbogi jeone yangnyeomeul neoji maseyo
Compliment the cook,요리가 맛있다고 말해 주세요,yoriga masitdago malhae juseyo
Say please when asking for food,음식을 요청할 때 주세요라고 하세요,eumsigeul yocheonghal ttae juseyorago haseyo
Korean table manners are important,한국 식사 예절은 중요합니다,hanguk siksa yejeoreun jungyohamnida
Eating together is a bonding experience,같이 먹는 것은 유대감을 줍니다,gachi meongneun geoseun yudaegameul jumnida
