english_text,korean_text,romanization
I love you,사랑해요,saranghaeyo
I like you,좋아해요,joahahaeyo
You're my everything,당신이 나의 전부예요,dangsini naui jeonbuyeyo
I miss you,보고 싶어요,bogo sipeoyo
My heart flutters,두근두근해요,dugeundugeunhaeyo
Will you go out with me?,사귈래요?,sagwillaeyo
You make my heart race,심장이 빨리 뛰어요,simjangi ppalli ttwi eoyo
I fell for you at first sight,첫눈에 반했어요,cheonnune banhaesseoyo
You're my type,제 이상형이에요,je isanghyeongieyo
I think about you all day,하루 종일 생각나요,haru jongil saenggaknayo
I want to be with you,같이 있고 싶어요,gachi itgo sipeoyo
You're so lovable,사랑스러워요,sarangseureowoyo
I can't live without you,당신 없이 못 살아요,dangsin eobsi mot sarayo
You're special to me,당신은 특별해요,dangsineun teukbyeolhaeyo
Will you marry me?,결혼해 줄래요?,gyeolhonhae jullaeyo
I want to grow old with you,같이 늙어가고 싶어요,gachi neulgeogago sipeoyo
My love,내 사랑,nae sarang
You're my soulmate,당신은 내 운명이에요,dangsineun nae unmyeongieyo
I love you more than yesterday,어제보다 더 사랑해요,eojeboda deo saranghaeyo
You complete me,당신이 있어 완전해요,dangsini isseo wanjeonhaeyo
Let's be together forever,영원히 함께하자,yeongwonhi hamkkehaja
You're the love of my life,당신은 내 인생의 사랑이에요,dangsineun nae insaengui sarangieyo
I'm yours,나는 당신 거예요,naneun dangsin geoyeyo
You're mine,당신은 내 거예요,dangsineun nae geoyeyo
I cherish you,당신을 소중히 여겨요,dangsineul sojunghi yeogyeoyo
Shall we hold hands?,손잡을래요?,sonjabelraeyo
Can I hug you?,안아도 돼요?,anado dwaeyo
You're beautiful inside and out,안팎으로 아름다워요,anpakkeuro areumdawoyo
My heart belongs to you,내 마음은 당신 거예요,nae maeumeun dangsin geoyeyo
I get butterflies when I see you,보면 설레요,bomyeon seolleoyo
I want to make you happy,행복하게 해주고 싶어요,haengbokhage haejugo sipeoyo
You're always on my mind,항상 당신 생각이에요,hangsang dangsin saengagieyo
I love your smile,웃는 모습이 좋아요,unneun moseupi joayo
Thank you for loving me,사랑해줘서 고마워요,saranghaejwoseo gomawoyo
I'll never let you go,절대 안 놓을 거예요,jeoldae an noeul geoyeyo
You're the one,당신이 바로 그 사람이에요,dangsini baro geu saramieyo
I want to see you,만나고 싶어요,mannago sipeoyo
I trust you completely,완전히 믿어요,wanjeonhi mideoyo
My heart is only for you,내 마음은 오직 당신뿐이에요,nae maeumeun ojik dangsinppunieyo
You're my happiness,당신이 내 행복이에요,dangsini nae haengbogieyo
Do you love me?,나 사랑해?,na saranghae
Of course I love you,당연히 사랑해,dangyeonhi saranghae
I love you to the moon and back,하늘만큼 땅만큼 사랑해,haneulmankeum ttangmankeum saranghae
I fell in love with you,당신에게 빠졌어요,dangsinege ppajyeosseoyo
You light up my world,당신이 내 세상을 밝혀줘요,dangsini nae sesangeul balkyeojwoyo
Sweetheart,자기야,jagiya
Honey,여보,yeobo
I love you so much,너무 사랑해요,neomu saranghaeyo
Be mine,내 사람이 되어줘,nae sarami doeojwo
You're precious to me,당신은 소중한 사람이에요,dangsineun sojunghan saramieyo
I'll always love you,언제나 사랑할게요,eonjena saranghalgeyo
Kiss me,뽀뽀해 줘,ppoppohae jwo
I adore you,당신이 너무 좋아요,dangsini neomu joayo
Stay by my side,내 곁에 있어 줘요,nae gyeote isseo jwoyo
You make me smile,웃게 해줘요,utge haejwoyo
I'm so lucky to have you,당신이 있어서 행운이에요,dangsini isseoseo haengunieyo
Our love is forever,우리 사랑은 영원해요,uri sarangeun yeongwonhaeyo
I dream about you,꿈에서 당신을 봐요,kkumeseo dangsineul bwayo
You're my world,당신이 내 세상이에요,dangsini nae sesangieyo
My one and only,하나뿐인 사람,hanappunin saram
