english_text,korean_text,romanization
Theater,극장,geukjang
Musical,뮤지컬,myujikeol
Play,연극,yeongeuk
Performance,공연,gongyeon
Stage,무대,mudae
Actor,배우,baeu
Actress,여배우,yeobaeu
Director,연출가,yeonchulga
Audience,관객,gwangaek
Ticket,티켓,tiket
Reserved seat,지정석,jijeongseok
Front row,앞줄,apjul
Back row,뒷줄,dwitjul
Balcony seat,발코니석,balkoniseok
Box seat,박스석,bakseusseok
Intermission,중간 휴식,junggan hyusik
Act one,1막,ilmak
Act two,2막,imak
Curtain call,커튼콜,keoteunkol
Standing ovation,기립 박수,girip baksu
Encore,앙코르,angkoreu
Spotlight,스포트라이트,seupoteuraiteu
The show was amazing,공연이 정말 대단했어요,gongyeoni jeongmal daedanhaesseoyo
I got goosebumps,소름이 돋았어요,soreum-i dodasseoyo
I was deeply moved,깊은 감동을 받았어요,gipeun gamdong-eul badasseoyo
Sold out,매진,maejin
What time does the show start?,공연이 몇 시에 시작해요?,gongyeoni myeot sie sijakaeyo
How long is the performance?,공연 시간이 얼마나 돼요?,gongyeon sigani eolmana dwaeyo
I want to book tickets,표를 예매하고 싶어요,pyoreul yemaehago sipeoyo
Is there a discount?,할인이 있나요?,harini innayo
Playbill,프로그램북,peurogeuraembuk
Scenery,무대 장치,mudae jangchi
Costume,의상,uisang
Prop,소품,sopum
Rehearsal,리허설,riheoseol
Premiere,첫 공연,cheot gongyeon
Closing night,마지막 공연,majimak gongyeon
Orchestra pit,오케스트라 석,okeseuteura seok
Sound effects,음향 효과,eumhyang hyogwa
Lighting,조명,jomyeong
Subtitle screen,자막 화면,jamak hwamyeon
Main character,주인공,juingong
Supporting role,조연,joyeon
Villain,악역,agyeok
Monologue,독백,dokbaek
Dialogue,대사,daesa
Singing,노래,norae
Dancing,춤,chum
The acting was superb,연기가 훌륭했어요,yeongiga hullyunghaesseoyo
Which seat do you recommend?,어떤 좌석을 추천하세요?,eotteon jwaseog-eul chucheonhaseyo
Can I take photos?,사진 찍어도 되나요?,sajin jjigeodo doenayo
Please turn off your phone,핸드폰을 꺼 주세요,haendeuponeul kkeo juseyo
Applause,박수,baksu
Bravo,브라보,beurabo
I cried during the show,공연 보면서 울었어요,gongyeon bomyeonseo ureosseoyo
The music was beautiful,음악이 아름다웠어요,eumag-i areumdawosseoyo
I want to see it again,다시 보고 싶어요,dasi bogo sipeoyo
The story was touching,이야기가 감동적이었어요,iyagiga gamdongjeogiesseoyo
Where is the theater?,극장이 어디에 있어요?,geukjang-i eodie isseoyo
Let me check the seating chart,좌석 배치도를 볼게요,jwaseok baechidoreul bolgeyo
The theater was packed,극장이 만석이었어요,geukjangi manseogieosseoyo
