english_text,korean_text,romanization
I love dancing,춤추는 걸 좋아해요,chumchuneun geol joahaeyo
Let's dance together,같이 춤추자,gachi chumchuja
Follow my lead,제 동작을 따라 하세요,je dongjageul ttara haseyo
The choreography is hard,안무가 어려워요,anmuga eoryeoweoyo
I'm learning the choreography,안무를 배우고 있어요,anmureul baeugo isseoyo
Watch the mirror,거울을 보세요,geouereul boseyo
Start from the top,처음부터 다시,cheoeumbuteo dasi
Five six seven eight,파이브 식스 세븐 에잇,paibeu sikseu sebeon eit
Point your toes,발끝을 세워요,balkkeut-eul seweoyo
Stretch your arms,팔을 뻗으세요,pareul ppeodeuseyo
Bend your knees,무릎을 굽혀요,mureupeul guphyeoyo
Keep your back straight,등을 펴세요,deungeul pyeoseyo
Move your hips,엉덩이를 움직여요,eongdeong-ireul umjigyeoyo
Step to the right,오른쪽으로 스텝,oreunjjogeuro seutep
Step to the left,왼쪽으로 스텝,oenjjogeuro seutep
Turn around,돌아서세요,doraseeseyo
Do a spin,회전해요,hoejeonhaeyo
Jump up,점프해요,jeompeuhaeyo
Land softly,부드럽게 착지해요,budeureobge chakjihaeyo
The beat is fast,비트가 빨라요,biteuga ppallayo
I need to warm up first,먼저 워밍업을 해야 해요,meonjeo womingeobeul haeya haeyo
Stretching is important,스트레칭이 중요해요,seuteureching-i jungyohaeyo
Cool down after dancing,춤 후에 쿨다운해요,chum hue kuldaunhaeyo
The dance studio is big,댄스 연습실이 커요,daenseu yeonseubsiri keoyo
I'm taking a dance class,댄스 수업을 듣고 있어요,daenseu sueobeul deutgo isseoyo
B-boying is impressive,비보잉이 대단해요,biboying-i daedanhaeyo
Popping and locking is cool,팝핑과 락킹이 멋져요,papinggwa rakking-i meotjyeoyo
I love hip-hop dance,힙합 댄스를 좋아해요,hiphap daensereul joahaeyo
Contemporary dance is expressive,현대 무용은 표현력이 좋아요,hyeondae muyong-eun pyohyeonnyeogi joayo
Ballet requires discipline,발레는 규율이 필요해요,balleneun gyuyuri piryohaeyo
I'm on pointe shoes,토슈즈를 신고 있어요,tosyujeureul singo isseoyo
The pirouette was perfect,피루엣이 완벽했어요,piruesi wanbyeokhaesseoyo
I practice in front of the mirror,거울 앞에서 연습해요,geoeul apeseo yeonseubhaeyo
The dance competition is next month,댄스 대회가 다음 달이에요,daenseu daehoega daeum darieyo
Our team won first place,우리 팀이 1등 했어요,uri timi ildeung haesseoyo
The formation changed,대형이 바뀌었어요,daehyeong-i bakkwieosseoyo
Stay in sync with the group,그룹과 맞춰서 춤춰요,geurupgwa matchweoseo chumchweoyo
The freestyle was amazing,프리스타일이 대단했어요,peuriseutairi daedanhaesseoyo
I'm creating my own choreography,나만의 안무를 만들고 있어요,namanui anmureul mandeulgo isseoyo
The dance cover went viral,댄스 커버가 인기를 끌었어요,daenseu keobeoga ingireul kkeureoosseoyo
K-pop dance is popular worldwide,케이팝 댄스가 전 세계에서 인기예요,keipap daenseuga jeon segyeeseo ingiyeyo
I watch dance tutorials online,온라인으로 댄스 튜토리얼을 봐요,onraineuro daenseu tyutorioreul bwayo
The wave move is smooth,웨이브 동작이 부드러워요,weibeu dongjagi budeureoweoyo
Body isolation is tricky,아이솔레이션이 어려워요,aisolleisyeon-i eoryeoweoyo
The floor work is impressive,플로어 동작이 인상적이에요,peulloeo dongjagi insangjeogieyo
The music video dance is trending,뮤직비디오 춤이 유행이에요,myujikbidiochumi yuhaengieyo
I need dance shoes,댄스 신발이 필요해요,daenseu sinbari piryohaeyo
Wear comfortable clothes for dancing,편한 옷을 입고 춤춰요,pyeonhan oseul ipgo chumchweoyo
The recital is this Saturday,발표회가 이번 토요일이에요,balpyohoega ibeon toyoirieyo
I'm nervous about performing,공연이 떨려요,gongyeoni tteollyeoyo
Stage presence is important,무대 위 존재감이 중요해요,mudae wi jonjaegami jungyohaeyo
Express yourself through dance,춤으로 자신을 표현하세요,chumeuro jasineul pyohyeonhaseyo
I've been dancing for five years,춤을 5년째 추고 있어요,chumeul onyeonjjae chugo isseoyo
Traditional Korean dance is graceful,한국 전통 춤은 우아해요,hanguk jeontong chumeun uahaeyo
The fan dance is beautiful,부채춤이 아름다워요,buchaechumi areumdaweoyo
Mask dance is unique,탈춤이 독특해요,talchumi dokteukaeyo
Dance brings joy,춤은 기쁨을 줘요,chumeun gippeumeul jweoyo
Dancing relieves stress,춤을 추면 스트레스가 풀려요,chumeul chumyeon seutreseuga pullyeoyo
My body is the instrument,내 몸이 악기예요,nae momi aggiyeyo
Feel the music and move,음악을 느끼고 움직여요,eumageul neukkigo umjigyeoyoDance is the hidden language of the soul
