english_text,korean_text,romanization
Happy Valentine's Day,해피 발렌타인데이,haepi ballentaindei
Valentine's Day is February 14th,발렌타인데이는 2월 14일이야,ballentaindeineun iwol sibirirya
In Korea women give chocolate on Valentine's,한국에서는 여자가 초콜릿을 줘,hangukeseo neun yeojaga chokolriseul jwo
I made chocolate for you,너를 위해 초콜릿을 만들었어,neoreul wihae chokolriseul mandeureo sseo
I bought handmade chocolate,수제 초콜릿을 샀어,suje chokolriseul sasseo
Do you want some chocolate?,초콜릿 줄까?,chokolrit julkka?
This is for you,이건 너를 위한 거야,igeon neoreul wihan geoya
I put my heart into making this,정성을 다해 만들었어,jeongseong-eul dahae mandeureo sseo
The chocolate is shaped like a heart,초콜릿이 하트 모양이야,chokolrisi hateu moyangiya
I wrapped it prettily,예쁘게 포장했어,yeppeuge pojanghaesseo
I am nervous about giving this,주는 게 떨려,juneun ge teollyeo
Will you accept my feelings?,내 마음을 받아줄래?,nae maeumeul badajullae?
I have liked you for a long time,오래전부터 좋아했어,oraejeonbuteo joahaesseo
This is my confession,이건 내 고백이야,igeon nae gobaegiya
I hope you like the chocolate,초콜릿 마음에 들면 좋겠어,chokolrit maeume deulmyeon jokgesseo
義理チョコ is obligation chocolate,의리 초코는 의무적으로 주는 거야,uiri chokoneun uimujeogeuro juneun geoya
I gave chocolate to my coworkers,동료들에게 초콜릿을 줬어,dongryodeulege chokolriseul jwosseo
Friendship chocolate is for friends,우정 초코는 친구에게 주는 거야,ujeong chokoneun chinguege juneun geoya
I made chocolate with my friends,친구들과 초콜릿을 만들었어,chingudeulgwa chokolriseul mandeureo sseo
The stores are full of chocolate,가게마다 초콜릿으로 가득해,gagemada chokolrisero gadeukae
Chocolate sales skyrocket in February,2월에 초콜릿 판매가 급증해,iwore chokolrit panmaega geupjeunghae
I learned to temper chocolate,초콜릿 템퍼링을 배웠어,chokolrit tempeoringeul baewosseo
Dark chocolate is my favorite,다크 초콜릿이 제일 좋아,dakeu chokolrisi jeil joa
Milk chocolate is sweet,밀크 초콜릿이 달콤해,milkeu chokolrisi dalkomhae
White chocolate is creamy,화이트 초콜릿이 부드러워,hwaiteu chokolrisi budeureuwo
I added a love letter,편지도 같이 넣었어,pyeonjido gachi neoeosseo
Writing a love letter is embarrassing,연애 편지 쓰는 게 창피해,yeonae pyeonji sseuneun ge changpihae
But it is sincere,하지만 진심이야,hajiman jinsimiya
I hope he says yes,승낙해 주면 좋겠다,seungnakae jumyeon jokgetda
I am anxious waiting for a reply,답을 기다리느라 불안해,dabeul gidarinera buranhae
He accepted my feelings,내 마음을 받아줬어,nae maeumeul badajwosseo
I was rejected,거절당했어,geojeoldanghaesseo
It is okay there is White Day,괜찮아 화이트데이가 있으니까,gwaenchana hwaiteudeiga isseunikka
I got chocolate from someone,누군가에게 초콜릿을 받았어,nugunga-ege chokolriseul badasseo
I was surprised to receive chocolate,초콜릿을 받아서 놀랐어,chokolriseul badaseo nollasseo
I did not expect this,예상 못 했어,yesang mot haesseo
This is the best Valentine's Day,최고의 발렌타인데이야,choegoui ballentaindeiya
I am single on Valentine's Day,발렌타인데이에 솔로야,ballentaindee solloya
Singles can enjoy Valentine's Day too,솔로도 발렌타인을 즐길 수 있어,sollodo ballentaineul jeulgil su isseo
I bought chocolate for myself,나를 위해 초콜릿을 샀어,nareul wihae chokolriseul sasseo
Self-love is important too,자기 사랑도 중요해,jagi sarangdo jungyohae
Valentine's Day is commercial but fun,상업적이지만 재미있어,sangeopjeogjiman jaemiisseo
Love is in the air,사랑이 가득한 날이야,sarangi gadeukan nariya
Couples are everywhere today,오늘 커플이 많아,oneul keopuri mana
I saw many couples on the street,거리에 커플이 가득해,georie keopuri gadeukae
The restaurant is full of couples,식당이 커플로 가득해,sikdangi kepeulro gadeukae
I made a reservation for dinner,저녁 예약을 했어,jeonyeok yeyageul haesseo
We had a romantic dinner,로맨틱한 저녁을 먹었어,romaentikhan jeonyeogeul meogeosseo
He surprised me with flowers,그가 꽃으로 놀라게 해줬어,geuga kkocheuro nollage haejwosseo
Red roses are classic for Valentine's,빨간 장미가 발렌타인의 정석이야,ppalgan jangmiga ballentainui jeongseogia
I received a teddy bear,곰 인형을 받았어,gom inhyeongeul badasseo
Valentine's Day makes me happy,발렌타인데이가 행복해,ballentaindeiga haengbokhae
Love comes in many forms,사랑의 형태는 다양해,sarangui hyeongtaeneun dayanghe
Express your feelings today,오늘 감정을 표현해,oneul gamjeongeul pyohyeonhae
Every day should be Valentine's Day,매일이 발렌타인데이면 좋겠다,maeiri ballentaindeimyeon jokgetda
Love is the best gift,사랑이 최고의 선물이야,sarangi choegoui seonmuriya
Cherish the people you love,사랑하는 사람을 소중히 여겨,saranghaneun sarameul sojunghi yeogyeo
Happy Valentine's Day to everyone,모두 해피 발렌타인데이,modu haepi ballentaindei
Love makes the world go round,사랑이 세상을 돌게 해,sarangi sesangeul dolge hae
May love fill your heart today,오늘 사랑이 가슴에 가득하길,oneul sarangi gaseume gadeukagil
