english_text,korean_text,romanization
I'd like to book a KTX ticket,KTX 표를 예매하고 싶어요,KTX pyoreul yemaehago sipeoyo
One ticket to Busan please,부산행 한 장 주세요,busanhaeng han jang juseyo
What time is the next train to Busan?,부산행 다음 열차가 몇 시예요?,busanhaeng daeum yeolchaga myeot siyeyo?
I'd like a window seat,창가 좌석으로 주세요,changga jwaseogeuro juseyo
I'd like an aisle seat,통로 좌석으로 주세요,tongno jwaseogeuro juseyo
Is there a first class option?,특실이 있어요?,teuksiri isseoyo?
I'd like standard class,일반실로 주세요,ilbansilro juseyo
How much is the ticket?,표 가격이 얼마예요?,pyo gagyeogi eolmayeyo?
Is there a discount for early booking?,조기 예매 할인 있어요?,jogi yemae harin isseoyo?
I booked online,온라인으로 예매했어요,onlaineuro yemaehaesseoyo
Can I change my reservation?,예약을 변경할 수 있어요?,yeyageul byeongyeonghal su isseoyo?
Can I cancel my ticket?,표를 취소할 수 있어요?,pyoreul chwisohal su isseoyo?
Where is the platform?,승강장이 어디예요?,seunggangjang-i eodiyeyo?
Which platform is for Busan?,부산행은 몇 번 승강장이에요?,busanhaengeun myeot beon seunggangjangi-eyo?
The train departs from platform 5,5번 승강장에서 출발해요,obon seunggangjang-eseo chulbalhaeyo
The train leaves in 10 minutes,10분 후에 출발해요,sipbun hue chulbalhaeyo
Don't be late for the train,기차 놓치지 마세요,gicha nochiji maseyo
I almost missed the train,기차를 놓칠 뻔했어요,gichareul nochil ppeonhaesseoyo
Let's board the train,기차에 타자,gichae taja
Where is my seat?,제 자리가 어디예요?,je jariga eodiyeyo?
This is car number 7,여기가 7호차예요,yeogiga chilhochayeyo
Can I put my luggage here?,짐을 여기 놓아도 돼요?,jimeul yeogi noado dwaeyo?
There's a luggage rack above,위에 짐칸이 있어요,wie jimkani isseoyo
The train is very comfortable,기차가 정말 편해요,gichaga jeongmal pyeonhaeyo
The train is fast,기차가 빨라요,gichaga ppallayo
KTX goes up to 300 km per hour,KTX는 시속 300km까지 나와요,KTXneun sisok sambaek killomiteokkaji nawayo
Seoul to Busan takes 2.5 hours,서울에서 부산까지 2시간 반 걸려요,soureseo busankkaji dusigan ban geollyeoyo
We're arriving in Daejeon,대전에 도착합니다,daejeon-e dochakamnida
How many stops until Busan?,부산까지 몇 정거장이에요?,busankkaji myeot jeonggeojangieyo?
The next stop is Daegu,다음 정차역은 대구입니다,daeum jeongchayeogeun daeguimnida
Is there a dining car?,식당칸이 있어요?,sikdangkani isseoyo?
Is there a snack bar?,매점이 있어요?,maejomeui isseoyo?
Can I buy snacks on the train?,기차 안에서 간식을 살 수 있어요?,gicha aneseo gansigeul sal su isseoyo?
I bought a lunch box for the trip,도시락을 사왔어요,dosirageul sawasseoyo
Eating gimbap on the train is classic,기차에서 김밥 먹는 건 국룰이야,gichaeseo gimbap meongneun geon gungnyuriya
Is there Wi-Fi on the train?,기차에 와이파이 있어요?,gichae waipai isseoyo?
Can I charge my phone?,핸드폰 충전할 수 있어요?,haendeupon chungjeonthal su isseoyo?
There's an outlet under the seat,좌석 아래에 콘센트가 있어요,jwaseok arae konsenteuga isseoyo
The scenery outside is beautiful,밖 풍경이 아름다워요,bak pungyeongi areumdawoyo
Look at the mountains,산이 보여요,sani boyeoyo
We're passing through a tunnel,터널을 지나가고 있어요,teoneoreul jinagago isseoyo
We're almost there,거의 다 왔어요,geoui da wasseoyo
We've arrived at Busan Station,부산역에 도착했어요,busanyeoge dochakhaesseoyo
Please gather your belongings,소지품을 챙기세요,sojipumeul chaengiseyo
Don't leave anything behind,두고 내리는 짐이 없도록 하세요,dugo naerineun jimi eopdorok haseyo
Where is the exit?,출구가 어디예요?,chulguga eodiyeyo?
Where can I get a taxi?,택시 타는 곳이 어디예요?,taeksi taneun gosi eodiyeyo?
The train was very smooth,기차가 정말 흔들리지 않았어요,gichaga jeongmal heundeulliji anasseoyo
I love traveling by KTX,KTX 여행이 좋아요,KTX yeohaengi joayo
KTX is faster than driving,KTX가 운전하는 것보다 빨라요,KTXga unjeonhaneun geotboda ppallayo
Let's take the KTX back too,돌아올 때도 KTX 타자,doraol ttaedo KTX taja
I'll book the return ticket now,돌아오는 표도 예매할게요,doraoneun pyodo yemaehalgeyo
The round trip is cheaper,왕복이 더 저렴해요,wangbogi deo jeoryeomhaeyo
I have a rail pass,레일패스가 있어요,reilpaesuga isseoyo
The rail pass is great for tourists,레일패스는 관광객에게 좋아요,reilpaeseuneun gwangwangaekege joayo
Let's visit multiple cities by KTX,KTX로 여러 도시를 다니자,KTXro yeoreo dosireul danija
Mokpo is the last stop on this line,이 노선의 종착역은 목포예요,i nosonui jongchagyeogeun mokpoyeyo
I traveled all over Korea by train,기차로 한국 전국을 여행했어요,gicharo hanguk jeongug-eul yeohaenghaesseoyo
Train travel is romantic,기차 여행은 낭만적이에요,gicha yeohaengeun nangmanjeogieyo
Thank you for a safe journey,안전한 여행 감사합니다,anjeonhan yeohaeng gamsahamnida
