english_text,korean_text,romanization
News,뉴스,nyuseu
Breaking news,속보,sokbo
Headline,헤드라인,hedeurain
Article,기사,gisa
Reporter,기자,gija
Anchor,앵커,aengkeo
Press conference,기자회견,gijahoekyeon
Interview,인터뷰,inteobyu
Source,취재원,chwijaewon
Exclusive,단독 보도,dandok bodo
Live report,현장 생중계,hyeonjang saengjunggye
On the scene,현장에서,hyeonjangeseo
According to reports,보도에 따르면,bodoe ttareumyeon
It was announced,발표됐다,balpyodwaetda
Official statement,공식 발표,gongsik balpyo
Government spokesperson,정부 대변인,jeongbu daebyeonin
Investigation,조사,josa
Incident,사건,sageon
Accident,사고,sago
Natural disaster,자연재해,jayeonjaeae
Earthquake,지진,jijin
Flood,홍수,hongsu
Fire,화재,hwajae
Rescue,구조,gujo
Casualties,사상자,sasangja
Damage,피해,pihae
Recovery,복구,bokgu
Economy news,경제 뉴스,gyeongje nyuseu
Political news,정치 뉴스,jeongchi nyuseu
International news,국제 뉴스,gukje nyuseu
Social news,사회 뉴스,sahoe nyuseu
Sports news,스포츠 뉴스,seupocheu nyuseu
Entertainment news,연예 뉴스,yeonye nyuseu
Technology news,과학 기술 뉴스,gwahak gisul nyuseu
Opinion,사설,saseol
Editorial,논설,nonseol
Column,칼럼,kalleom
Commentary,해설,haeseol
Fake news,가짜 뉴스,gajja nyuseu
Fact check,팩트 체크,paekteu chekeu
Reliable source,신뢰할 수 있는 출처,sinroehal su inneun chulcheo
Unconfirmed report,미확인 보도,mihwagin bodo
Media,미디어,midieo
Newspaper,신문,sinmun
Television news,TV 뉴스,tibi nyuseu
Online news,온라인 뉴스,onrain nyuseu
Subscription,구독,gudok
Press freedom,언론의 자유,eolronui jayu
Public opinion,여론,yeoron
Controversy,논란,nollan
Debate,토론,toron
Scandal,스캔들,seukaendeul
Protest,시위,siwi
Did you see the news?,뉴스 봤어요?,nyuseu bwasseoyo
It was on the news today,오늘 뉴스에 나왔어요,oneul nyuse nawasseoyo
This is big news,이건 큰 뉴스예요,igeon keun nyuseuyeyo
The situation is serious,상황이 심각해요,sanghwangi simgakaeyo
I hope everyone is safe,모두 안전하길 바라요,modu anjeonhagil barayo
We need accurate information,정확한 정보가 필요해요,jeonghwakan jeongboga piryohaeyo
Do not spread fake news,가짜 뉴스를 퍼뜨리지 마세요,gajja nyuseureul peotteuriji maseyo
Stay informed,소식을 계속 확인하세요,sosigeul gyesok hwaginhaseyo
