english_text,korean_text,romanization
Bucket list,버킷리스트,bokitriseuteu
Life goal,인생 목표,insaeng mokpyo
Dream,꿈,kkum
Wish,소원,sowon
Adventure,모험,moheom
Experience,경험,gyeongheom
Once in a lifetime,일생에 한 번,ilsaenge han beon
Before I die,죽기 전에,jukgi jeone
Skydiving,스카이다이빙,seukaidaibing
Bungee jumping,번지 점프,beonji jeompeu
Scuba diving,스쿠버 다이빙,seukubeo daibing
Hot air balloon,열기구,yeolgigu
Northern lights,오로라,orora
Safari,사파리,sapari
World tour,세계 일주,segye ilju
Backpacking,배낭여행,baenang yeohaeng
Visit every continent,모든 대륙 방문,modeun daeryuk bangmun
Visit 100 countries,100개국 방문,baekkaeguk bangmun
Learn a new language,새 언어 배우기,sae eoneo baeugi
Write a book,책 쓰기,chaek sseugi
Run a marathon,마라톤 완주,maraton wanju
Climb a mountain,산 등반,san deungban
See the pyramids,피라미드 보기,piramideu bogi
Visit the Great Wall,만리장성 방문,mallijangseong bangmun
See cherry blossoms in Japan,일본 벚꽃 보기,ilbon beotkkot bogi
Northern Europe trip,북유럽 여행,bukyureop yeohaeng
Maldives,몰디브,moldibeu
Santorini,산토리니,santorini
Machu Picchu,마추픽추,machupikchu
Learn to cook,요리 배우기,yori baeugi
Learn to dance,춤 배우기,chum baeugi
Learn an instrument,악기 배우기,akgi baeugi
Start a business,사업 시작하기,saeop sijakagi
Volunteer abroad,해외 봉사,haeoe bongsa
Live abroad,해외 거주,haeoe geoju
Meet a celebrity,유명인 만나기,yumyeongin mannagi
Attend a music festival,음악 축제 참가,eumak chukje chamga
Watch the Olympics live,올림픽 직관,ollimpik jikgwan
See a whale,고래 보기,gorae bogi
Plant a tree,나무 심기,namu simgi
Adopt a pet,반려동물 입양,ballyeodongmul ibyang
Fall in love,사랑에 빠지기,sarange ppajigi
Get married,결혼하기,gyeolhonhagi
Have a family,가정 꾸리기,gajeong kkurigi
Build a house,집 짓기,jip jitgi
Learn to surf,서핑 배우기,seoping baeugi
Ride a horse,승마 해보기,seungma haebogi
See a shooting star,별똥별 보기,byeolttongbyeol bogi
Watch the sunrise,일출 보기,ilchul bogi
Watch the sunset,일몰 보기,ilmol bogi
What's on your bucket list,버킷리스트가 뭐예요,bokitriseuteuga mwoyeyo
I completed one,하나 달성했어요,hana dalseonghaesseoyo
Life is short,인생은 짧아요,insaengeun jjalbayo
No regrets,후회 없이,huhoe eopsi
Try everything,다 해보기,da haebogi
Make memories,추억 만들기,chueok mandeulgi
Live life to the fullest,인생을 최대한 즐기세요,insaengeul choedaehan jeulgiseyo
Dream big,크게 꿈꾸세요,keuge kkumkkuseyo
Chase your dreams,꿈을 쫓으세요,kkumeul jjocheuseyo
Cross it off the list,목록에서 지우기,mongnokeseo jiugi
