english_text,korean_text,romanization
Let's cook together,같이 요리하자,gachi yorihaja
What should we make?,뭘 만들까?,mwol mandeulkka?
I'll make kimchi jjigae,김치찌개를 만들게요,gimchijjigaereul mandeulgeyo
First wash the rice,먼저 쌀을 씻어요,meonjeo ssareul ssisseoyo
Chop the onions,양파를 썰어요,yangpareul sseoreoyo
Mince the garlic,마늘을 다져요,manereul dajyeoyo
Slice it thinly,얇게 썰어요,yalpge sseoreoyo
Dice the vegetables,채소를 깍둑썰기 해요,chaesoreul kkakduksseolgi haeyo
Peel the potatoes,감자 껍질을 벗겨요,gamja kkeopjireul beotgyeoyo
Wash the vegetables,채소를 씻어요,chaesoreul ssisseoyo
Boil the water,물을 끓여요,mureul kkeuryeoyo
Turn on the stove,가스불을 켜요,gaseu-bureul kyeoyo
Turn off the stove,가스불을 꺼요,gaseu-bureul kkeoyo
Set the heat to medium,중불로 해요,jungbullo haeyo
Set the heat to low,약불로 해요,yakbullo haeyo
Set the heat to high,강불로 해요,gangbullo haeyo
Stir it well,잘 저어요,jal jeoeoyo
Fry the eggs,계란을 부쳐요,gyeraneul buchyeoyo
Scramble the eggs,계란을 스크램블 해요,gyeraneul seukeurembeur haeyo
Add soy sauce,간장을 넣어요,ganjaneul neoeoyo
Add sesame oil,참기름을 넣어요,chamgireumeul neoeoyo
Add red pepper paste,고추장을 넣어요,gochujaneul neoeoyo
Add soybean paste,된장을 넣어요,doenjaneul neoeoyo
Season to taste,간을 맞춰요,ganeul majchwoyo
It needs more salt,소금이 좀 더 필요해요,sogeumi jom deo piryohaeyo
It's too salty,너무 짜요,neomu jjayo
It's too spicy,너무 매워요,neomu maewoyo
It's not spicy enough,덜 매워요,deol maewoyo
Let it simmer for 20 minutes,20분간 끓여요,isipbun-gan kkeuryeoyo
Cover with a lid,뚜껑을 덮어요,ttukkeoneul deopeoyo
Stir it occasionally,가끔 저어 주세요,gakkeum jeoeo juseyo
Marinate the meat,고기를 양념에 재워요,gogireul yangnyeome jaeweoyo
Grill the meat,고기를 구워요,gogireul guwoyo
Steam the vegetables,채소를 쪄요,chaesoreul jjyeoyo
Deep fry until golden,노릇하게 튀겨요,noreutage twigeoyo
Drain the water,물을 따라내요,mureul ttaranaeyo
Strain the broth,국물을 거르세요,gungmureul georeuseyo
Add the anchovy stock,멸치 육수를 넣어요,myeolchi yuksureul neoeoyo
Mix it all together,전부 섞어요,jeonbu seokeoyo
Let the dough rest,반죽을 숙성시켜요,banjugeul sukseongsikyeoyo
Knead the dough,반죽을 치대요,banjugeul chidaeyo
Cut it into bite-sized pieces,한입 크기로 잘라요,hanip keugiro jallayo
Put it in the oven,오븐에 넣어요,obeune neoeoyo
Bake at 180 degrees,180도에서 구워요,baekpalsipdoeseo guwoyo
It smells delicious,맛있는 냄새가 나요,masinneun naemsaega nayo
It's almost done,거의 다 됐어요,geoui da dwaesseoyo
The food is ready,음식이 다 됐어요,eumsigi da dwaesseoyo
Let's set the table,상을 차려요,sangeul charyeoyo
Enjoy your meal,맛있게 드세요,masitge deuseyo
I made this myself,직접 만들었어요,jikjeop mandeuresseoyo
The recipe calls for two cups,레시피에 두 컵이 필요해요,resipie du keobi piryohaeyo
I followed a recipe online,인터넷 레시피를 따라 했어요,inteonet resipireul ttara haesseoyo
Where's the cutting board?,도마가 어디 있어요?,domaga eodi isseoyo?
Pass me the spatula,뒤집개 좀 주세요,dwijipgae jom juseyo
I burned the food,음식을 태웠어요,eumsigeul taewosseoyo
Don't burn it,태우지 마세요,taeuji maseyo
Clean up as you go,하면서 정리해요,hamyeonseo jeongnihaeyo
Do the dishes,설거지해요,seolgeojihaeyo
I'll do the dishes,제가 설거지할게요,jega seolgojihalgeyo
The leftovers go in the fridge,남은 음식은 냉장고에 넣어요,nameun eumsigeun naengjangoe neoeoyo
