english_text,korean_text,romanization
You can do it,할 수 있어,hal su isseo
I believe in you,널 믿어,neol mideoI
Do not give up,포기하지 마,pogihaji ma
Everything will be okay,다 잘 될 거야,da jal doel geoya
You are doing great,잘하고 있어,jalhago isseo
Keep going,계속 가자,gyesok gaja
Stay strong,힘내,himnae
Do not worry too much,너무 걱정하지 마,neomu geokjeonghaji ma
Tomorrow will be better,내일은 더 나을 거야,naeireun deo naeul geoya
You are stronger than you think,네가 생각하는 것보다 강해,nega saenggakhaneun geotboda ganghae
I am always on your side,나는 항상 네 편이야,naneun hangsang ne pyeoniya
This too shall pass,이것도 지나갈 거야,igeotdo jinagal geoya
Mistakes help you grow,실수가 너를 성장시켜,silsuga neoreul seongjangssikyeo
It is okay to fail,실패해도 괜찮아,silpaehaedo gwaenchana
Take your time,천천히 해,cheoncheonhi hae
You have come so far,여기까지 정말 잘 왔어,yeogikkaji jeongmal jal wasseo
Never stop trying,시도하는 걸 멈추지 마,sidohaneun geol meomchuji ma
The hardest part is over,가장 힘든 부분은 지났어,gajang himdeun bubuneun jinasseo
I am proud of you,네가 자랑스러워,nega jarangseureuwo
Every effort counts,모든 노력은 다 의미 있어,modeun noryeokeun da uimi isseo
You are not alone,혼자가 아니야,honjaga aniya
Just take one step at a time,한 걸음씩 가면 돼,han geoleumsshik gamyeon dwae
Have confidence in yourself,자신감을 가져,jasingameul gajyeo
You deserve good things,좋은 일이 일어날 자격이 있어,joeun iri ireonal jagyeogi isseo
There is always hope,항상 희망이 있어,hangsang huimangi isseo
Your hard work will pay off,노력은 배신하지 않아,noryeokeun baesinhaji ana
Do not compare yourself to others,남과 비교하지 마,namgwa bigyohaji ma
You are unique and special,넌 특별해,neon teukbyeolhae
Do not be too hard on yourself,자신을 너무 다그치지 마,jasineul neomu dageuchiji ma
Be proud of your progress,네 성장에 자부심을 가져,ne seongjange jabusimeul gajyeo
You inspire others,넌 다른 사람들에게 영감을 줘,neon dareun saramdeulege yeonggameul jwo
It will get easier with time,시간이 지나면 쉬워질 거야,sigani jinamyeon swiwojil geoya
Believe in your potential,네 가능성을 믿어,ne ganeungseong-eul mideo
You are making a difference,넌 변화를 만들고 있어,neon byeonhwareul mandeulgo isseo
Keep your chin up,고개 들어,gogae deureo
Good things are coming,좋은 일이 올 거야,joeun iri ol geoya
Failure is not the end,실패가 끝이 아니야,silpaega kkeuchi aniya
You have so much talent,재능이 넘쳐,jaeneungi neomchyeo
Do not let fear stop you,두려움에 멈추지 마,duryeoume meomchuji ma
Today is a new beginning,오늘은 새로운 시작이야,oneureun saeroun sijagia
You are braver than you feel,느끼는 것보다 용감해,neukkineun geotboda yonggamhae
I know it is hard,힘든 거 알아,himdeun geo ara
Hang in there,조금만 버텨,jogeumman beopyeo
Pain is temporary,고통은 일시적이야,gotong-eun ilsijeogia
You will look back and smile,나중에 돌아보면 웃을 거야,najunge dorabomyeon useul geoya
Your efforts are not in vain,네 노력은 헛되지 않아,ne noryeokeun heotdoeji ana
Do not be afraid to start over,다시 시작하는 걸 두려워하지 마,dasi sijakhaneun geol duryeowohaji ma
You have overcome harder things,더 힘든 것도 이겨냈잖아,deo himdeun geotdo igyeonaetjanha
Enjoy the journey,과정을 즐겨,gwajeongeul jeulgyeo
Challenges make you stronger,도전이 너를 강하게 해,dojeoni neoreul ganghage hae
Rest if you need to,쉬어야 할 때는 쉬어,swieoya hal ttaeneun swieo
You are enough just as you are,있는 그대로 충분해,inneun geudaero chungbunhae
Trust the process,과정을 믿어,gwajeongeul mideo
Small steps matter too,작은 걸음도 중요해,jageun georeumdo jungyohae
You light up the world,넌 세상을 밝게 해,neon sesangeul balkge hae
Nothing is impossible for you,네게 불가능은 없어,nege bulganeungeun eopseo
Dream big,꿈은 크게 꿔,kkumeun keuge kkwo
You have my full support,전적으로 응원해,jeonjeog-euro eungwonhae
Never underestimate yourself,자신을 과소평가하지 마,jasineul gwasopyeong-gahaji ma
The best is yet to come,가장 좋은 건 아직 오지 않았어,gajang joeun geon ajik oji anasseo
You are loved,넌 사랑받고 있어,neon sarangbatgo isseo
