english_text,korean_text,romanization
Let's play golf,골프 치러 가요,golpeu chireo gayo
Where is the golf course,골프장이 어디에 있어요,golpeujangi eodie isseoyo
I booked a tee time,티타임을 예약했어요,titaimeul yeyakhaesseoyo
What time is our tee time,티타임이 몇 시예요,titaimi myeot siyeyo
I need to warm up,연습을 해야 해요,yeonseuebeul haeya haeyo
Let's go to the driving range,골프 연습장에 가요,golpeu yeonseupjang-e gayo
I hit a hundred balls,공 100개를 쳤어요,gong baekgaereul chyeosseoyo
Which club should I use,어떤 클럽을 써야 해요,eotteon keulleodeul sseoya haeyo
Use a driver for the tee shot,티샷에는 드라이버를 쓰세요,tisyaseneun deuraibeo-reul sseuseyo
Use an iron for approach shots,어프로치에는 아이언을 쓰세요,eoprochie-neun aieon-eul sseuseyo
Use a putter on the green,그린에서는 퍼터를 쓰세요,geurineseo-neun peoteo-reul sseuseyo
Use a wedge for short shots,짧은 샷에는 웨지를 쓰세요,jjalbeun syaseneun wejireul sseuseyo
I hit it straight,직구로 쳤어요,jikguro chyeosseoyo
The ball went to the right,공이 오른쪽으로 갔어요,gongi oreunjjogeuro gasseoyo
The ball went to the left,공이 왼쪽으로 갔어요,gongi oenjjogeuro gasseoyo
I sliced the ball,슬라이스가 났어요,seullaiseu-ga nasseoyo
I hooked the ball,훅이 났어요,hugi nasseoyo
Nice shot,나이스 샷,naiseu syat
Great drive,드라이브 잘 쳤어요,deuraibeu jal chyeosseoyo
I got a birdie,버디를 했어요,beodireul haesseoyo
I got a par,파를 했어요,pareul haesseoyo
I got a bogey,보기를 했어요,bogireul haesseoyo
I got a double bogey,더블보기를 했어요,deobeulbogireul haesseoyo
I got a hole in one,홀인원을 했어요,horinwoneul haesseoyo
What's your handicap,핸디캡이 얼마예요,haendikaebi eolmayeyo
I'm a beginner golfer,골프 초보자예요,golpeu chobojayeyo
I need golf lessons,골프 레슨이 필요해요,golpeu reseuni piryohaeyo
The fairway is wide,페어웨이가 넓어요,peeoweiga neolbeoyo
Watch out for the bunker,벙커를 조심하세요,beongkeoreul josimhaseyo
My ball is in the sand trap,공이 벙커에 빠졌어요,gongi beongkeoe ppajyeosseoyo
My ball is in the water hazard,공이 워터 해저드에 빠졌어요,gongi woteo haejeo-due ppajyeosseoyo
I need to take a drop,드롭을 해야 해요,deurobeul haeya haeyo
Read the green carefully,그린을 잘 읽으세요,geurineul jal ilgeuseyo
The green is fast today,오늘 그린이 빨라요,oneul geurini ppallayo
I three-putted,쓰리 퍼팅을 했어요,sseuri peotingeul haesseoyo
I sank the putt,퍼팅을 성공했어요,peotingeul seonggonghaesseoyo
The course is beautiful,코스가 아름다워요,koseuga areumdawoyo
It's a par seventy-two course,파 72 코스예요,pa chilsip-i koseuyeyo
We're on the back nine,후반 9홀이에요,huban guholieyo
What's your score,점수가 얼마예요,jeomsuga eolmayeyo
I shot eighty-five,85타를 쳤어요,palsipota-reul chyeosseoyo
I need more practice,연습이 더 필요해요,yeonsuebi deo piryohaeyo
My swing needs work,스윙을 교정해야 해요,seuwingeul gyojeong-haeya haeyo
Keep your head down,머리를 숙이세요,meorireul sugiseyo
Follow through on your swing,스윙을 끝까지 하세요,seuwingeul kkeutkkaji haseyo
I rent a golf cart,골프카트를 빌려요,golpeu kateureul billyeoyo
Let's walk the course,걸어서 라운딩해요,georeoseo raundinghaeyo
I wear golf shoes,골프화를 신어요,golpeuhwareul sineoyo
Golf etiquette is important,골프 에티켓이 중요해요,golpeu etikesi jungyohaeyo
Repair your divots,디봇을 수리하세요,diboseul surihaseyo
Don't talk during someone's swing,남이 스윙할 때 말하지 마세요,nami seuwinghal ttae malhaji maseyo
Golf is a gentleman's sport,골프는 신사의 스포츠예요,golpeuneun sinsaui seupocheuyeyo
Let's play another round soon,조만간 다시 치자,jomangan dasi chija
Golf is very popular in Korea,한국에서 골프가 매우 인기예요,hangukeseo golpeuga maeu ingiyeyo
Screen golf is fun too,스크린 골프도 재미있어요,seukeurin golpeudo jaemiisseoyo
I enjoy playing golf with friends,친구들과 골프를 즐겨요,chingudeulgwa golpereul jeulgyeoyo
Golf relieves stress,골프가 스트레스를 풀어줘요,golpeuga seuteureseureul pureojwoyo
I'm getting better at golf,골프 실력이 늘고 있어요,golpeu sillyeogi neulgo isseoyo
Practice makes perfect in golf,골프도 연습하면 늘어요,golpeudo yeonseupahmyeon neureoyoGolf is a game of patience,골프는 인내의 게임이에요,golpeuneun innaeui geimieyo
Enjoy the game,게임을 즐기세요,geimeul jeulgiseyo
