english_text,korean_text,romanization
Can I get an Americano?,아메리카노 한 잔 주세요,amerikano han jan juseyo
One iced latte please,아이스 라떼 한 잔 주세요,aiseu latte han jan juseyo
Hot or iced?,뜨거운 거요 차가운 거요?,tteugeoun geoyo chagaun geoyo?
Hot please,뜨거운 걸로요,tteugeoun geollo yo
Iced please,차가운 걸로요,chagaun geollo yo
What size?,사이즈 뭐로 하시겠어요?,saijeu mworo hasigesseoyo?
Regular size please,레귤러 사이즈로 주세요,regyulleo saijeu ro juseyo
Large size please,라지 사이즈로 주세요,raji saijeu ro juseyo
For here please,여기서 마실게요,yeogiseo masilgeyo
To go please,가져갈게요,gajyeogalgeyo
Can I have less ice?,얼음 적게 해주세요,eoreum jeokge haejuseyo
No ice please,얼음 빼주세요,eoreum ppaejuseyo
Extra shot please,샷 추가해 주세요,syat chugahae juseyo
Decaf please,디카페인으로 주세요,dikapeineuro juseyo
Can I get soy milk?,두유로 바꿔 주세요,duyuro bakkwo juseyo
How much is this?,이거 얼마예요?,igeo eolmayeyo?
I'll pay by card,카드로 결제할게요,kadeu ro gyeoljehalgey o
Can I have a receipt?,영수증 주세요,yeongsujeung juseyo
Where can I sit?,자리 있어요?,jari isseoyo?
Is there Wi-Fi?,와이파이 있어요?,waipai isseoyo?
What's the Wi-Fi password?,와이파이 비밀번호가 뭐예요?,waipai bimilbeonhoga mwoyeyo?
Where's the restroom?,화장실 어디예요?,hwajangsil eodiyeyo?
One green tea latte please,녹차 라떼 한 잔 주세요,nokcha latte han jan juseyo
Can I get a chocolate cake?,초콜릿 케이크 하나 주세요,chokollit keikeu hana juseyo
One croissant please,크루아상 하나 주세요,keuruasang hana juseyo
Do you have any recommendations?,추천 메뉴 있어요?,chucheon menyu isseoyo?
What's popular here?,여기 인기 메뉴가 뭐예요?,yeogi ingi menyuga mwoyeyo?
This is really good,이거 진짜 맛있어요,igeo jinjja masisseoyo
It's too sweet,너무 달아요,neomu darayo
It's too bitter,너무 써요,neomu sseoyo
Can I get some water?,물 좀 주세요,mul jom juseyo
One more of the same please,같은 거 하나 더 주세요,gateun geo hana deo juseyo
Can I order here?,여기서 주문하면 되나요?,yeogiseo jumunhamyeon doenayo?
I'll order at the counter,카운터에서 주문할게요,kaunteoeseojumunhalgeyo
Is this seat taken?,이 자리 비어 있어요?,i jari bieo isseoyo?
Can I sit here?,여기 앉아도 돼요?,yeogi anjado dwaeyo?
Can I charge my phone?,충전해도 돼요?,chungjeonhaedo dwaeyo?
Where's the outlet?,콘센트 어디 있어요?,konsenteu eodi isseoyo?
It smells so good,향이 너무 좋아요,hyangi neomu joayo
The atmosphere is nice,분위기가 좋네요,bunwigiga jonneyo
One caramel macchiato please,카라멜 마끼아또 하나 주세요,karamel makkiatto hana juseyo
Whipped cream on top please,위에 휘핑크림 올려 주세요,wie hwipingkeurim ollyeo juseyo
No whipped cream please,휘핑크림 빼주세요,hwipingkeurim ppaejuseyo
Can I get it less sweet?,덜 달게 해주세요,deol dalge haejuseyo
One smoothie please,스무디 하나 주세요,seumudi hana juseyo
Do you have oat milk?,오트 밀크 있어요?,oteu milkeu isseoyo?
I'll have what they're having,저분이 드시는 거랑 같은 걸로요,jeobuni deusineun georang gateun geollo yo
Can I see the menu?,메뉴판 볼 수 있어요?,menyupan bol su isseoyo?
This is my favorite cafe,여기 제가 자주 오는 카페예요,yeogi jega jaju oneun kapeyeyo
Let's go grab some coffee,커피 마시러 가자,keopi masireo gaja
Should we get coffee?,커피 한잔 할까요?,keopi hanjan halkkayo?
I need my morning coffee,아침 커피가 필요해요,achim keopiga piryohaeyo
I'm a coffee addict,저 커피 중독이에요,jeo keopi jungdogieyo
Can I get a refill?,리필 되나요?,ripil doenayo?
Do you have any new drinks?,신메뉴 있어요?,sinmenyu isseoyo?
This drink is Instagram-worthy,이 음료 인스타감이다,i eumnyo inseutagamida
One tea please,차 한 잔 주세요,cha han jan juseyo
Honey please,꿀 넣어 주세요,kkul neoeo juseyo
Can I take a photo here?,여기서 사진 찍어도 돼요?,yeogiseo sajin jjigeodo dwaeyo?
The coffee here is the best,여기 커피가 제일 맛있어요,yeogi keopiga jeil masisseoyo
