english_text,korean_text,romanization
I guess it will work out,되겠지,doegettji
It seems like it will rain,비가 올 것 같아,biga ol geot gata
I was about to leave,막 나가려던 참이었어,mak nagareyodeon chamieosseo
I ended up buying it,결국 사게 됐어,gyeolguk sage dwaesseo
It turns out he was right,알고 보니 그가 맞았어,algo boni geuga majasseo
I should have studied more,더 공부했어야 했는데,deo gongbuhaesseoya haenneunde
I wish I could go,갈 수 있으면 좋겠다,gal su isseumyeon jokgetda
It is worth trying,해볼 만해,habol manhae
I have no choice but to go,갈 수밖에 없어,gal subakke eopseo
I might as well eat,먹는 게 낫겠다,meongneun ge natgetda
It is not that I hate it,싫은 건 아니야,sireun geon aniya
I heard that she quit,그녀가 그만뒀다고 들었어,geunyeoga geumandwotdago deureosseo
I plan to travel next month,다음 달에 여행할 계획이야,daeum dare yeohaenghal gyehoegiya
I happened to see him,우연히 그를 봤어,uyeonhi geureul bwasseo
It is because I was tired,피곤했기 때문이야,pigonhaetgi ttaemuiya
I am thinking of moving,이사할까 생각 중이야,isahalkka saenggak jungiya
I feel like sleeping,잠이 올 것 같아,jami ol geot gata
I almost forgot,까먹을 뻔했어,kkameogeul ppeonhaesseo
I keep forgetting,자꾸 까먹어,jakku kkameogeo
The more I think about it,생각하면 할수록,saenggakhamyeon halsurok
Even if it rains I will go,비가 와도 갈 거야,biga wado gal geoya
I have been wanting to try it,해보고 싶었어,haebogo sipeosseo
It seems like he left,떠난 것 같아,tteonan geot gata
I am on my way,가는 중이야,ganeun jungiya
I just arrived,방금 도착했어,banggeum dochakhaesseo
I was just joking,그냥 농담이었어,geunyang nongdamieosseo
Whenever I eat this I feel happy,이거 먹을 때마다 행복해,igeo meogeul ttaemada haengbokhae
As soon as I got home,집에 도착하자마자,jibe dochakhajamaaja
Not only is it cheap but also good,싸기도 하고 좋기도 해,ssagido hago jokgido hae
I used to do that,예전에는 그랬었어,yejeone neun geuraesseosseo
I regret not going,안 간 게 후회돼,an gan ge huhwedwae
I ended up falling asleep,결국 잠들어 버렸어,gyeolguk jamdeureo beoryeosseo
It looks like fun,재미있을 것 같아,jaemiisseul geot gata
I cannot help but laugh,웃지 않을 수가 없어,utji anheul suga eopseo
It depends on the situation,상황에 따라 달라,sanghwange ttara dalla
I am about to cry,울 것 같아,ul geot gata
I was so surprised,너무 놀랐어,neomu nollasseo
I did not mean to,일부러 그런 거 아니야,ilbureo geureon geo aniya
I hope it goes well,잘 됐으면 좋겠다,jal dwaesseumyeon jokgetda
I was wondering why,왜 그런가 했어,wae geureonga haesseo
Even though I knew,알면서도,almyeonseodo
It is not like that,그런 게 아니야,geureon ge aniya
I only found out later,나중에야 알았어,najungeya arasseo
Every time I see you,볼 때마다,bol ttaemada
I feel like giving up,포기하고 싶어,pogihago sipeo
Whether or not you come,오든 말든,odeon maldeon
As long as you are happy,네가 행복하면 돼,nega haengbokhamyeon dwae
No matter how hard I try,아무리 노력해도,amuri noryeokaedo
I cannot believe it happened,믿을 수가 없어,mideul suga eopseo
I was told to wait,기다리라고 했어,gidarirago haesseo
If only I had known,알았더라면,aratdeoramyeon
The truth is I was scared,사실 무서웠어,sasil museowosseo
It turned out to be nothing,별거 아니었어,byeolgeo anieosseo
I should not have said that,그 말 하지 말걸,geu mal haji malgeol
I am so relieved,정말 다행이다,jeongmal dahaengida
I wonder what happened,무슨 일이 있었나,museun iri isseonna
Now that I think about it,생각해 보니까,saenggakhae bonikka
I was in the middle of eating,밥 먹는 중이었어,bap meongneun jungieosseo
I had a feeling it would happen,그럴 줄 알았어,geureol jul arasseo
At least try it once,한번은 해봐,hanbeoneun haebwa
