english_text,korean_text,romanization
I'd like ramyeon,라면 하나 주세요,ramyeon hana juseyo
Let's make instant ramyeon,라면 끓이자,ramyeon kkeurija
The water is boiling,물이 끓고 있어요,muri kkeutgo isseoyo
Put in the noodles first,면을 먼저 넣어요,myeoneul meonjeo neoeoyo
Add the soup powder,스프를 넣어요,seupereul neoeoyo
Add the flakes packet,건더기 스프를 넣어요,geondeogi seupereul neoeoyo
Boil for 4 minutes,4분간 끓여요,sabun-gan kkeuryeoyo
I like my ramyeon spicy,매운 라면이 좋아요,maeun ramyeoni joayo
I like my noodles firm,면이 쫄깃한 게 좋아요,myeoni jjolgithan ge joayo
I like my noodles soft,면이 퍼진 게 좋아요,myeoni peojin ge joayo
Let's add an egg,계란 넣자,gyeran neotja
Let's add cheese,치즈 넣자,chijeu neotja
Let's add some rice,밥 말아 먹자,bap mara meokja
Ramyeon with rice is the best,라면에 밥은 국룰이야,ramyeone babeun gungnyuriya
I like shin ramyeon,신라면이 좋아요,sinramyeoni joayo
I like jin ramyeon,진라면이 좋아요,jinramyeoni joayo
Have you tried buldak?,불닭볶음면 먹어 봤어요?,buldakbokkeum-myeon meogeo bwasseoyo?
It's extremely spicy,엄청 매워요,eomcheong maewoyo
My mouth is on fire,입이 불이야,ibi buriya
I need water,물 좀 주세요,mul jom juseyo
Let's eat cup noodles,컵라면 먹자,keopramyeon meokja
Just add hot water,뜨거운 물만 부으면 돼요,tteugeoun mulman bueumyeon dwaeyo
I'd like cold noodles,냉면 주세요,naengmyeon juseyo
I'd like mul-naengmyeon,물냉면 주세요,mulnaengmyeon juseyo
I'd like bibim-naengmyeon,비빔냉면 주세요,bibimnaengmyeon juseyo
The broth is so refreshing,육수가 시원해요,yuksuga siwonhaeyo
I'd like kalguksu,칼국수 주세요,kalguksu juseyo
I'd like japchae,잡채 주세요,japchae juseyo
I'd like jajangmyeon,자장면 주세요,jajangmyeon juseyo
I'd like jjamppong,짬뽕 주세요,jjamppong juseyo
The jjamppong is spicy and delicious,짬뽕이 매콤하고 맛있어요,jjamppong-i maekomhago masisseoyo
I'd like udong,우동 주세요,udong juseyo
Slurp the noodles loudly,면을 후루룩 먹어,myeoneul hururuk meogeo
The noodles are chewy,면이 쫄깃해요,myeoni jjolgitaeyo
The broth is rich and flavorful,국물이 진하고 맛있어요,gungmuri jinhago masisseoyo
I finished all the broth,국물까지 다 마셨어요,gungmulkkaji da masyeosseoyo
Ramyeon tastes better in the pot,냄비째 먹으면 더 맛있어,naembijjae meogeumyeon deo masisseo
Ramyeon is the best late-night snack,라면은 야식으로 최고야,ramyeoneun yasigeuro choegoya
I eat ramyeon when I'm stressed,스트레스 받으면 라면 먹어요,seuteureseu badeumyeon ramyeon meogeoyo
Don't eat ramyeon at night,밤에 라면 먹지 마,bame ramyeon meokji ma
I ate ramyeon and my face is puffy,라면 먹었더니 얼굴이 부었어,ramyeon meogeotdeoni eolguri bueosseo
This is a famous noodle restaurant,여기 유명한 국수집이에요,yeogi yumyeonghan guksujibieyo
The handmade noodles are chewy,수제면이 쫄깃해요,sujemyeoni jjolgitaeyo
I'd like kongguksu,콩국수 주세요,kongguksu juseyo
Kongguksu is a summer favorite,콩국수는 여름 별미예요,kongguksuneun yeoreum byeolmiyeyo
I'd like bibim guksu,비빔국수 주세요,bibimguksu juseyo
I'd like janchi guksu,잔치국수 주세요,janchiguksu juseyo
Noodles at a wedding are a tradition,결혼식에서 잔치국수를 먹어요,gyeolhonsikeseo janchiguksureul meogeoyo
When are you serving noodles?,국수 언제 먹여 줄 거예요?,guksu eonje meogyeo jul geoyeyo?
That means when are you getting married,그건 언제 결혼하냐는 뜻이에요,geugeon eonje gyeolhonhanyaneun tteusieyo
I tried making ramyeon from scratch,라면을 직접 만들어 봤어요,ramyeoneul jikjeop mandeureo bwasseoyo
Nothing beats homemade noodles,역시 집에서 만든 면이 최고야,yeoksi jibeseo mandeun myeoni choegoya
The portion is huge,양이 엄청 많아요,yangi eomcheong manayo
I can't finish it all,다 못 먹겠어요,da mot meokgesseoyo
Let's share a bowl,한 그릇 나눠 먹자,han geureut nanwo meokja
I want seconds,한 그릇 더 먹고 싶어,han geureut deo meokgo sipeo
That was delicious,정말 맛있었어요,jeongmal masisseoyo
I'm totally satisfied,완전 만족이야,wanjeon manjogiya
Korean noodle dishes are the best,한국 면 요리가 최고야,hanguk myeon yoriga choegoya
Noodles on a rainy day are perfect,비 오는 날 면 요리가 딱이야,bi oneun nal myeon yoriga ttakiya
