english_text,korean_text,romanization
I'd like to make an appointment,예약하고 싶어요,yeyakhago sipeoyo
I need to see a doctor,의사 선생님을 만나야 해요,uisa seonsaengnimeul mannaya haeyo
Where is the reception desk?,접수처가 어디예요?,jeopsucheoga eodiyeyo?
This is my first visit,처음 방문이에요,cheoeum bangmunieyo
I have health insurance,건강보험 있어요,geongang-boheom isseoyo
Here is my insurance card,보험증이에요,boheomjeungieyo
How long is the wait?,대기 시간이 얼마나 돼요?,daegi sigani eolmana dwaeyo?
What department should I go to?,어느 과에 가야 해요?,eoneu gwae gaya haeyo?
I need to go to internal medicine,내과에 가야 해요,naegwae gaya haeyo
I need to see a dentist,치과에 가야 해요,chigwae gaya haeyo
I need to see an eye doctor,안과에 가야 해요,angwae gaya haeyo
I need to see a dermatologist,피부과에 가야 해요,pibugwae gaya haeyo
Where is the emergency room?,응급실이 어디예요?,eunggeupsiiri eodiyeyo?
I've been sick for three days,사흘째 아파요,saheulchae apayo
Where does it hurt?,어디가 아프세요?,eodiga apeuseyo?
It hurts here,여기가 아파요,yeogiga apayo
I need a blood test,혈액 검사를 받아야 해요,hyeoraek geomsareul badaya haeyo
I need an X-ray,엑스레이를 찍어야 해요,ekseurireul jjigeoya haeyo
I need a check-up,건강검진을 받고 싶어요,geonganggeonjineul batgo sipeoyo
When will the results be ready?,검사 결과가 언제 나와요?,geomsa gyeolgwaga eonje nawayo?
Do I need surgery?,수술이 필요해요?,susuri piryohaeyo?
I'm pregnant,임신했어요,imsinhasseoyo
I feel pain when I breathe,숨 쉴 때 아파요,sum swil ttae apayo
I twisted my ankle,발목을 삐었어요,balmoreul ppieosseoyo
I broke my arm,팔이 부러졌어요,pari bureojeosseoyo
I need stitches,봉합이 필요해요,bonghabi piryohaeyo
Can you write me a prescription?,처방전 써 주세요,cheobangjeom sseo juseyo
I'm taking other medications,다른 약을 복용 중이에요,dareun yageul bogyong jungieyo
I have no appetite,입맛이 없어요,immasi eopseoyo
I can't sleep well,잠을 잘 못 자요,jameul jal mot jayo
I've been stressed lately,요즘 스트레스를 많이 받아요,yojeum seuteureseureul mani badayo
Please check my blood pressure,혈압 좀 재 주세요,hyeorap jom jae juseyo
I need a vaccination,예방접종을 받고 싶어요,yebangjeopjongeul batgo sipeoyo
Do I need to be hospitalized?,입원해야 해요?,ibwonhaeya haeyo?
When can I be discharged?,퇴원은 언제 할 수 있어요?,toewoneun eonje hal su isseoyo?
I need a medical certificate,진단서가 필요해요,jindanseoga piryohaeyo
How much is the treatment?,치료비가 얼마예요?,chiryobiga eolmayeyo?
Where do I pay?,수납은 어디서 해요?,sunab-eun eodiseo haeyo?
I need to schedule a follow-up,다음 예약을 잡고 싶어요,daeum yeyageul japgo sipeoyo
Is there a pharmacy nearby?,근처에 약국 있어요?,geuncheoe yakguk isseoyo?
Please speak slowly,천천히 말해 주세요,cheoncheonhi malhae juseyo
I'm allergic to penicillin,페니실린 알레르기가 있어요,penisirin allereugi-ga isseoyo
I have high blood sugar,혈당이 높아요,hyeoldangi nopayo
I feel short of breath,숨이 차요,sumi chayo
My vision is blurry,눈이 흐려요,nuni heuryeoyo
I have back pain,허리가 아파요,heoriga apayo
I need physical therapy,물리치료를 받고 싶어요,mullichiryoreul batgo sipeoyo
My ear hurts,귀가 아파요,gwiga apayo
I have a toothache,이가 아파요,iga apayo
I need to get a cavity filled,충치 치료를 해야 해요,chungchi chiryoreul haeya haeyo
Please give me a sick note,진단서 좀 써 주세요,jindanseo jom sseo juseyo
I have swelling here,여기가 부었어요,yeogiga bueosseoyo
I feel numbness in my hands,손이 저려요,soni jeoryeoyo
I have a ringing in my ears,이명이 있어요,imyeongi isseoyo
Can I get a CT scan?,CT 검사를 받을 수 있어요?,CT geomsareul badeul su isseoyo?
I need an MRI,MRI 검사를 받아야 해요,MRI geomsareul badaya haeyo
Please refer me to a specialist,전문의에게 소개해 주세요,jeonmuuiege sogaehae juseyo
I'd like a second opinion,다른 의사의 의견도 듣고 싶어요,dareun uisaui uigyeondo deutgo sipeoyo
What are the visiting hours?,면회 시간이 어떻게 돼요?,myeonhoe sigani eotteoke dwaeyo?
Is there a cafeteria in the hospital?,병원 안에 식당 있어요?,byeongwon ane sikdang isseoyo?
