english_text,korean_text,romanization
Cheese,치즈,chijeu
Cake,케이크,keikeu
Chocolate,초콜릿,chokollit
Coffee,커피,keopi
Juice,주스,juseu
Salad,샐러드,saelleodeu
Sandwich,샌드위치,saendeuwichi
Hamburger,햄버거,haembeogeo
Pizza,피자,pija
Pasta,파스타,paseuta
Steak,스테이크,seuteikeu
Soup,수프,supeu
Bread,빵,ppang
Butter,버터,beoteo
Jam,잼,jaem
Yogurt,요거트,yogeoteu
Ice cream,아이스크림,aiseukeurim
Donut,도넛,donut
Cookie,쿠키,kuki
Muffin,머핀,meopin
Waffle,와플,wapeul
Popcorn,팝콘,papkon
Chips,칩스,chipseu
Gum,껌,kkeom
Candy,캔디,kaendi
Caramel,카라멜,karamel
Vanilla,바닐라,banilla
Cinnamon,시나몬,sinamon
Ketchup,케첩,kechop
Mayonnaise,마요네즈,mayonejeu
Mustard,머스타드,meoseutadeu
Olive oil,올리브유,ollibeuyu
Vinegar,식초,sikcho
Curry,카레,kare
Cocoa,코코아,kokoa
Almond,아몬드,amondeu
Banana,바나나,banana
Orange,오렌지,orenji
Lemon,레몬,remon
Mango,망고,manggo
Pineapple,파인애플,painaepeul
Coconut,코코넛,kokonet
Avocado,아보카도,abokado
Tomato,토마토,tomato
Broccoli,브로콜리,beurokkolli
Asparagus,아스파라거스,aseuparageoseu
Olive,올리브,ollibeu
Garlic,마늘,maneul
Onion,양파,yangpa
Carrot,당근,danggeun
Potato,감자,gamja
Corn,옥수수,oksusu
Mushroom,버섯,beoseot
Tuna,참치,chamchi
Salmon,연어,yeoneo
Lobster,랍스터,rapsseuteo
Shrimp,새우,saeu
Sausage,소시지,sosiji
Bacon,베이컨,beikeon
Ham,햄,haemSyrup
